Resource,Reference,Previous Context,Result,Next Context,Lemma (Greek),Louw-Nida,Root,Part of Speech,Adverb/particle Type (Logos Greek)
NA28,John 1:12,—,ὅσοι,"δὲ ἔλαβον αὐτόν, ἔδωκεν αὐτοῖς ἐξουσίαν τέκνα θεοῦ γενέσθαι, τοῖς πιστεύουσιν εἰς τὸ ὄνομα αὐτοῦ,",ὅσος,Louw Nida 59.7,οσος,pronoun,—
NA28,John 4:29,δεῦτε ἴδετε ἄνθρωπον ὃς εἶπέν μοι πάντα,ὅσα,"ἐποίησα, μήτι οὗτός ἐστιν ὁ χριστός;",ὅσος,Louw Nida 59.7,οσος,pronoun,—
NA28,John 4:45,"ὅτε οὖν ἦλθεν εἰς τὴν Γαλιλαίαν, ἐδέξαντο αὐτὸν οἱ Γαλιλαῖοι πάντα ἑωρακότες",ὅσα,"ἐποίησεν ἐν Ἱεροσολύμοις ἐν τῇ ἑορτῇ, καὶ αὐτοὶ γὰρ ἦλθον εἰς τὴν ἑορτήν.",ὅσος,Louw Nida 59.7,οσος,pronoun,—
NA28,John 6:11,ἔλαβεν οὖν τοὺς ἄρτους ὁ Ἰησοῦς καὶ εὐχαριστήσας διέδωκεν  τοῖς ἀνακειμένοις ὁμοίως καὶ ἐκ τῶν ὀψαρίων,ὅσον,ἤθελον.,ὅσος,Louw Nida 59.19,οσος,pronoun,—
NA28,John 10:8,πάντες,ὅσοι,"ἦλθον [πρὸ ἐμοῦ] κλέπται εἰσὶν καὶ λῃσταί, ἀλλʼ οὐκ ἤκουσαν αὐτῶν τὰ πρόβατα.",ὅσος,Louw Nida 59.7,οσος,pronoun,—
NA28,John 10:41,"καὶ πολλοὶ ἦλθον πρὸς αὐτὸν καὶ ἔλεγον ὅτι Ἰωάννης μὲν σημεῖον ἐποίησεν οὐδέν, πάντα δὲ",ὅσα,εἶπεν Ἰωάννης περὶ τούτου ἀληθῆ ἦν.,ὅσος,Louw Nida 59.7,οσος,pronoun,—
NA28,John 11:22,[ἀλλὰ] καὶ νῦν οἶδα ὅτι,ὅσα,ἂν αἰτήσῃ τὸν θεὸν δώσει σοι ὁ θεός.,ὅσος,Louw Nida 59.19,οσος,pronoun,—
NA28,John 16:13,"ὁδηγήσει ὑμᾶς ἐν τῇ ἀληθείᾳ πάσῃ· οὐ γὰρ λαλήσει ἀφʼ ἑαυτοῦ, ἀλλʼ",ὅσα,ἀκούσει λαλήσει καὶ τὰ ἐρχόμενα ἀναγγελεῖ ὑμῖν.,ὅσος,Louw Nida 59.19,οσος,pronoun,—
NA28,John 16:15,πάντα,ὅσα,ἔχει ὁ πατὴρ ἐμά ἐστιν· διὰ τοῦτο εἶπον  ὅτι ἐκ τοῦ ἐμοῦ λαμβάνει καὶ ἀναγγελεῖ ὑμῖν.,ὅσος,Louw Nida 59.7,οσος,pronoun,—
NA28,John 17:7,νῦν ἔγνωκαν ὅτι πάντα,ὅσα,δέδωκάς μοι παρὰ σοῦ εἰσιν·,ὅσος,Louw Nida 59.7,οσος,pronoun,—
NA28,Acts 2:39,"ὑμῖν γάρ ἐστιν ἡ ἐπαγγελία καὶ τοῖς τέκνοις ὑμῶν καὶ πᾶσιν τοῖς εἰς μακράν,",ὅσους,ἂν προσκαλέσηται κύριος ὁ θεὸς ἡμῶν.,ὅσος,Louw Nida 59.7,οσος,pronoun,—
NA28,Acts 3:22,θεὸς ὑμῶν ἐκ τῶν ἀδελφῶν ὑμῶν ὡς ἐμέ· αὐτοῦ ἀκούσεσθε κατὰ πάντα,ὅσα,ἂν λαλήσῃ πρὸς ὑμᾶς.,ὅσος,Louw Nida 59.7,οσος,pronoun,—
NA28,Acts 3:24,καὶ πάντες δὲ οἱ προφῆται ἀπὸ Σαμουὴλ καὶ τῶν καθεξῆς,ὅσοι,ἐλάλησαν καὶ κατήγγειλαν τὰς ἡμέρας ταύτας.,ὅσος,Louw Nida 59.7,οσος,pronoun,—
NA28,Acts 4:6,καὶ Ἅννας ὁ ἀρχιερεὺς καὶ Καϊάφας καὶ Ἰωάννης καὶ Ἀλέξανδρος καὶ,ὅσοι,"ἦσαν ἐκ γένους ἀρχιερατικοῦ,",ὅσος,Louw Nida 59.7,οσος,pronoun,—
NA28,Acts 4:23,Ἀπολυθέντες δὲ ἦλθον πρὸς τοὺς ἰδίους καὶ ἀπήγγειλαν,ὅσα,πρὸς αὐτοὺς οἱ ἀρχιερεῖς καὶ οἱ πρεσβύτεροι εἶπαν.,ὅσος,Louw Nida 59.7,οσος,pronoun,—
NA28,Acts 4:28,ποιῆσαι,ὅσα,ἡ χείρ σου καὶ ἡ βουλή [σου] προώρισεν γενέσθαι.,ὅσος,Louw Nida 59.7,οσος,pronoun,—
NA28,Acts 4:34,οὐδὲ γὰρ ἐνδεής τις ἦν ἐν αὐτοῖς·,ὅσοι,"γὰρ κτήτορες  χωρίων ἢ οἰκιῶν ὑπῆρχον, πωλοῦντες ἔφερον τὰς τιμὰς τῶν πιπρασκομένων",ὅσος,Louw Nida 59.7,οσος,pronoun,—
NA28,Acts 5:36,"τινα ἑαυτόν, ᾧ προσεκλίθη ἀνδρῶν ἀριθμὸς ὡς τετρακοσίων· ὃς ἀνῃρέθη , καὶ πάντες",ὅσοι,ἐπείθοντο αὐτῷ διελύθησαν καὶ ἐγένοντο εἰς οὐδέν.,ὅσος,Louw Nida 59.7,οσος,pronoun,—
NA28,Acts 5:37,ἡμέραις τῆς ἀπογραφῆς καὶ ἀπέστησεν λαὸν ὀπίσω αὐτοῦ· κἀκεῖνος ἀπώλετο καὶ πάντες,ὅσοι,ἐπείθοντο αὐτῷ διεσκορπίσθησαν.,ὅσος,Louw Nida 59.7,οσος,pronoun,—
NA28,Acts 9:13,"ἀπεκρίθη δὲ Ἁνανίας· κύριε, ἤκουσα ἀπὸ πολλῶν περὶ τοῦ ἀνδρὸς τούτου",ὅσα,κακὰ τοῖς ἁγίοις σου ἐποίησεν ἐν Ἰερουσαλήμ·,ὅσος,Louw Nida 59.19,οσος,"adjective, pronoun",—
NA28,Acts 9:16,ἐγὼ γὰρ ὑποδείξω αὐτῷ,ὅσα,δεῖ αὐτὸν ὑπὲρ τοῦ ὀνόματός μου παθεῖν.,ὅσος,Louw Nida 59.19,οσος,pronoun,—
NA28,Acts 9:39,καὶ παρέστησαν αὐτῷ πᾶσαι αἱ χῆραι κλαίουσαι καὶ ἐπιδεικνύμεναι χιτῶνας καὶ ἱμάτια,ὅσα,ἐποίει μετʼ αὐτῶν οὖσα ἡ Δορκάς.,ὅσος,Louw Nida 59.7,οσος,pronoun,—
NA28,Acts 10:45,καὶ ἐξέστησαν οἱ ἐκ περιτομῆς πιστοὶ,ὅσοι,"συνῆλθαν τῷ Πέτρῳ, ὅτι καὶ ἐπὶ τὰ ἔθνη ἡ δωρεὰ τοῦ ἁγίου πνεύματος ἐκκέχυται·",ὅσος,Louw Nida 59.7,οσος,pronoun,—
NA28,Acts 13:48,Ἀκούοντα δὲ τὰ ἔθνη ἔχαιρον καὶ ἐδόξαζον τὸν λόγον τοῦ κυρίου καὶ ἐπίστευσαν,ὅσοι,ἦσαν τεταγμένοι εἰς ζωὴν αἰώνιον·,ὅσος,Louw Nida 59.7,οσος,pronoun,—
NA28,Acts 14:27,παραγενόμενοι δὲ καὶ συναγαγόντες τὴν ἐκκλησίαν ἀνήγγελλον,ὅσα,ἐποίησεν ὁ θεὸς μετʼ αὐτῶν καὶ ὅτι ἤνοιξεν τοῖς ἔθνεσιν θύραν πίστεως.,ὅσος,Louw Nida 59.7,οσος,pronoun,—
NA28,Acts 15:4,"παραγενόμενοι δὲ εἰς Ἰερουσαλὴμ παρεδέχθησαν ἀπὸ τῆς ἐκκλησίας καὶ τῶν ἀποστόλων καὶ τῶν πρεσβυτέρων, ἀνήγγειλάν τε",ὅσα,ὁ θεὸς ἐποίησεν μετʼ αὐτῶν.,ὅσος,Louw Nida 59.7,οσος,pronoun,—
NA28,Acts 15:12,Ἐσίγησεν δὲ πᾶν τὸ πλῆθος καὶ ἤκουον Βαρναβᾶ καὶ Παύλου ἐξηγουμένων,ὅσα,ἐποίησεν ὁ θεὸς σημεῖα καὶ τέρατα ἐν τοῖς ἔθνεσιν διʼ αὐτῶν.,ὅσος,Louw Nida 59.7,οσος,pronoun,—
NA28,Romans 2:12,—,Ὅσοι,"γὰρ ἀνόμως ἥμαρτον, ἀνόμως καὶ ἀπολοῦνται, καὶ ὅσοι ἐν νόμῳ ἥμαρτον, διὰ νόμου κριθήσονται·",ὅσος,Louw Nida 59.7,οσος,pronoun,—
NA28,Romans 2:12,"Ὅσοι γὰρ ἀνόμως ἥμαρτον, ἀνόμως καὶ ἀπολοῦνται, καὶ",ὅσοι,"ἐν νόμῳ ἥμαρτον, διὰ νόμου κριθήσονται·",ὅσος,Louw Nida 59.7,οσος,pronoun,—
NA28,Romans 3:19,οἴδαμεν δὲ ὅτι,ὅσα,"ὁ νόμος λέγει τοῖς ἐν τῷ νόμῳ λαλεῖ, ἵνα πᾶν στόμα φραγῇ καὶ",ὅσος,Louw Nida 59.19,οσος,pronoun,—
NA28,Romans 6:3,"ἢ ἀγνοεῖτε ὅτι,",ὅσοι,"ἐβαπτίσθημεν εἰς Χριστὸν Ἰησοῦν, εἰς τὸν θάνατον αὐτοῦ ἐβαπτίσθημεν;",ὅσος,Louw Nida 59.7,οσος,pronoun,—
