Resource,Reference,Previous Context,Result,Next Context,Lemma (Greek),Louw-Nida,Root,Part of Speech,Adverb/particle Type (Logos Greek)
NA28,Matthew 1:17,Πᾶσαι οὖν αἱ γενεαὶ ἀπὸ Ἀβραὰμ,ἕως,"Δαυὶδ γενεαὶ δεκατέσσαρες, καὶ ἀπὸ Δαυὶδ ἕως τῆς μετοικεσίας Βαβυλῶνος γενεαὶ δεκατέσσαρες, καὶ",ἕως,Louw Nida 67.119,εως,"preposition, conjunction",—
NA28,Matthew 1:17,"Πᾶσαι οὖν αἱ γενεαὶ ἀπὸ Ἀβραὰμ ἕως Δαυὶδ γενεαὶ δεκατέσσαρες, καὶ ἀπὸ Δαυὶδ",ἕως,"τῆς μετοικεσίας Βαβυλῶνος γενεαὶ δεκατέσσαρες, καὶ ἀπὸ τῆς μετοικεσίας Βαβυλῶνος ἕως τοῦ Χριστοῦ γενεαὶ δεκατέσσαρες.",ἕως,Louw Nida 84.19,εως,"preposition, conjunction",—
NA28,Matthew 1:17,"Δαυὶδ ἕως τῆς μετοικεσίας Βαβυλῶνος γενεαὶ δεκατέσσαρες, καὶ ἀπὸ τῆς μετοικεσίας Βαβυλῶνος",ἕως,τοῦ Χριστοῦ γενεαὶ δεκατέσσαρες.,ἕως,Louw Nida 84.19,εως,"preposition, conjunction",—
NA28,Matthew 1:25,καὶ οὐκ ἐγίνωσκεν αὐτὴν,ἕως,οὗ ἔτεκεν υἱόν· καὶ ἐκάλεσεν τὸ ὄνομα αὐτοῦ Ἰησοῦν.,ἕως,Louw Nida 67.119,εως,"preposition, conjunction",—
NA28,Matthew 2:9,"Οἱ δὲ ἀκούσαντες τοῦ βασιλέως ἐπορεύθησαν καὶ ἰδοὺ ὁ ἀστήρ, ὃν εἶδον ἐν τῇ ἀνατολῇ, προῆγεν αὐτούς,",ἕως,ἐλθὼν ἐστάθη ἐπάνω οὗ ἦν τὸ παιδίον.,ἕως,Louw Nida 67.119,εως,conjunction,—
NA28,Matthew 2:13,παιδίον καὶ τὴν μητέρα αὐτοῦ καὶ φεῦγε εἰς Αἴγυπτον καὶ ἴσθι ἐκεῖ,ἕως,ἂν εἴπω σοι· μέλλει γὰρ Ἡρῴδης ζητεῖν τὸ παιδίον τοῦ ἀπολέσαι αὐτό.,ἕως,Louw Nida 67.119,εως,conjunction,—
NA28,Matthew 2:15,καὶ ἦν ἐκεῖ,ἕως,τῆς τελευτῆς Ἡρῴδου· ἵνα πληρωθῇ τὸ ῥηθὲν ὑπὸ κυρίου διὰ τοῦ προφήτου λέγοντος,ἕως,Louw Nida 67.119,εως,"preposition, conjunction",—
NA28,Matthew 5:18,ἀμὴν γὰρ λέγω ὑμῖν·,ἕως,"ἂν παρέλθῃ ὁ οὐρανὸς καὶ ἡ γῆ, ἰῶτα ἓν ἢ μία κεραία οὐ",ἕως,Louw Nida 67.119,εως,conjunction,—
NA28,Matthew 5:18,"γῆ, ἰῶτα ἓν ἢ μία κεραία οὐ μὴ παρέλθῃ ἀπὸ τοῦ νόμου ,",ἕως,ἂν πάντα γένηται.,ἕως,Louw Nida 67.119,εως,conjunction,—
NA28,Matthew 5:25,"Ἴσθι εὐνοῶν τῷ ἀντιδίκῳ σου ταχύ,",ἕως,"ὅτου εἶ μετʼ αὐτοῦ ἐν τῇ ὁδῷ, μήποτέ σε παραδῷ ὁ ἀντίδικος τῷ",ἕως,Louw Nida 67.139,εως,"preposition, conjunction",—
