Resource,Reference,Previous Context,Result,Next Context,Lemma (Greek),Louw-Nida,Root,Part of Speech,Adverb/particle Type (Logos Greek)
NA28,Matthew 4:9,"καὶ εἶπεν αὐτῷ· ταῦτά σοι πάντα δώσω,",ἐὰν,πεσὼν προσκυνήσῃς μοι.,ἐάν,Louw Nida 89.67,"ει, αν",conjunction,—
NA28,Matthew 5:13,Ὑμεῖς ἐστε τὸ ἅλας τῆς γῆς·,ἐὰν,"δὲ τὸ ἅλας μωρανθῇ, ἐν τίνι ἁλισθήσεται; εἰς οὐδὲν ἰσχύει ἔτι εἰ μὴ",ἐάν,Louw Nida 89.67,"ει, αν",conjunction,—
NA28,Matthew 5:19,ὃς,ἐὰν,οὖν λύσῃ μίαν τῶν ἐντολῶν τούτων τῶν ἐλαχίστων καὶ διδάξῃ οὕτως τοὺς ἀνθρώπους,ἐάν,Louw Nida 71.8,"ει, αν",particle,conditional
NA28,Matthew 5:20,Λέγω γὰρ ὑμῖν ὅτι,ἐὰν,"μὴ περισσεύσῃ ὑμῶν ἡ δικαιοσύνη πλεῖον τῶν γραμματέων καὶ Φαρισαίων, οὐ μὴ εἰσέλθητε",ἐάν,Louw Nida 89.67,"ει, αν",conjunction,—
NA28,Matthew 5:23,—,Ἐὰν,οὖν προσφέρῃς τὸ δῶρόν σου ἐπὶ τὸ θυσιαστήριον κἀκεῖ μνησθῇς ὅτι ὁ ἀδελφός,ἐάν,Louw Nida 67.32,"ει, αν",conjunction,—
NA28,Matthew 5:32,"ἀπολύων τὴν γυναῖκα αὐτοῦ παρεκτὸς λόγου πορνείας ποιεῖ αὐτὴν μοιχευθῆναι, καὶ ὃς",ἐὰν,"ἀπολελυμένην γαμήσῃ, μοιχᾶται.",ἐάν,Louw Nida 71.8,"ει, αν",particle,conditional
NA28,Matthew 5:46,—,ἐὰν,"γὰρ ἀγαπήσητε τοὺς ἀγαπῶντας ὑμᾶς, τίνα μισθὸν ἔχετε; οὐχὶ καὶ οἱ τελῶναι τὸ αὐτὸ ποιοῦσιν;",ἐάν,Louw Nida 89.67,"ει, αν",conjunction,—
NA28,Matthew 5:47,καὶ,ἐὰν,"ἀσπάσησθε τοὺς ἀδελφοὺς ὑμῶν μόνον, τί περισσὸν ποιεῖτε; οὐχὶ καὶ οἱ ἐθνικοὶ τὸ αὐτὸ ποιοῦσιν;",ἐάν,Louw Nida 89.67,"ει, αν",conjunction,—
NA28,Matthew 6:14,—,Ἐὰν,"γὰρ ἀφῆτε τοῖς ἀνθρώποις τὰ παραπτώματα αὐτῶν, ἀφήσει καὶ ὑμῖν ὁ πατὴρ ὑμῶν ὁ οὐράνιος·",ἐάν,Louw Nida 89.67,"ει, αν",conjunction,—
NA28,Matthew 6:15,—,ἐὰν,"δὲ μὴ ἀφῆτε τοῖς ἀνθρώποις , οὐδὲ ὁ πατὴρ ὑμῶν ἀφήσει τὰ παραπτώματα ὑμῶν.",ἐάν,Louw Nida 89.67,"ει, αν",conjunction,—
NA28,Matthew 6:22,Ὁ λύχνος τοῦ σώματός ἐστιν ὁ ὀφθαλμός.,ἐὰν,"οὖν ᾖ ὁ ὀφθαλμός σου ἁπλοῦς, ὅλον τὸ σῶμά σου φωτεινὸν ἔσται·",ἐάν,Louw Nida 89.67,"ει, αν",conjunction,—
NA28,Matthew 6:23,—,ἐὰν,"δὲ ὁ ὀφθαλμός σου πονηρὸς ᾖ, ὅλον τὸ σῶμά σου σκοτεινὸν ἔσται. εἰ",ἐάν,Louw Nida 89.67,"ει, αν",conjunction,—
NA28,Matthew 7:12,Πάντα οὖν ὅσα,ἐὰν,"θέλητε ἵνα ποιῶσιν ὑμῖν οἱ ἄνθρωποι, οὕτως καὶ ὑμεῖς ποιεῖτε αὐτοῖς· οὗτος γάρ",ἐάν,Louw Nida 71.8,"ει, αν",particle,conditional
NA28,Matthew 8:2,"καὶ ἰδοὺ λεπρὸς προσελθὼν προσεκύνει αὐτῷ λέγων· κύριε,",ἐὰν,θέλῃς δύνασαί με καθαρίσαι.,ἐάν,Louw Nida 89.67,"ει, αν",conjunction,—
