Resource,Reference,Previous Context,Result,Next Context,Lemma (Greek),Louw-Nida,Root,Part of Speech,Adverb/particle Type (Logos Greek)
NA28,Matthew 21:6,πορευθέντες δὲ οἱ μαθηταὶ καὶ ποιήσαντες,καθὼς,συνέταξεν αὐτοῖς ὁ Ἰησοῦς,καθώς,Louw Nida 64.14,"ως, κατα",conjunction,—
NA28,Matthew 26:24,ὁ μὲν υἱὸς τοῦ ἀνθρώπου ὑπάγει,καθὼς,"γέγραπται περὶ αὐτοῦ, οὐαὶ δὲ τῷ ἀνθρώπῳ ἐκείνῳ διʼ οὗ ὁ υἱὸς τοῦ",καθώς,Louw Nida 64.14,"ως, κατα",conjunction,—
NA28,Matthew 28:6,"οὐκ ἔστιν ὧδε, ἠγέρθη γὰρ",καθὼς,εἶπεν· δεῦτε ἴδετε τὸν τόπον ὅπου ἔκειτο.,καθώς,Louw Nida 64.14,"ως, κατα",conjunction,—
NA28,Mark 1:2,—,Καθὼς,γέγραπται ἐν τῷ Ἠσαΐᾳ τῷ προφήτῃ·      ἰδοὺ ἀποστέλλω τὸν ἄγγελόν μου πρὸ προσώπου,καθώς,Louw Nida 64.14,"ως, κατα",conjunction,—
NA28,Mark 4:33,Καὶ τοιαύταις παραβολαῖς πολλαῖς ἐλάλει αὐτοῖς τὸν λόγον,καθὼς,ἠδύναντο ἀκούειν·,καθώς,Louw Nida 78.53,"ως, κατα",conjunction,—
NA28,Mark 9:13,"ἀλλὰ λέγω ὑμῖν ὅτι καὶ Ἠλίας ἐλήλυθεν, καὶ ἐποίησαν αὐτῷ ὅσα ἤθελον,",καθὼς,γέγραπται ἐπʼ αὐτόν.,καθώς,Louw Nida 64.14,"ως, κατα",conjunction,—
NA28,Mark 11:6,οἱ δὲ εἶπαν αὐτοῖς,καθὼς,"εἶπεν ὁ Ἰησοῦς, καὶ ἀφῆκαν αὐτούς.",καθώς,Louw Nida 64.14,"ως, κατα",conjunction,—
NA28,Mark 14:16,καὶ ἐξῆλθον οἱ μαθηταὶ  καὶ ἦλθον εἰς τὴν πόλιν καὶ εὗρον,καθὼς,εἶπεν αὐτοῖς καὶ ἡτοίμασαν τὸ πάσχα.,καθώς,Louw Nida 64.14,"ως, κατα",conjunction,—
NA28,Mark 14:21,ὅτι ὁ μὲν υἱὸς τοῦ ἀνθρώπου ὑπάγει,καθὼς,"γέγραπται περὶ αὐτοῦ, οὐαὶ δὲ τῷ ἀνθρώπῳ ἐκείνῳ διʼ οὗ ὁ υἱὸς τοῦ",καθώς,Louw Nida 64.14,"ως, κατα",conjunction,—
NA28,Mark 15:8,καὶ ἀναβὰς ὁ ὄχλος ἤρξατο αἰτεῖσθαι,καθὼς,ἐποίει αὐτοῖς.,καθώς,Louw Nida 64.14,"ως, κατα",conjunction,—
NA28,Mark 16:7,"ἀλλʼ ὑπάγετε εἴπατε τοῖς μαθηταῖς αὐτοῦ καὶ τῷ Πέτρῳ ὅτι προάγει ὑμᾶς εἰς τὴν Γαλιλαίαν· ἐκεῖ αὐτὸν ὄψεσθε,",καθὼς,εἶπεν ὑμῖν.,καθώς,Louw Nida 64.14,"ως, κατα",conjunction,—
NA28,Luke 1:2,—,καθὼς,"παρέδοσαν ἡμῖν οἱ ἀπʼ ἀρχῆς αὐτόπται καὶ ὑπηρέται γενόμενοι τοῦ λόγου,",καθώς,Louw Nida 64.14,"ως, κατα",conjunction,—
NA28,Luke 1:55,—,καθὼς,"ἐλάλησεν πρὸς τοὺς πατέρας ἡμῶν,        τῷ Ἀβραὰμ καὶ τῷ σπέρματι αὐτοῦ εἰς τὸν αἰῶνα.",καθώς,Louw Nida 64.14,"ως, κατα",conjunction,—
NA28,Luke 1:70,—,καθὼς,"ἐλάλησεν διὰ στόματος τῶν ἁγίων ἀπʼ αἰῶνος προφητῶν αὐτοῦ,",καθώς,Louw Nida 64.14,"ως, κατα",conjunction,—
NA28,Luke 2:20,καὶ ὑπέστρεψαν οἱ ποιμένες δοξάζοντες καὶ αἰνοῦντες τὸν θεὸν ἐπὶ πᾶσιν οἷς ἤκουσαν καὶ εἶδον,καθὼς,ἐλαλήθη πρὸς αὐτούς.,καθώς,Louw Nida 64.14,"ως, κατα",conjunction,—
NA28,Luke 2:23,—,καθὼς,"γέγραπται ἐν νόμῳ κυρίου ὅτι πᾶν ἄρσεν διανοῖγον μήτραν ἅγιον τῷ κυρίῳ κληθήσεται,",καθώς,Louw Nida 64.14,"ως, κατα",conjunction,—
NA28,Luke 5:14,"καὶ αὐτὸς παρήγγειλεν αὐτῷ μηδενὶ εἰπεῖν, ἀλλʼ ἀπελθὼν δεῖξον σεαυτὸν τῷ ἱερεῖ καὶ προσένεγκε περὶ τοῦ καθαρισμοῦ σου",καθὼς,"προσέταξεν Μωϋσῆς, εἰς μαρτύριον αὐτοῖς.",καθώς,Louw Nida 64.14,"ως, κατα",conjunction,—
NA28,Luke 6:31,Καὶ,καθὼς,θέλετε ἵνα ποιῶσιν ὑμῖν οἱ ἄνθρωποι  ποιεῖτε αὐτοῖς ὁμοίως.,καθώς,Louw Nida 64.14,"ως, κατα",conjunction,—
NA28,Luke 6:36,Γίνεσθε οἰκτίρμονες,καθὼς,[καὶ] ὁ πατὴρ ὑμῶν οἰκτίρμων ἐστίν.,καθώς,Louw Nida 64.14,"ως, κατα",conjunction,—
NA28,Luke 11:1,"ἐπαύσατο, εἶπέν τις τῶν μαθητῶν αὐτοῦ πρὸς αὐτόν· κύριε, δίδαξον ἡμᾶς προσεύχεσθαι,",καθὼς,καὶ Ἰωάννης ἐδίδαξεν τοὺς μαθητὰς αὐτοῦ.,καθώς,Louw Nida 64.14,"ως, κατα",conjunction,—
NA28,Luke 11:30,—,καθὼς,"γὰρ ἐγένετο  Ἰωνᾶς τοῖς Νινευίταις σημεῖον, οὕτως ἔσται καὶ ὁ υἱὸς τοῦ ἀνθρώπου τῇ γενεᾷ ταύτῃ.",καθώς,Louw Nida 64.14,"ως, κατα",conjunction,—
NA28,Luke 17:26,καὶ,καθὼς,"ἐγένετο ἐν ταῖς ἡμέραις Νῶε, οὕτως ἔσται καὶ ἐν ταῖς ἡμέραις τοῦ υἱοῦ τοῦ ἀνθρώπου·",καθώς,Louw Nida 64.14,"ως, κατα",conjunction,—
NA28,Luke 17:28,Ὁμοίως,καθὼς,"ἐγένετο ἐν ταῖς ἡμέραις Λώτ· ἤσθιον, ἔπινον, ἠγόραζον, ἐπώλουν, ἐφύτευον, ᾠκοδόμουν·",καθώς,Louw Nida 64.14,"ως, κατα",conjunction,—
NA28,Luke 19:32,Ἀπελθόντες δὲ οἱ ἀπεσταλμένοι εὗρον,καθὼς,εἶπεν αὐτοῖς.,καθώς,Louw Nida 64.14,"ως, κατα",conjunction,—
NA28,Luke 22:13,ἀπελθόντες δὲ εὗρον,καθὼς,εἰρήκει αὐτοῖς καὶ ἡτοίμασαν τὸ πάσχα.,καθώς,Louw Nida 64.14,"ως, κατα",conjunction,—
NA28,Luke 22:29,κἀγὼ διατίθεμαι ὑμῖν,καθὼς,"διέθετό μοι ὁ πατήρ μου βασιλείαν,",καθώς,Louw Nida 64.14,"ως, κατα",conjunction,—
NA28,Luke 24:24,καὶ ἀπῆλθόν τινες τῶν σὺν ἡμῖν ἐπὶ τὸ μνημεῖον καὶ εὗρον οὕτως,καθὼς,"καὶ αἱ γυναῖκες εἶπον, αὐτὸν δὲ οὐκ εἶδον.",καθώς,Louw Nida 64.14,"ως, κατα",conjunction,—
NA28,Luke 24:39,"αὐτός· ψηλαφήσατέ με καὶ ἴδετε, ὅτι πνεῦμα σάρκα καὶ ὀστέα οὐκ ἔχει",καθὼς,ἐμὲ θεωρεῖτε ἔχοντα.,καθώς,Louw Nida 64.14,"ως, κατα",conjunction,—
NA28,John 1:23,"ἔφη·        ἐγὼ φωνὴ βοῶντος ἐν τῇ ἐρήμῳ·           εὐθύνατε τὴν ὁδὸν κυρίου,",καθὼς,εἶπεν Ἠσαΐας ὁ προφήτης.,καθώς,Louw Nida 64.14,"ως, κατα",conjunction,—
NA28,John 3:14,Καὶ,καθὼς,"Μωϋσῆς ὕψωσεν τὸν ὄφιν ἐν τῇ ἐρήμῳ, οὕτως ὑψωθῆναι δεῖ τὸν υἱὸν τοῦ ἀνθρώπου,",καθώς,Louw Nida 64.14,"ως, κατα",conjunction,—
NA28,John 5:23,ἵνα πάντες τιμῶσιν τὸν υἱὸν,καθὼς,τιμῶσιν τὸν πατέρα. ὁ μὴ τιμῶν τὸν υἱὸν οὐ τιμᾷ τὸν πατέρα τὸν πέμψαντα αὐτόν.,καθώς,Louw Nida 64.14,"ως, κατα",conjunction,—
NA28,John 5:30,Οὐ δύναμαι ἐγὼ ποιεῖν ἀπʼ ἐμαυτοῦ οὐδέν·,καθὼς,"ἀκούω κρίνω, καὶ ἡ κρίσις ἡ ἐμὴ δικαία ἐστίν,  ὅτι οὐ ζητῶ τὸ",καθώς,Louw Nida 64.14,"ως, κατα",conjunction,—
