Result,Lemma (Greek),Tense (Logos Greek),Voice (Logos Greek),Mood (Logos Greek),Person (Logos Greek),Number (Logos Greek),Reference,Previous Context,Next Context
πορεύου,πορεύομαι,present,either middle or passive,imperative,second person,singular,John 4:50,λέγει αὐτῷ ὁ Ἰησοῦς·,", ὁ υἱός σου ζῇ. Ἐπίστευσεν ὁ ἄνθρωπος τῷ λόγῳ ὃν εἶπεν αὐτῷ ὁ Ἰησοῦς καὶ ἐπορεύετο."
πορεύου,πορεύομαι,present,either middle or passive,imperative,second person,singular,John 8:11,"ἡ δὲ εἶπεν· οὐδείς, κύριε. εἶπεν δὲ ὁ Ἰησοῦς· οὐδὲ ἐγώ σε κατακρίνω·",", [καὶ] ἀπὸ τοῦ νῦν μηκέτι ἁμάρτανε.⟧"
πορεύου,πορεύομαι,present,either middle or passive,imperative,second person,singular,John 20:17,"λέγει αὐτῇ  Ἰησοῦς· μή μου ἅπτου, οὔπω γὰρ ἀναβέβηκα πρὸς τὸν πατέρα ·",δὲ πρὸς τοὺς ἀδελφούς μου καὶ εἰπὲ αὐτοῖς· ἀναβαίνω πρὸς τὸν πατέρα μου
πορεύου,πορεύομαι,present,either middle or passive,imperative,second person,singular,Acts 8:26,Ἄγγελος δὲ κυρίου ἐλάλησεν πρὸς Φίλιππον λέγων· ἀνάστηθι καὶ,"κατὰ μεσημβρίαν ἐπὶ τὴν ὁδὸν τὴν καταβαίνουσαν ἀπὸ Ἰερουσαλὴμ εἰς Γάζαν, αὕτη ἐστὶν ἔρημος."
πορεύου,πορεύομαι,present,either middle or passive,imperative,second person,singular,Acts 9:15,εἶπεν δὲ πρὸς αὐτὸν ὁ κύριος·,", ὅτι σκεῦος ἐκλογῆς ἐστίν μοι οὗτος τοῦ βαστάσαι τὸ ὄνομά μου ἐνώπιον  ἐθνῶν"
πορεύου,πορεύομαι,present,either middle or passive,imperative,second person,singular,Acts 10:20,ἀλλʼ ἀναστὰς κατάβηθι καὶ,σὺν αὐτοῖς μηδὲν διακρινόμενος ὅτι ἐγὼ ἀπέσταλκα αὐτούς.
πορεύου,πορεύομαι,present,either middle or passive,imperative,second person,singular,Acts 22:10,"εἶπον δέ· τί ποιήσω, κύριε; ὁ δὲ κύριος εἶπεν πρός με· ἀναστὰς",εἰς Δαμασκὸν κἀκεῖ σοι λαληθήσεται περὶ πάντων ὧν τέτακταί σοι ποιῆσαι.
πορεύου,πορεύομαι,present,either middle or passive,imperative,second person,singular,Acts 22:21,καὶ εἶπεν πρός με·,", ὅτι ἐγὼ εἰς ἔθνη μακρὰν ἐξαποστελῶ σε."
πορεύου,πορεύομαι,present,either middle or passive,imperative,second person,singular,Acts 24:25,"τοῦ κρίματος τοῦ μέλλοντος, ἔμφοβος γενόμενος ὁ Φῆλιξ ἀπεκρίθη· τὸ νῦν ἔχον",", καιρὸν δὲ μεταλαβὼν μετακαλέσομαί σε,"
πορεύομαι,πορεύομαι,present,either middle or passive,indicative,first person,singular,Luke 14:19,καὶ ἕτερος εἶπεν· ζεύγη βοῶν ἠγόρασα πέντε καὶ,"δοκιμάσαι αὐτά· ἐρωτῶ σε, ἔχε με παρῃτημένον."
πορεύομαι,πορεύομαι,present,either middle or passive,indicative,first person,singular,John 11:11,"Ταῦτα εἶπεν, καὶ μετὰ τοῦτο λέγει αὐτοῖς· Λάζαρος ὁ φίλος ἡμῶν κεκοίμηται· ἀλλὰ",ἵνα ἐξυπνίσω αὐτόν.
πορεύομαι,πορεύομαι,present,either middle or passive,indicative,first person,singular,John 14:2,"ἐν τῇ οἰκίᾳ τοῦ πατρός μου μοναὶ πολλαί εἰσιν· εἰ δὲ μή, εἶπον ἂν ὑμῖν ὅτι",ἑτοιμάσαι τόπον ὑμῖν;
πορεύομαι,πορεύομαι,present,either middle or passive,indicative,first person,singular,John 14:12,"ποιῶ κἀκεῖνος ποιήσει καὶ μείζονα τούτων ποιήσει, ὅτι ἐγὼ πρὸς τὸν πατέρα",·
πορεύομαι,πορεύομαι,present,either middle or passive,indicative,first person,singular,John 14:28,ἠκούσατε ὅτι ἐγὼ εἶπον ὑμῖν· ὑπάγω καὶ ἔρχομαι πρὸς ὑμᾶς. εἰ ἠγαπᾶτέ με ἐχάρητε ἂν ὅτι,"πρὸς τὸν πατέρα, ὅτι ὁ πατὴρ  μείζων μού ἐστιν."
πορεύομαι,πορεύομαι,present,either middle or passive,indicative,first person,singular,John 16:28,ἐξῆλθον παρὰ τοῦ πατρὸς καὶ ἐλήλυθα εἰς τὸν κόσμον· πάλιν ἀφίημι τὸν κόσμον καὶ,πρὸς τὸν πατέρα.
πορεύομαι,πορεύομαι,present,either middle or passive,indicative,first person,singular,Acts 20:22,Καὶ νῦν ἰδοὺ δεδεμένος ἐγὼ τῷ πνεύματι,"εἰς Ἰερουσαλὴμ τὰ ἐν αὐτῇ συναντήσοντά μοι μὴ εἰδώς,"
πορεύομαι,πορεύομαι,present,either middle or passive,indicative,first person,singular,Romans 15:25,Νυνὶ δὲ,εἰς Ἰερουσαλὴμ διακονῶν τοῖς ἁγίοις.
πορεύθητι,πορεύομαι,aorist,passive,imperative,second person,singular,Matthew 8:9,"καὶ γὰρ ἐγὼ ἄνθρωπός εἰμι ὑπὸ ἐξουσίαν , ἔχων ὑπʼ ἐμαυτὸν στρατιώτας, καὶ λέγω τούτῳ·",", καὶ πορεύεται, καὶ ἄλλῳ· ἔρχου, καὶ ἔρχεται, καὶ τῷ δούλῳ μου· ποίησον τοῦτο, καὶ ποιεῖ."
πορεύθητι,πορεύομαι,aorist,passive,imperative,second person,singular,Luke 7:8,"καὶ γὰρ ἐγὼ ἄνθρωπός εἰμι ὑπὸ ἐξουσίαν τασσόμενος ἔχων ὑπʼ ἐμαυτὸν στρατιώτας, καὶ λέγω τούτῳ·",", καὶ πορεύεται, καὶ ἄλλῳ· ἔρχου, καὶ ἔρχεται, καὶ τῷ δούλῳ μου· ποίησον τοῦτο, καὶ ποιεῖ."
πορεύθητι,πορεύομαι,aorist,passive,imperative,second person,singular,Acts 9:11,ὁ δὲ κύριος πρὸς αὐτόν· ἀναστὰς,ἐπὶ τὴν ῥύμην τὴν καλουμένην Εὐθεῖαν καὶ ζήτησον ἐν οἰκίᾳ Ἰούδα Σαῦλον ὀνόματι Ταρσέα· ἰδοὺ γὰρ προσεύχεται
πορεύθητι,πορεύομαι,aorist,passive,imperative,second person,singular,Acts 28:26,λέγων·,πρὸς τὸν λαὸν τοῦτον καὶ εἰπόν·        ἀκοῇ ἀκούσετε καὶ οὐ μὴ συνῆτε      καὶ
πορεύεται,πορεύομαι,present,either middle or passive,indicative,third person,singular,Matthew 8:9,"καὶ γὰρ ἐγὼ ἄνθρωπός εἰμι ὑπὸ ἐξουσίαν , ἔχων ὑπʼ ἐμαυτὸν στρατιώτας, καὶ λέγω τούτῳ· πορεύθητι, καὶ",", καὶ ἄλλῳ· ἔρχου, καὶ ἔρχεται, καὶ τῷ δούλῳ μου· ποίησον τοῦτο, καὶ ποιεῖ."
πορεύεται,πορεύομαι,present,either middle or passive,indicative,third person,singular,Matthew 12:45,τότε,καὶ παραλαμβάνει μεθʼ ἑαυτοῦ ἑπτὰ ἕτερα πνεύματα πονηρότερα ἑαυτοῦ καὶ εἰσελθόντα κατοικεῖ ἐκεῖ
πορεύεται,πορεύομαι,present,either middle or passive,indicative,third person,singular,Luke 7:8,"καὶ γὰρ ἐγὼ ἄνθρωπός εἰμι ὑπὸ ἐξουσίαν τασσόμενος ἔχων ὑπʼ ἐμαυτὸν στρατιώτας, καὶ λέγω τούτῳ· πορεύθητι, καὶ",", καὶ ἄλλῳ· ἔρχου, καὶ ἔρχεται, καὶ τῷ δούλῳ μου· ποίησον τοῦτο, καὶ ποιεῖ."
πορεύεται,πορεύομαι,present,either middle or passive,indicative,third person,singular,Luke 11:26,τότε,καὶ παραλαμβάνει ἕτερα πνεύματα πονηρότερα ἑαυτοῦ ἑπτὰ καὶ εἰσελθόντα κατοικεῖ ἐκεῖ· καὶ γίνεται
πορεύεται,πορεύομαι,present,either middle or passive,indicative,third person,singular,Luke 15:4,ἐξ αὐτῶν ἓν οὐ καταλείπει τὰ ἐνενήκοντα ἐννέα ἐν τῇ ἐρήμῳ καὶ,ἐπὶ τὸ ἀπολωλὸς ἕως  εὕρῃ αὐτό;
πορεύεται,πορεύομαι,present,either middle or passive,indicative,third person,singular,Luke 22:22,ὅτι ὁ υἱὸς μὲν τοῦ ἀνθρώπου κατὰ τὸ ὡρισμένον,", πλὴν οὐαὶ τῷ ἀνθρώπῳ ἐκείνῳ διʼ οὗ παραδίδοται."
πορεύεται,πορεύομαι,present,either middle or passive,indicative,third person,singular,John 10:4,"ὅταν τὰ ἴδια πάντα ἐκβάλῃ, ἔμπροσθεν αὐτῶν","καὶ τὰ πρόβατα αὐτῷ ἀκολουθεῖ, ὅτι οἴδασιν τὴν φωνὴν αὐτοῦ·"
πορεύεσθε,πορεύομαι,present,either middle or passive,imperative,second person,plural,Matthew 10:6,—,δὲ μᾶλλον πρὸς τὰ πρόβατα τὰ ἀπολωλότα οἴκου Ἰσραήλ.
πορεύεσθε,πορεύομαι,present,either middle or passive,imperative,second person,plural,Matthew 21:2,λέγων αὐτοῖς·,"εἰς τὴν κώμην τὴν κατέναντι ὑμῶν, καὶ εὐθέως εὑρήσετε ὄνον δεδεμένην καὶ πῶλον"
πορεύεσθε,πορεύομαι,present,either middle or passive,imperative,second person,plural,Matthew 22:9,—,οὖν ἐπὶ τὰς διεξόδους τῶν ὁδῶν καὶ ὅσους ἐὰν εὕρητε καλέσατε εἰς τοὺς γάμους.
πορεύεσθε,πορεύομαι,present,either middle or passive,imperative,second person,plural,Matthew 25:9,ἀπεκρίθησαν δὲ αἱ φρόνιμοι λέγουσαι· μήποτε οὐ μὴ ἀρκέσῃ ἡμῖν καὶ ὑμῖν·,μᾶλλον πρὸς τοὺς πωλοῦντας καὶ ἀγοράσατε ἑαυταῖς.
πορεύεσθε,πορεύομαι,present,either middle or passive,imperative,second person,plural,Matthew 25:41,Τότε ἐρεῖ καὶ τοῖς ἐξ εὐωνύμων·,ἀπʼ ἐμοῦ [οἱ] κατηραμένοι εἰς τὸ πῦρ τὸ αἰώνιον τὸ ἡτοιμασμένον τῷ διαβόλῳ καὶ τοῖς ἀγγέλοις αὐτοῦ.
πορεύεσθε,πορεύομαι,present,either middle or passive,imperative,second person,plural,Acts 5:20,—,καὶ σταθέντες λαλεῖτε ἐν τῷ ἱερῷ τῷ λαῷ πάντα τὰ ῥήματα τῆς ζωῆς ταύτης.
πορεύεσθε,πορεύομαι,present,either middle or passive,imperative,second person,plural,Acts 16:36,πρὸς τὸν Παῦλον ὅτι ἀπέσταλκαν οἱ στρατηγοὶ ἵνα ἀπολυθῆτε· νῦν οὖν ἐξελθόντες,ἐν εἰρήνῃ.
πορεύεσθαι,πορεύομαι,present,either middle or passive,infinitive,—,—,Luke 4:42,ὄχλοι ἐπεζήτουν αὐτὸν καὶ ἦλθον ἕως αὐτοῦ καὶ κατεῖχον αὐτὸν τοῦ μὴ,ἀπʼ αὐτῶν.
πορεύεσθαι,πορεύομαι,present,either middle or passive,infinitive,—,—,Luke 9:51,Ἐγένετο δὲ ἐν τῷ συμπληροῦσθαι τὰς ἡμέρας τῆς ἀναλήμψεως αὐτοῦ καὶ αὐτὸς τὸ πρόσωπον ἐστήρισεν τοῦ,εἰς Ἰερουσαλήμ.
πορεύεσθαι,πορεύομαι,present,either middle or passive,infinitive,—,—,Luke 10:38,Ἐν δὲ τῷ,αὐτοὺς αὐτὸς εἰσῆλθεν εἰς κώμην τινά· γυνὴ δέ τις ὀνόματι Μάρθα ὑπεδέξατο αὐτόν.
πορεύεσθαι,πορεύομαι,present,either middle or passive,infinitive,—,—,Luke 13:33,πλὴν δεῖ με σήμερον καὶ αὔριον καὶ τῇ ἐχομένῃ,", ὅτι οὐκ ἐνδέχεται προφήτην ἀπολέσθαι ἔξω Ἰερουσαλήμ."
πορεύεσθαι,πορεύομαι,present,either middle or passive,infinitive,—,—,Luke 17:11,Καὶ ἐγένετο ἐν τῷ,εἰς Ἰερουσαλὴμ καὶ αὐτὸς διήρχετο διὰ μέσον Σαμαρείας καὶ Γαλιλαίας.
πορεύεσθαι,πορεύομαι,present,either middle or passive,infinitive,—,—,Luke 22:33,"ὁ δὲ εἶπεν αὐτῷ· κύριε, μετὰ σοῦ ἕτοιμός εἰμι καὶ εἰς φυλακὴν καὶ εἰς θάνατον",.
πορεύεσθαι,πορεύομαι,present,either middle or passive,infinitive,—,—,Luke 24:28,"Καὶ ἤγγισαν εἰς τὴν κώμην οὗ ἐπορεύοντο, καὶ αὐτὸς προσεποιήσατο πορρώτερον",.
πορεύεσθαι,πορεύομαι,present,either middle or passive,infinitive,—,—,John 7:35,εἶπον οὖν οἱ Ἰουδαῖοι πρὸς ἑαυτούς· ποῦ οὗτος μέλλει,ὅτι ἡμεῖς οὐχ εὑρήσομεν αὐτόν; μὴ εἰς τὴν διασπορὰν τῶν Ἑλλήνων μέλλει πορεύεσθαι καὶ διδάσκειν τοὺς Ἕλληνας;
πορεύεσθαι,πορεύομαι,present,either middle or passive,infinitive,—,—,John 7:35,ὅτι ἡμεῖς οὐχ εὑρήσομεν αὐτόν; μὴ εἰς τὴν διασπορὰν τῶν Ἑλλήνων μέλλει,καὶ διδάσκειν τοὺς Ἕλληνας;
πορεύεσθαι,πορεύομαι,present,either middle or passive,infinitive,—,—,Acts 9:3,Ἐν δὲ τῷ,"ἐγένετο αὐτὸν ἐγγίζειν τῇ Δαμασκῷ, ἐξαίφνης τε αὐτὸν περιήστραψεν φῶς ἐκ τοῦ οὐρανοῦ"
πορεύεσθαι,πορεύομαι,present,either middle or passive,infinitive,—,—,Acts 14:16,ὃς ἐν ταῖς παρῳχημέναις γενεαῖς εἴασεν πάντα τὰ ἔθνη,ταῖς ὁδοῖς αὐτῶν·
πορεύεσθαι,πορεύομαι,present,either middle or passive,infinitive,—,—,Acts 17:14,εὐθέως δὲ τότε τὸν Παῦλον ἐξαπέστειλαν οἱ ἀδελφοὶ,"ἕως ἐπὶ τὴν θάλασσαν, ὑπέμεινάν τε ὅ τε Σιλᾶς καὶ ὁ Τιμόθεος ἐκεῖ."
πορεύεσθαι,πορεύομαι,present,either middle or passive,infinitive,—,—,Acts 19:21,"Ὡς δὲ ἐπληρώθη ταῦτα, ἔθετο ὁ Παῦλος ἐν τῷ πνεύματι διελθὼν τὴν Μακεδονίαν καὶ  Ἀχαΐαν",εἰς Ἱεροσόλυμα εἰπὼν ὅτι μετὰ τὸ γενέσθαι με ἐκεῖ δεῖ με καὶ Ῥώμην ἰδεῖν.
πορεύεσθαι,πορεύομαι,present,either middle or passive,infinitive,—,—,Acts 20:1,"Μετὰ δὲ τὸ παύσασθαι τὸν θόρυβον μεταπεμψάμενος ὁ Παῦλος τοὺς μαθητὰς καὶ παρακαλέσας, ἀσπασάμενος ἐξῆλθεν",εἰς Μακεδονίαν.
πορεύεσθαι,πορεύομαι,present,either middle or passive,infinitive,—,—,Acts 25:20,ἀπορούμενος δὲ ἐγὼ  τὴν περὶ τούτων ζήτησιν ἔλεγον εἰ βούλοιτο,εἰς Ἱεροσόλυμα κἀκεῖ κρίνεσθαι περὶ τούτων.
πορεύεσθαι,πορεύομαι,present,either middle or passive,infinitive,—,—,1 Corinthians 10:27,εἴ τις καλεῖ ὑμᾶς τῶν ἀπίστων  καὶ θέλετε,", πᾶν τὸ παρατιθέμενον ὑμῖν ἐσθίετε μηδὲν ἀνακρίνοντες διὰ τὴν συνείδησιν."
πορεύεσθαι,πορεύομαι,present,either middle or passive,infinitive,—,—,1 Corinthians 16:4,ἐὰν δὲ ἄξιον ᾖ τοῦ κἀμὲ,", σὺν ἐμοὶ πορεύσονται."
πορευόμενος,πορεύομαι,present,either middle or passive,participle,—,singular,Luke 14:31,Ἢ τίς βασιλεὺς,ἑτέρῳ βασιλεῖ συμβαλεῖν εἰς πόλεμον οὐχὶ καθίσας πρῶτον βουλεύσεται εἰ δυνατός ἐστιν ἐν
πορευόμενος,πορεύομαι,present,either middle or passive,participle,—,singular,Acts 26:12,Ἐν οἷς,εἰς τὴν Δαμασκὸν μετʼ ἐξουσίας καὶ ἐπιτροπῆς τῆς  τῶν ἀρχιερέων
πορευόμενος,πορεύομαι,present,either middle or passive,participle,—,singular,1 Timothy 1:3,Καθὼς παρεκάλεσά σε προσμεῖναι ἐν Ἐφέσῳ,"εἰς Μακεδονίαν, ἵνα παραγγείλῃς τισὶν μὴ ἑτεροδιδασκαλεῖν"
πορευόμενον,πορεύομαι,present,either middle or passive,participle,—,singular,Luke 9:53,"καὶ οὐκ ἐδέξαντο αὐτόν, ὅτι τὸ πρόσωπον αὐτοῦ ἦν",εἰς Ἰερουσαλήμ.
πορευόμενον,πορεύομαι,present,either middle or passive,participle,—,singular,Acts 1:11,ἀναλημφθεὶς ἀφʼ ὑμῶν εἰς τὸν οὐρανὸν οὕτως ἐλεύσεται ὃν τρόπον ἐθεάσασθε αὐτὸν,εἰς τὸν οὐρανόν.
πορευόμενοι,πορεύομαι,present,either middle or passive,participle,—,plural,Matthew 10:7,—,δὲ κηρύσσετε λέγοντες ὅτι ἤγγικεν ἡ βασιλεία τῶν οὐρανῶν.
πορευόμενοι,πορεύομαι,present,either middle or passive,participle,—,plural,Luke 1:6,"ἦσαν δὲ δίκαιοι ἀμφότεροι ἐναντίον τοῦ θεοῦ,",ἐν πάσαις ταῖς ἐντολαῖς καὶ δικαιώμασιν τοῦ κυρίου ἄμεμπτοι.
πορευόμενοι,πορεύομαι,present,either middle or passive,participle,—,plural,Luke 8:14,"εἰσιν οἱ  ἀκούσαντες, καὶ ὑπὸ μεριμνῶν καὶ πλούτου καὶ ἡδονῶν τοῦ βίου",συμπνίγονται καὶ οὐ τελεσφοροῦσιν.
πορευόμενοι,πορεύομαι,present,either middle or passive,participle,—,plural,Luke 24:13,Καὶ ἰδοὺ δύο ἐξ αὐτῶν ἐν αὐτῇ τῇ ἡμέρᾳ ἦσαν,"εἰς κώμην ἀπέχουσαν σταδίους  ἑξήκοντα ἀπὸ Ἰερουσαλήμ, ᾗ ὄνομα Ἐμμαοῦς,"
πορευόμενοι,πορεύομαι,present,either middle or passive,participle,—,plural,2 Peter 3:3,τοῦτο πρῶτον γινώσκοντες ὅτι ἐλεύσονται ἐπʼ ἐσχάτων τῶν ἡμερῶν ἐν ἐμπαιγμονῇ ἐμπαῖκται κατὰ τὰς ἰδίας ἐπιθυμίας αὐτῶν,""
