Result,Lemma (Greek),Tense (Logos Greek),Voice (Logos Greek),Mood (Logos Greek),Person (Logos Greek),Gender (Logos Greek),Case (Logos Greek),Number (Logos Greek),Reference,Previous Context,Next Context
φωναὶ,φωνή,—,—,—,—,feminine,nominative,plural,Luke 23:23,"οἱ δὲ ἐπέκειντο φωναῖς μεγάλαις αἰτούμενοι αὐτὸν σταυρωθῆναι, καὶ κατίσχυον αἱ",αὐτῶν.
φωνῇ,φωνή,—,—,—,—,feminine,dative,singular,Luke 23:46,καὶ φωνήσας,"μεγάλῃ ὁ Ἰησοῦς εἶπεν· πάτερ, εἰς χεῖράς σου παρατίθεμαι τὸ πνεῦμά μου. τοῦτο δὲ εἰπὼν ἐξέπνευσεν."
φωνὴ,φωνή,—,—,—,—,feminine,nominative,singular,John 1:23,ἔφη·        ἐγὼ,"βοῶντος ἐν τῇ ἐρήμῳ·           εὐθύνατε τὴν ὁδὸν κυρίου,  καθὼς εἶπεν Ἠσαΐας ὁ προφήτης."
φωνὴν,φωνή,—,—,—,—,feminine,accusative,singular,John 3:8,τὸ πνεῦμα ὅπου θέλει πνεῖ καὶ τὴν,"αὐτοῦ ἀκούεις, ἀλλʼ οὐκ οἶδας πόθεν ἔρχεται καὶ ποῦ ὑπάγει· οὕτως ἐστὶν πᾶς"
φωνὴν,φωνή,—,—,—,—,feminine,accusative,singular,John 3:29,φίλος τοῦ νυμφίου ὁ ἑστηκὼς καὶ ἀκούων αὐτοῦ χαρᾷ χαίρει διὰ τὴν,τοῦ νυμφίου. αὕτη οὖν ἡ χαρὰ ἡ ἐμὴ πεπλήρωται.
φωνῆς,φωνή,—,—,—,—,feminine,genitive,singular,John 5:25,ἀμὴν ἀμὴν λέγω ὑμῖν ὅτι ἔρχεται ὥρα καὶ νῦν ἐστιν ὅτε οἱ νεκροὶ ἀκούσουσιν τῆς,τοῦ υἱοῦ τοῦ θεοῦ καὶ οἱ ἀκούσαντες ζήσουσιν.
φωνῆς,φωνή,—,—,—,—,feminine,genitive,singular,John 5:28,"μὴ θαυμάζετε τοῦτο, ὅτι ἔρχεται ὥρα ἐν ᾗ πάντες οἱ ἐν τοῖς μνημείοις ἀκούσουσιν τῆς",αὐτοῦ
φωνὴν,φωνή,—,—,—,—,feminine,accusative,singular,John 5:37,καὶ ὁ πέμψας με πατὴρ ἐκεῖνος μεμαρτύρηκεν περὶ ἐμοῦ. οὔτε,"αὐτοῦ πώποτε ἀκηκόατε οὔτε εἶδος αὐτοῦ ἑωράκατε,"
φωνῆς,φωνή,—,—,—,—,feminine,genitive,singular,John 10:3,τούτῳ ὁ θυρωρὸς ἀνοίγει καὶ τὰ πρόβατα τῆς,αὐτοῦ ἀκούει καὶ τὰ ἴδια πρόβατα φωνεῖ κατʼ ὄνομα καὶ ἐξάγει αὐτά.
φωνὴν,φωνή,—,—,—,—,feminine,accusative,singular,John 10:4,"ὅταν τὰ ἴδια πάντα ἐκβάλῃ, ἔμπροσθεν αὐτῶν πορεύεται καὶ τὰ πρόβατα αὐτῷ ἀκολουθεῖ, ὅτι οἴδασιν τὴν",αὐτοῦ·
φωνήν,φωνή,—,—,—,—,feminine,accusative,singular,John 10:5,"ἀλλοτρίῳ δὲ οὐ μὴ ἀκολουθήσουσιν, ἀλλὰ φεύξονται ἀπʼ αὐτοῦ, ὅτι οὐκ οἴδασιν τῶν ἀλλοτρίων τὴν",.
φωνῆς,φωνή,—,—,—,—,feminine,genitive,singular,John 10:16,καὶ ἄλλα  πρόβατα ἔχω ἃ οὐκ ἔστιν ἐκ τῆς αὐλῆς ταύτης· κἀκεῖνα δεῖ με ἀγαγεῖν καὶ τῆς,"μου ἀκούσουσιν, καὶ γενήσονται μία ποίμνη, εἷς ποιμήν."
φωνῆς,φωνή,—,—,—,—,feminine,genitive,singular,John 10:27,τὰ πρόβατα τὰ ἐμὰ τῆς,"μου ἀκούουσιν, κἀγὼ γινώσκω αὐτὰ καὶ ἀκολουθοῦσίν μοι,"
φωνῇ,φωνή,—,—,—,—,feminine,dative,singular,John 11:43,καὶ ταῦτα εἰπὼν,"μεγάλῃ ἐκραύγασεν· Λάζαρε, δεῦρο ἔξω."
φωνὴ,φωνή,—,—,—,—,feminine,nominative,singular,John 12:28,"πάτερ, δόξασόν σου τὸ ὄνομα . ἦλθεν οὖν",ἐκ τοῦ οὐρανοῦ·  καὶ ἐδόξασα καὶ πάλιν δοξάσω.
φωνὴ,φωνή,—,—,—,—,feminine,nominative,singular,John 12:30,ἀπεκρίθη Ἰησοῦς καὶ εἶπεν· οὐ διʼ ἐμὲ ἡ,αὕτη γέγονεν ἀλλὰ διʼ ὑμᾶς.
φωνῆς,φωνή,—,—,—,—,feminine,genitive,singular,John 18:37,μαρτυρήσω τῇ ἀληθείᾳ· πᾶς ὁ ὢν ἐκ τῆς ἀληθείας ἀκούει μου τῆς,.
φωνῆς,φωνή,—,—,—,—,feminine,genitive,singular,Acts 2:6,γενομένης δὲ τῆς,"ταύτης συνῆλθεν τὸ πλῆθος καὶ συνεχύθη, ὅτι ἤκουον εἷς ἕκαστος τῇ ἰδίᾳ διαλέκτῳ λαλούντων αὐτῶν."
φωνὴν,φωνή,—,—,—,—,feminine,accusative,singular,Acts 2:14,Σταθεὶς δὲ ὁ Πέτρος σὺν τοῖς ἕνδεκα ἐπῆρεν  τὴν,"αὐτοῦ καὶ ἀπεφθέγξατο αὐτοῖς· ἄνδρες Ἰουδαῖοι καὶ οἱ κατοικοῦντες Ἰερουσαλὴμ πάντες, τοῦτο ὑμῖν"
φωνὴν,φωνή,—,—,—,—,feminine,accusative,singular,Acts 4:24,οἱ δὲ ἀκούσαντες  ὁμοθυμαδὸν ἦραν,"πρὸς τὸν θεὸν καὶ εἶπαν· δέσποτα, σὺ  ὁ ποιήσας τὸν οὐρανὸν καὶ τὴν"
φωνὴ,φωνή,—,—,—,—,feminine,nominative,singular,Acts 7:31,"ὁ δὲ Μωϋσῆς ἰδὼν ἐθαύμαζεν τὸ ὅραμα, προσερχομένου δὲ αὐτοῦ κατανοῆσαι ἐγένετο",κυρίου·
φωνῇ,φωνή,—,—,—,—,feminine,dative,singular,Acts 7:57,κράξαντες δὲ,μεγάλῃ συνέσχον τὰ ὦτα αὐτῶν καὶ ὥρμησαν ὁμοθυμαδὸν ἐπʼ αὐτὸν
φωνῇ,φωνή,—,—,—,—,feminine,dative,singular,Acts 7:60,θεὶς δὲ τὰ γόνατα ἔκραξεν,"μεγάλῃ· κύριε, μὴ στήσῃς αὐτοῖς ταύτην τὴν ἁμαρτίαν. καὶ τοῦτο εἰπὼν ἐκοιμήθη."
φωνῇ,φωνή,—,—,—,—,feminine,dative,singular,Acts 8:7,πολλοὶ γὰρ τῶν ἐχόντων πνεύματα ἀκάθαρτα βοῶντα,"μεγάλῃ ἐξήρχοντο, πολλοὶ δὲ παραλελυμένοι καὶ χωλοὶ ἐθεραπεύθησαν·"
φωνὴν,φωνή,—,—,—,—,feminine,accusative,singular,Acts 9:4,καὶ πεσὼν ἐπὶ τὴν γῆν ἤκουσεν,"λέγουσαν αὐτῷ· Σαοὺλ Σαούλ, τί με διώκεις;"
φωνῆς,φωνή,—,—,—,—,feminine,genitive,singular,Acts 9:7,"οἱ δὲ ἄνδρες οἱ συνοδεύοντες αὐτῷ εἱστήκεισαν ἐνεοί, ἀκούοντες μὲν τῆς",μηδένα δὲ θεωροῦντες.
φωνὴ,φωνή,—,—,—,—,feminine,nominative,singular,Acts 10:13,καὶ ἐγένετο,"πρὸς αὐτόν· ἀναστάς, Πέτρε, θῦσον καὶ φάγε."
φωνὴ,φωνή,—,—,—,—,feminine,nominative,singular,Acts 10:15,καὶ,"πάλιν ἐκ δευτέρου πρὸς αὐτόν· ἃ ὁ θεὸς ἐκαθάρισεν, σὺ μὴ κοίνου."
φωνῆς,φωνή,—,—,—,—,feminine,genitive,singular,Acts 11:7,ἤκουσα δὲ καὶ,"λεγούσης μοι· ἀναστάς, Πέτρε, θῦσον καὶ φάγε."
φωνὴ,φωνή,—,—,—,—,feminine,nominative,singular,Acts 11:9,ἀπεκρίθη δὲ,"ἐκ δευτέρου ἐκ τοῦ οὐρανοῦ· ἃ ὁ θεὸς ἐκαθάρισεν, σὺ μὴ κοίνου."
φωνὴν,φωνή,—,—,—,—,feminine,accusative,singular,Acts 12:14,καὶ ἐπιγνοῦσα τὴν,"τοῦ Πέτρου ἀπὸ τῆς χαρᾶς οὐκ ἤνοιξεν τὸν πυλῶνα, εἰσδραμοῦσα δὲ ἀπήγγειλεν ἑστάναι"
φωνὴ,φωνή,—,—,—,—,feminine,nominative,singular,Acts 12:22,ὁ δὲ δῆμος ἐπεφώνει· θεοῦ,καὶ οὐκ ἀνθρώπου.
φωνὰς,φωνή,—,—,—,—,feminine,accusative,plural,Acts 13:27,οἱ γὰρ κατοικοῦντες ἐν Ἰερουσαλὴμ καὶ οἱ ἄρχοντες αὐτῶν τοῦτον ἀγνοήσαντες καὶ τὰς,"τῶν προφητῶν τὰς κατὰ πᾶν σάββατον ἀναγινωσκομένας  κρίναντες ἐπλήρωσαν,"
φωνῇ,φωνή,—,—,—,—,feminine,dative,singular,Acts 14:10,εἶπεν μεγάλῃ,·  ἀνάστηθι ἐπὶ τοὺς πόδας σου ὀρθός . καὶ ἥλατο καὶ περιεπάτει.
φωνὴν,φωνή,—,—,—,—,feminine,accusative,singular,Acts 14:11,οἵ τε ὄχλοι ἰδόντες ὃ ἐποίησεν Παῦλος ἐπῆραν τὴν,"αὐτῶν Λυκαονιστὶ λέγοντες· οἱ θεοὶ ὁμοιωθέντες ἀνθρώποις κατέβησαν πρὸς ἡμᾶς,"
φωνῇ,φωνή,—,—,—,—,feminine,dative,singular,Acts 16:28,ἐφώνησεν δὲ μεγάλῃ,"[ὁ] Παῦλος λέγων· μηδὲν πράξῃς σεαυτῷ κακόν, ἅπαντες γάρ ἐσμεν ἐνθάδε."
φωνὴ,φωνή,—,—,—,—,feminine,nominative,singular,Acts 19:34,"ἐπιγνόντες δὲ ὅτι Ἰουδαῖός ἐστιν,",ἐγένετο μία ἐκ πάντων ὡς ἐπὶ ὥρας δύο κραζόντων· μεγάλη ἡ Ἄρτεμις Ἐφεσίων.
φωνῆς,φωνή,—,—,—,—,feminine,genitive,singular,Acts 22:7,ἔπεσά τε εἰς τὸ ἔδαφος καὶ ἤκουσα,"λεγούσης μοι· Σαοὺλ Σαούλ, τί με διώκεις;"
φωνὴν,φωνή,—,—,—,—,feminine,accusative,singular,Acts 22:9,οἱ δὲ σὺν ἐμοὶ ὄντες τὸ μὲν φῶς ἐθεάσαντο  τὴν δὲ,οὐκ ἤκουσαν τοῦ λαλοῦντός μοι.
φωνὴν,φωνή,—,—,—,—,feminine,accusative,singular,Acts 22:14,προεχειρίσατό σε γνῶναι τὸ θέλημα αὐτοῦ καὶ ἰδεῖν τὸν δίκαιον καὶ ἀκοῦσαι,"ἐκ τοῦ στόματος αὐτοῦ,"
φωνὴν,φωνή,—,—,—,—,feminine,accusative,singular,Acts 22:22,Ἤκουον δὲ αὐτοῦ ἄχρι τούτου τοῦ λόγου καὶ ἐπῆραν τὴν,"αὐτῶν λέγοντες· αἶρε ἀπὸ τῆς γῆς τὸν τοιοῦτον, οὐ γὰρ καθῆκεν αὐτὸν ζῆν."
φωνῆς,φωνή,—,—,—,—,feminine,genitive,singular,Acts 24:21,ἢ περὶ μιᾶς ταύτης,ἧς ἐκέκραξα ἐν αὐτοῖς ἑστὼς ὅτι περὶ ἀναστάσεως νεκρῶν ἐγὼ κρίνομαι σήμερον ἐφʼ ὑμῶν.
φωνὴν,φωνή,—,—,—,—,feminine,accusative,singular,Acts 26:14,πάντων τε καταπεσόντων ἡμῶν εἰς τὴν γῆν  ἤκουσα,"λέγουσαν πρός με τῇ Ἑβραΐδι διαλέκτῳ· Σαοὺλ Σαούλ, τί με διώκεις; σκληρόν σοι πρὸς κέντρα λακτίζειν."
φωνῇ,φωνή,—,—,—,—,feminine,dative,singular,Acts 26:24,Ταῦτα δὲ αὐτοῦ ἀπολογουμένου ὁ Φῆστος μεγάλῃ τῇ,"φησιν· μαίνῃ, Παῦλε· τὰ πολλά σε γράμματα  εἰς μανίαν περιτρέπει."
φωνὴν,φωνή,—,—,—,—,feminine,accusative,singular,1 Corinthians 14:7,ὅμως τὰ ἄψυχα,"διδόντα, εἴτε αὐλὸς εἴτε κιθάρα, ἐὰν διαστολὴν τοῖς φθόγγοις μὴ δῷ, πῶς γνωσθήσεται"
φωνὴν,φωνή,—,—,—,—,feminine,accusative,singular,1 Corinthians 14:8,καὶ γὰρ ἐὰν ἄδηλον σάλπιγξ,"δῷ, τίς παρασκευάσεται εἰς πόλεμον;"
φωνῶν,φωνή,—,—,—,—,"feminine, masculine",genitive,plural,1 Corinthians 14:10,τοσαῦτα εἰ τύχοι γένη,εἰσιν ἐν κόσμῳ καὶ οὐδὲν  ἄφωνον·
φωνῆς,φωνή,—,—,—,—,feminine,genitive,singular,1 Corinthians 14:11,ἐὰν οὖν μὴ εἰδῶ τὴν δύναμιν τῆς,", ἔσομαι τῷ λαλοῦντι βάρβαρος καὶ ὁ λαλῶν ἐν ἐμοὶ βάρβαρος."
φωνήν,φωνή,—,—,—,—,feminine,accusative,singular,Galatians 4:20,ἤθελον δὲ παρεῖναι πρὸς ὑμᾶς ἄρτι καὶ ἀλλάξαι τὴν,"μου, ὅτι ἀποροῦμαι ἐν ὑμῖν."
φωνῇ,φωνή,—,—,—,—,feminine,dative,singular,1 Thessalonians 4:16,"ὅτι αὐτὸς ὁ κύριος ἐν κελεύσματι, ἐν","ἀρχαγγέλου καὶ ἐν σάλπιγγι θεοῦ, καταβήσεται ἀπʼ οὐρανοῦ καὶ οἱ νεκροὶ ἐν Χριστῷ ἀναστήσονται πρῶτον,"
φωνῆς,φωνή,—,—,—,—,feminine,genitive,singular,Hebrews 3:7,"Διό, καθὼς λέγει τὸ πνεῦμα τὸ ἅγιον·        σήμερον ἐὰν τῆς","αὐτοῦ ἀκούσητε,"
φωνῆς,φωνή,—,—,—,—,feminine,genitive,singular,Hebrews 3:15,ἐν τῷ λέγεσθαι·      σήμερον ἐὰν τῆς,"αὐτοῦ ἀκούσητε,      μὴ σκληρύνητε τὰς καρδίας ὑμῶν ὡς ἐν τῷ παραπικρασμῷ."
φωνῆς,φωνή,—,—,—,—,feminine,genitive,singular,Hebrews 4:7,"πάλιν τινὰ ὁρίζει ἡμέραν, σήμερον, ἐν Δαυὶδ λέγων μετὰ τοσοῦτον χρόνον, καθὼς προείρηται·      σήμερον ἐὰν τῆς","αὐτοῦ ἀκούσητε,      μὴ σκληρύνητε τὰς καρδίας ὑμῶν."
φωνῇ,φωνή,—,—,—,—,feminine,dative,singular,Hebrews 12:19,καὶ σάλπιγγος ἤχῳ καὶ,"ῥημάτων, ἧς οἱ ἀκούσαντες παρῃτήσαντο μὴ προστεθῆναι αὐτοῖς λόγον,"
φωνὴ,φωνή,—,—,—,—,feminine,nominative,singular,Hebrews 12:26,οὗ ἡ,"τὴν γῆν ἐσάλευσεν τότε, νῦν δὲ ἐπήγγελται λέγων·      ἔτι ἅπαξ ἐγὼ σείσω οὐ"
φωνῆς,φωνή,—,—,—,—,feminine,genitive,singular,2 Peter 1:17,λαβὼν γὰρ παρὰ  θεοῦ πατρὸς τιμὴν καὶ δόξαν,ἐνεχθείσης αὐτῷ τοιᾶσδε ὑπὸ τῆς μεγαλοπρεποῦς δόξης· ὁ υἱός μου ὁ ἀγαπητός μου
φωνὴν,φωνή,—,—,—,—,feminine,accusative,singular,2 Peter 1:18,καὶ ταύτην τὴν,ἡμεῖς ἠκούσαμεν ἐξ οὐρανοῦ ἐνεχθεῖσαν σὺν αὐτῷ ὄντες ἐν τῷ ἁγίῳ ὄρει.
