Result,Lemma (Greek),Tense (Logos Greek),Voice (Logos Greek),Mood (Logos Greek),Person (Logos Greek),Number (Logos Greek),Reference,Previous Context,Next Context
ἔβαλεν,βάλλω,aorist,active,indicative,third person,singular,Revelation 18:21,Καὶ ἦρεν εἷς ἄγγελος ἰσχυρὸς λίθον ὡς μύλινον μέγαν καὶ,εἰς τὴν θάλασσαν λέγων·      οὕτως ὁρμήματι βληθήσεται Βαβυλὼν ἡ μεγάλη πόλις        καὶ οὐ μὴ εὑρεθῇ ἔτι.
ἔβαλεν,βάλλω,aorist,active,indicative,third person,singular,Revelation 20:3,καὶ,"αὐτὸν εἰς τὴν ἄβυσσον καὶ ἔκλεισεν καὶ ἐσφράγισεν ἐπάνω αὐτοῦ, ἵνα μὴ πλανήσῃ"
ἔβαλαν,βάλλω,aorist,active,indicative,third person,plural,Acts 16:37,"ὁ δὲ Παῦλος ἔφη πρὸς αὐτούς·  δείραντες ἡμᾶς δημοσίᾳ ἀκατακρίτους, ἀνθρώπους Ῥωμαίους ὑπάρχοντας,","εἰς φυλακήν, καὶ νῦν λάθρᾳ ἡμᾶς ἐκβάλλουσιν; οὐ γάρ, ἀλλʼ ἐλθόντες αὐτοὶ ἡμᾶς ἐξαγαγέτωσαν."
ἐβλήθη,βάλλω,aorist,passive,indicative,third person,singular,John 15:6,"ἐὰν μή τις μένῃ ἐν ἐμοί,",ἔξω ὡς τὸ κλῆμα καὶ ἐξηράνθη καὶ συνάγουσιν αὐτὰ καὶ εἰς τὸ πῦρ βάλλουσιν  καὶ καίεται.
ἐβλήθησαν,βάλλω,aorist,passive,indicative,third person,plural,Revelation 12:9,"οἰκουμένην ὅλην, ἐβλήθη εἰς τὴν γῆν, καὶ οἱ ἄγγελοι αὐτοῦ μετʼ αὐτοῦ",.
ἐβλήθησαν,βάλλω,aorist,passive,indicative,third person,plural,Revelation 19:20,λαβόντας τὸ χάραγμα τοῦ θηρίου καὶ τοὺς προσκυνοῦντας τῇ εἰκόνι αὐτοῦ· ζῶντες,οἱ δύο εἰς τὴν λίμνην τοῦ πυρὸς τῆς καιομένης ἐν  θείῳ.
ἐβλήθησαν,βάλλω,aorist,passive,indicative,third person,plural,Revelation 20:14,καὶ ὁ θάνατος καὶ ὁ ᾅδης,"εἰς τὴν λίμνην τοῦ πυρός.   οὗτος ὁ θάνατος ὁ δεύτερός ἐστιν, ἡ λίμνη τοῦ πυρός."
ἐβλήθη,βάλλω,aorist,passive,indicative,third person,singular,Revelation 8:7,Καὶ ὁ πρῶτος  ἐσάλπισεν· καὶ ἐγένετο χάλαζα καὶ πῦρ μεμιγμένα ἐν αἵματι καὶ,"εἰς τὴν γῆν, καὶ τὸ τρίτον τῆς γῆς κατεκάη καὶ τὸ τρίτον τῶν"
ἐβλήθη,βάλλω,aorist,passive,indicative,third person,singular,Revelation 8:8,Καὶ ὁ δεύτερος ἄγγελος ἐσάλπισεν· καὶ ὡς ὄρος μέγα πυρὶ καιόμενον,"εἰς τὴν θάλασσαν, καὶ ἐγένετο τὸ τρίτον τῆς θαλάσσης αἷμα"
ἐβλήθη,βάλλω,aorist,passive,indicative,third person,singular,Revelation 12:9,καὶ,"ὁ δράκων ὁ μέγας, ὁ ὄφις ὁ ἀρχαῖος, ὁ καλούμενος Διάβολος καὶ ὁ"
ἐβλήθη,βάλλω,aorist,passive,indicative,third person,singular,Revelation 12:9,"ἀρχαῖος, ὁ καλούμενος Διάβολος καὶ ὁ Σατανᾶς, ὁ πλανῶν τὴν οἰκουμένην ὅλην,","εἰς τὴν γῆν, καὶ οἱ ἄγγελοι αὐτοῦ μετʼ αὐτοῦ ἐβλήθησαν."
ἐβλήθη,βάλλω,aorist,passive,indicative,third person,singular,Revelation 12:10,"ἡ βασιλεία τοῦ θεοῦ ἡμῶν        καὶ ἡ ἐξουσία τοῦ χριστοῦ αὐτοῦ,      ὅτι","ὁ κατήγωρ τῶν ἀδελφῶν ἡμῶν,        ὁ κατηγορῶν αὐτοὺς ἐνώπιον τοῦ θεοῦ ἡμῶν ἡμέρας καὶ νυκτός."
ἐβλήθη,βάλλω,aorist,passive,indicative,third person,singular,Revelation 12:13,Καὶ ὅτε εἶδεν ὁ δράκων ὅτι,"εἰς τὴν γῆν, ἐδίωξεν τὴν γυναῖκα ἥτις ἔτεκεν τὸν ἄρσενα."
ἐβλήθη,βάλλω,aorist,passive,indicative,third person,singular,Revelation 20:10,καὶ ὁ διάβολος ὁ πλανῶν αὐτοὺς,εἰς τὴν λίμνην τοῦ πυρὸς καὶ θείου ὅπου καὶ τὸ θηρίον καὶ ὁ
ἐβλήθη,βάλλω,aorist,passive,indicative,third person,singular,Revelation 20:15,"καὶ εἴ τις οὐχ εὑρέθη ἐν τῇ βίβλῳ τῆς ζωῆς γεγραμμένος,",εἰς τὴν λίμνην τοῦ πυρός.
ἐβέβλητο,βάλλω,pluperfect,passive,indicative,third person,singular,Luke 16:20,πτωχὸς δέ τις  ὀνόματι Λάζαρος,πρὸς τὸν πυλῶνα αὐτοῦ εἱλκωμένος
βληθῇ,βάλλω,aorist,passive,subjunctive,third person,singular,Matthew 5:29,ἵνα ἀπόληται ἓν τῶν μελῶν σου καὶ μὴ ὅλον τὸ σῶμά σου,εἰς γέενναν.
βληθῆναι,βάλλω,aorist,passive,infinitive,—,—,Matthew 18:8,τὴν ζωὴν κυλλὸν ἢ χωλὸν ἢ δύο χεῖρας ἢ δύο πόδας ἔχοντα,εἰς τὸ πῦρ τὸ αἰώνιον.
βληθῆναι,βάλλω,aorist,passive,infinitive,—,—,Matthew 18:9,καλόν σοί ἐστιν μονόφθαλμον εἰς τὴν ζωὴν εἰσελθεῖν ἢ δύο ὀφθαλμοὺς ἔχοντα,εἰς τὴν γέενναν τοῦ πυρός.
βληθῆναι,βάλλω,aorist,passive,infinitive,—,—,Mark 9:45,ἐστίν σε εἰσελθεῖν εἰς τὴν ζωὴν χωλὸν ἢ τοὺς δύο πόδας ἔχοντα,εἰς τὴν γέενναν.
βληθῆναι,βάλλω,aorist,passive,infinitive,—,—,Mark 9:47,ἐστιν μονόφθαλμον εἰσελθεῖν εἰς τὴν βασιλείαν τοῦ θεοῦ ἢ δύο ὀφθαλμοὺς ἔχοντα,"εἰς τὴν γέενναν ,"
βληθὲν,βάλλω,aorist,passive,participle,—,singular,Matthew 5:13,"τὸ ἅλας μωρανθῇ, ἐν τίνι ἁλισθήσεται; εἰς οὐδὲν ἰσχύει ἔτι εἰ μὴ",ἔξω καταπατεῖσθαι ὑπὸ τῶν ἀνθρώπων.
βληθεὶς,βάλλω,aorist,passive,participle,—,singular,Luke 23:19,ὅστις ἦν διὰ στάσιν τινὰ γενομένην ἐν τῇ πόλει καὶ φόνον,ἐν τῇ φυλακῇ.
βληθείσῃ,βάλλω,aorist,passive,participle,—,singular,Matthew 13:47,Πάλιν ὁμοία ἐστὶν ἡ βασιλεία τῶν οὐρανῶν σαγήνῃ,εἰς τὴν θάλασσαν καὶ ἐκ παντὸς γένους συναγαγούσῃ·
βληθήσῃ,βάλλω,future,passive,indicative,second person,singular,Matthew 5:25,ὁ ἀντίδικος τῷ κριτῇ καὶ ὁ κριτὴς  τῷ ὑπηρέτῃ καὶ εἰς φυλακὴν,·
βληθήσεται,βάλλω,future,passive,indicative,third person,singular,Revelation 18:21,Καὶ ἦρεν εἷς ἄγγελος ἰσχυρὸς λίθον ὡς μύλινον μέγαν καὶ ἔβαλεν εἰς τὴν θάλασσαν λέγων·      οὕτως ὁρμήματι,Βαβυλὼν ἡ μεγάλη πόλις        καὶ οὐ μὴ εὑρεθῇ ἔτι.
βλήθητι,βάλλω,aorist,passive,imperative,second person,singular,Matthew 21:21,"τὸ τῆς συκῆς ποιήσετε, ἀλλὰ κἂν τῷ ὄρει τούτῳ εἴπητε· ἄρθητι καὶ","εἰς τὴν θάλασσαν, γενήσεται·"
βλήθητι,βάλλω,aorist,passive,imperative,second person,singular,Mark 11:23,ἀμὴν  λέγω ὑμῖν ὅτι ὃς ἂν εἴπῃ τῷ ὄρει τούτῳ· ἄρθητι καὶ,"εἰς τὴν θάλασσαν, καὶ μὴ διακριθῇ ἐν τῇ καρδίᾳ αὐτοῦ ἀλλὰ πιστεύῃ ὅτι"
βεβλημένος,βάλλω,perfect,passive,participle,—,singular,John 3:24,οὔπω γὰρ ἦν,εἰς τὴν φυλακὴν ὁ Ἰωάννης.
βεβλημένον,βάλλω,perfect,passive,participle,—,singular,Mark 7:30,καὶ ἀπελθοῦσα εἰς τὸν οἶκον αὐτῆς εὗρεν τὸ παιδίον,ἐπὶ τὴν κλίνην καὶ τὸ δαιμόνιον ἐξεληλυθός.
βεβλημένον,βάλλω,perfect,passive,participle,—,singular,Matthew 9:2,καὶ ἰδοὺ προσέφερον αὐτῷ παραλυτικὸν ἐπὶ κλίνης,". καὶ ἰδὼν ὁ Ἰησοῦς τὴν πίστιν αὐτῶν εἶπεν τῷ παραλυτικῷ· θάρσει, τέκνον, ἀφίενταί σου αἱ ἁμαρτίαι."
βεβλημένον,βάλλω,perfect,passive,participle,—,singular,Luke 23:25,ἀπέλυσεν δὲ τὸν διὰ στάσιν καὶ φόνον,"εἰς φυλακὴν ὃν ᾐτοῦντο, τὸν δὲ Ἰησοῦν παρέδωκεν τῷ θελήματι αὐτῶν."
βεβλημένην,βάλλω,perfect,passive,participle,—,singular,Matthew 8:14,Καὶ ἐλθὼν ὁ Ἰησοῦς εἰς τὴν οἰκίαν Πέτρου εἶδεν τὴν πενθερὰν αὐτοῦ,καὶ πυρέσσουσαν·
βεβληκότος,βάλλω,perfect,active,participle,—,singular,John 13:2,"Καὶ δείπνου γινομένου, τοῦ  διαβόλου ἤδη","εἰς τὴν καρδίαν ἵνα παραδοῖ αὐτὸν Ἰούδας Σίμωνος Ἰσκαριώτου,"
βαλοῦσιν,βάλλω,future,active,indicative,third person,plural,Matthew 13:42,καὶ,αὐτοὺς εἰς τὴν κάμινον τοῦ πυρός· ἐκεῖ ἔσται ὁ κλαυθμὸς καὶ ὁ βρυγμὸς τῶν ὀδόντων.
βαλοῦσιν,βάλλω,future,active,indicative,third person,plural,Matthew 13:50,καὶ,αὐτοὺς εἰς τὴν κάμινον τοῦ πυρός· ἐκεῖ ἔσται ὁ κλαυθμὸς καὶ ὁ βρυγμὸς τῶν ὀδόντων.
