Result,Lemma (Greek),Tense (Logos Greek),Voice (Logos Greek),Mood (Logos Greek),Person (Logos Greek),Gender (Logos Greek),Case (Logos Greek),Number (Logos Greek),Reference,Previous Context,Next Context
ψυχῇ,ψυχή,—,—,—,—,feminine,dative,singular,Luke 10:27,ὁ δὲ ἀποκριθεὶς εἶπεν· ἀγαπήσεις κύριον τὸν θεόν σου ἐξ ὅλης [τῆς] καρδίας σου καὶ ἐν ὅλῃ τῇ,σου καὶ ἐν ὅλῃ τῇ ἰσχύϊ σου καὶ ἐν ὅλῃ τῇ διανοίᾳ σου
ψυχῇ,ψυχή,—,—,—,—,feminine,dative,singular,Luke 12:19,καὶ ἐρῶ τῇ,"μου· ψυχή, ἔχεις πολλὰ ἀγαθὰ κείμενα εἰς ἔτη πολλά· ἀναπαύου, φάγε, πίε, εὐφραίνου."
ψυχή,ψυχή,—,—,—,—,feminine,vocative,singular,Luke 12:19,καὶ ἐρῶ τῇ ψυχῇ μου·,", ἔχεις πολλὰ ἀγαθὰ κείμενα εἰς ἔτη πολλά· ἀναπαύου, φάγε, πίε, εὐφραίνου."
ψυχήν,ψυχή,—,—,—,—,feminine,accusative,singular,Luke 12:20,"εἶπεν δὲ αὐτῷ ὁ θεός· ἄφρων, ταύτῃ τῇ νυκτὶ τὴν","σου ἀπαιτοῦσιν ἀπὸ σοῦ· ἃ δὲ ἡτοίμασας, τίνι ἔσται;"
ψυχῇ,ψυχή,—,—,—,—,feminine,dative,singular,Luke 12:22,Εἶπεν δὲ πρὸς τοὺς μαθητὰς [αὐτοῦ]· διὰ τοῦτο λέγω ὑμῖν· μὴ μεριμνᾶτε τῇ,"τί φάγητε, μηδὲ τῷ σώματι  τί ἐνδύσησθε."
ψυχὴ,ψυχή,—,—,—,—,feminine,nominative,singular,Luke 12:23,ἡ γὰρ,πλεῖόν ἐστιν τῆς τροφῆς καὶ τὸ σῶμα τοῦ ἐνδύματος.
ψυχὴν,ψυχή,—,—,—,—,feminine,accusative,singular,Luke 14:26,τὰ τέκνα καὶ τοὺς ἀδελφοὺς καὶ τὰς ἀδελφὰς ἔτι τε καὶ τὴν,"ἑαυτοῦ, οὐ δύναται εἶναί μου μαθητής."
ψυχὴν,ψυχή,—,—,—,—,feminine,accusative,singular,Luke 17:33,ὃς ἐὰν ζητήσῃ τὴν,"αὐτοῦ περιποιήσασθαι ἀπολέσει αὐτήν, ὃς δʼ ἂν ἀπολέσῃ ζῳογονήσει αὐτήν."
ψυχὰς,ψυχή,—,—,—,—,feminine,accusative,plural,Luke 21:19,ἐν τῇ ὑπομονῇ ὑμῶν κτήσασθε τὰς,ὑμῶν.
ψυχὴν,ψυχή,—,—,—,—,feminine,accusative,singular,John 10:11,Ἐγώ εἰμι ὁ ποιμὴν ὁ καλός. ὁ ποιμὴν ὁ καλὸς τὴν,αὐτοῦ τίθησιν ὑπὲρ τῶν προβάτων·
ψυχήν,ψυχή,—,—,—,—,feminine,accusative,singular,John 10:15,"καθὼς γινώσκει με ὁ πατὴρ κἀγὼ γινώσκω τὸν πατέρα,  καὶ τὴν",μου τίθημι ὑπὲρ τῶν προβάτων.
ψυχήν,ψυχή,—,—,—,—,feminine,accusative,singular,John 10:17,Διὰ τοῦτό με ὁ πατὴρ ἀγαπᾷ ὅτι ἐγὼ τίθημι τὴν,"μου, ἵνα πάλιν λάβω αὐτήν."
ψυχὴν,ψυχή,—,—,—,—,feminine,accusative,singular,John 10:24,ἐκύκλωσαν οὖν αὐτὸν οἱ Ἰουδαῖοι καὶ ἔλεγον αὐτῷ· ἕως πότε τὴν,"ἡμῶν αἴρεις; εἰ σὺ εἶ ὁ χριστός, εἰπὲ ἡμῖν παρρησίᾳ."
ψυχὴν,ψυχή,—,—,—,—,feminine,accusative,singular,John 12:25,ὁ φιλῶν τὴν,"αὐτοῦ ἀπολλύει αὐτήν, καὶ ὁ μισῶν τὴν ψυχὴν αὐτοῦ ἐν τῷ κόσμῳ τούτῳ"
ψυχὴν,ψυχή,—,—,—,—,feminine,accusative,singular,John 12:25,"ὁ φιλῶν τὴν ψυχὴν αὐτοῦ ἀπολλύει αὐτήν, καὶ ὁ μισῶν τὴν",αὐτοῦ ἐν τῷ κόσμῳ τούτῳ εἰς ζωὴν αἰώνιον φυλάξει **αὐτήν.
