Resource,Reference,Previous Context,Result,Next Context,Lemma (Greek),Louw-Nida,Root,Part of Speech,Adverb/particle Type (Logos Greek)
NA28,Matthew 3:7,"Ἰδὼν δὲ πολλοὺς τῶν Φαρισαίων καὶ Σαδδουκαίων ἐρχομένους ἐπὶ τὸ βάπτισμα αὐτοῦ εἶπεν αὐτοῖς· γεννήματα ἐχιδνῶν,",τίς,ὑπέδειξεν ὑμῖν φυγεῖν ἀπὸ τῆς μελλούσης ὀργῆς;,τίς,Louw Nida 92.14,τις,pronoun,—
NA28,Matthew 5:13,"Ὑμεῖς ἐστε τὸ ἅλας τῆς γῆς· ἐὰν δὲ τὸ ἅλας μωρανθῇ, ἐν",τίνι,ἁλισθήσεται; εἰς οὐδὲν ἰσχύει ἔτι εἰ μὴ βληθὲν ἔξω καταπατεῖσθαι ὑπὸ τῶν ἀνθρώπων.,τίς,Louw Nida 92.14,τις,pronoun,—
NA28,Matthew 5:46,"ἐὰν γὰρ ἀγαπήσητε τοὺς ἀγαπῶντας ὑμᾶς,",τίνα,μισθὸν ἔχετε; οὐχὶ καὶ οἱ τελῶναι τὸ αὐτὸ ποιοῦσιν;,τίς,Louw Nida 92.14,τις,"adjective, pronoun",—
NA28,Matthew 5:47,"καὶ ἐὰν ἀσπάσησθε τοὺς ἀδελφοὺς ὑμῶν μόνον,",τί,περισσὸν ποιεῖτε; οὐχὶ καὶ οἱ ἐθνικοὶ τὸ αὐτὸ ποιοῦσιν;,τίς,Louw Nida 92.14,τις,"adjective, pronoun",—
NA28,Matthew 6:3,σοῦ δὲ ποιοῦντος ἐλεημοσύνην μὴ γνώτω ἡ ἀριστερά σου,τί,"ποιεῖ ἡ δεξιά σου,",τίς,"LN 92.14, LN 28.74",τις,pronoun,—
NA28,Matthew 6:25,Διὰ τοῦτο λέγω ὑμῖν· μὴ μεριμνᾶτε τῇ ψυχῇ ὑμῶν,τί,"φάγητε [ἢ τί πίητε], μηδὲ τῷ σώματι ὑμῶν τί ἐνδύσησθε. οὐχὶ ἡ ψυχὴ",τίς,Louw Nida 92.14,τις,pronoun,—
NA28,Matthew 6:25,Διὰ τοῦτο λέγω ὑμῖν· μὴ μεριμνᾶτε τῇ ψυχῇ ὑμῶν τί φάγητε [ἢ,τί,"πίητε], μηδὲ τῷ σώματι ὑμῶν τί ἐνδύσησθε. οὐχὶ ἡ ψυχὴ πλεῖόν ἐστιν τῆς",τίς,Louw Nida 92.14,τις,pronoun,—
NA28,Matthew 6:25,"Διὰ τοῦτο λέγω ὑμῖν· μὴ μεριμνᾶτε τῇ ψυχῇ ὑμῶν τί φάγητε [ἢ τί πίητε], μηδὲ τῷ σώματι ὑμῶν",τί,ἐνδύσησθε. οὐχὶ ἡ ψυχὴ πλεῖόν ἐστιν τῆς τροφῆς καὶ τὸ σῶμα τοῦ ἐνδύματος;,τίς,Louw Nida 92.14,τις,pronoun,—
NA28,Matthew 6:27,—,τίς,δὲ ἐξ ὑμῶν μεριμνῶν δύναται προσθεῖναι ἐπὶ τὴν ἡλικίαν αὐτοῦ πῆχυν ἕνα;,τίς,Louw Nida 92.14,τις,pronoun,—
NA28,Matthew 6:28,Καὶ περὶ ἐνδύματος,τί,μεριμνᾶτε; καταμάθετε τὰ κρίνα τοῦ ἀγροῦ πῶς αὐξάνουσιν· οὐ κοπιῶσιν οὐδὲ νήθουσιν·,τίς,Louw Nida 92.14,τις,pronoun,—
NA28,Matthew 6:31,Μὴ οὖν μεριμνήσητε λέγοντες·,τί,φάγωμεν; ἤ· τί πίωμεν; ἤ· τί περιβαλώμεθα;,τίς,Louw Nida 92.14,τις,pronoun,—
NA28,Matthew 6:31,Μὴ οὖν μεριμνήσητε λέγοντες· τί φάγωμεν; ἤ·,τί,πίωμεν; ἤ· τί περιβαλώμεθα;,τίς,Louw Nida 92.14,τις,pronoun,—
NA28,Matthew 6:31,Μὴ οὖν μεριμνήσητε λέγοντες· τί φάγωμεν; ἤ· τί πίωμεν; ἤ·,τί,περιβαλώμεθα;,τίς,Louw Nida 92.14,τις,pronoun,—
NA28,Matthew 7:3,—,Τί,"δὲ βλέπεις τὸ κάρφος τὸ ἐν τῷ ὀφθαλμῷ τοῦ ἀδελφοῦ σου, τὴν δὲ",τίς,Louw Nida 92.15,τις,pronoun,—
