Result,Lemma (Greek),Tense (Logos Greek),Voice (Logos Greek),Mood (Logos Greek),Person (Logos Greek),Gender (Logos Greek),Case (Logos Greek),Number (Logos Greek),Reference,Previous Context,Next Context
γέγραπται,γράφω,perfect,passive,indicative,third person,—,—,singular,Matthew 2:5,οἱ δὲ εἶπαν αὐτῷ· ἐν Βηθλέεμ τῆς Ἰουδαίας· οὕτως γὰρ,διὰ τοῦ προφήτου·
γέγραπται,γράφω,perfect,passive,indicative,third person,—,—,singular,Matthew 4:4,ὁ δὲ ἀποκριθεὶς εἶπεν·,"· οὐκ ἐπʼ ἄρτῳ μόνῳ ζήσεται ὁ ἄνθρωπος, ἀλλʼ ἐπὶ παντὶ ῥήματι ἐκπορευομένῳ διὰ στόματος θεοῦ."
γέγραπται,γράφω,perfect,passive,indicative,third person,—,—,singular,Matthew 4:6,"καὶ λέγει αὐτῷ· εἰ υἱὸς εἶ τοῦ θεοῦ, βάλε σεαυτὸν  κάτω·",γὰρ ὅτι        τοῖς ἀγγέλοις αὐτοῦ ἐντελεῖται περὶ σοῦ        καὶ ἐπὶ χειρῶν ἀροῦσίν σε
γέγραπται,γράφω,perfect,passive,indicative,third person,—,—,singular,Matthew 4:7,ἔφη αὐτῷ ὁ Ἰησοῦς· πάλιν,· οὐκ ἐκπειράσεις κύριον τὸν θεόν σου.
γέγραπται,γράφω,perfect,passive,indicative,third person,—,—,singular,Matthew 4:10,"τότε λέγει αὐτῷ ὁ Ἰησοῦς· ὕπαγε , σατανᾶ·",γάρ· κύριον τὸν θεόν σου προσκυνήσεις καὶ αὐτῷ μόνῳ λατρεύσεις.
γέγραπται,γράφω,perfect,passive,indicative,third person,—,—,singular,Matthew 11:10,οὗτός  ἐστιν περὶ οὗ,"·      ἰδοὺ ἐγὼ ἀποστέλλω τὸν ἄγγελόν μου πρὸ προσώπου σου,        ὃς κατασκευάσει τὴν ὁδόν σου ἔμπροσθέν σου."
γέγραπται,γράφω,perfect,passive,indicative,third person,—,—,singular,Matthew 21:13,καὶ λέγει αὐτοῖς·,"·        ὁ οἶκός μου οἶκος προσευχῆς κληθήσεται,           ὑμεῖς δὲ αὐτὸν ποιεῖτε σπήλαιον λῃστῶν."
γέγραπται,γράφω,perfect,passive,indicative,third person,—,—,singular,Matthew 26:24,ὁ μὲν υἱὸς τοῦ ἀνθρώπου ὑπάγει καθὼς,"περὶ αὐτοῦ, οὐαὶ δὲ τῷ ἀνθρώπῳ ἐκείνῳ διʼ οὗ ὁ υἱὸς τοῦ ἀνθρώπου"
γέγραπται,γράφω,perfect,passive,indicative,third person,—,—,singular,Matthew 26:31,"Τότε λέγει αὐτοῖς ὁ Ἰησοῦς· πάντες ὑμεῖς σκανδαλισθήσεσθε ἐν ἐμοὶ ἐν τῇ νυκτὶ ταύτῃ,","γάρ·      πατάξω τὸν ποιμένα,        καὶ διασκορπισθήσονται τὰ πρόβατα τῆς ποίμνης."
γεγραμμένην,γράφω,perfect,passive,participle,—,feminine,accusative,singular,Matthew 27:37,Καὶ ἐπέθηκαν ἐπάνω τῆς κεφαλῆς αὐτοῦ τὴν αἰτίαν αὐτοῦ,·      οὗτός ἐστιν Ἰησοῦς ὁ βασιλεὺς τῶν Ἰουδαίων.
γέγραπται,γράφω,perfect,passive,indicative,third person,—,—,singular,Mark 1:2,Καθὼς,ἐν τῷ Ἠσαΐᾳ τῷ προφήτῃ·      ἰδοὺ ἀποστέλλω τὸν ἄγγελόν μου πρὸ προσώπου σου
γέγραπται,γράφω,perfect,passive,indicative,third person,—,—,singular,Mark 7:6,"Ὁ δὲ  εἶπεν αὐτοῖς·  καλῶς ἐπροφήτευσεν Ἠσαΐας περὶ ὑμῶν τῶν ὑποκριτῶν, ὡς","[ὅτι]      οὗτος ὁ λαὸς τοῖς χείλεσίν με τιμᾷ,        ἡ δὲ καρδία αὐτῶν πόρρω ἀπέχει ἀπʼ ἐμοῦ·"
γέγραπται,γράφω,perfect,passive,indicative,third person,—,—,singular,Mark 9:12,ὁ δὲ ἔφη αὐτοῖς·  Ἠλίας μὲν ἐλθὼν πρῶτον ἀποκαθιστάνει πάντα· καὶ πῶς,ἐπὶ τὸν υἱὸν τοῦ ἀνθρώπου ἵνα πολλὰ πάθῃ καὶ ἐξουδενηθῇ;
γέγραπται,γράφω,perfect,passive,indicative,third person,—,—,singular,Mark 9:13,"ἀλλὰ λέγω ὑμῖν ὅτι καὶ Ἠλίας ἐλήλυθεν, καὶ ἐποίησαν αὐτῷ ὅσα ἤθελον, καθὼς",ἐπʼ αὐτόν.
γράψαι,γράφω,aorist,active,infinitive,—,—,—,—,Mark 10:4,οἱ δὲ εἶπαν· ἐπέτρεψεν Μωϋσῆς βιβλίον ἀποστασίου,καὶ ἀπολῦσαι.
ἔγραψεν,γράφω,aorist,active,indicative,third person,—,—,singular,Mark 10:5,ὁ δὲ Ἰησοῦς εἶπεν αὐτοῖς· πρὸς τὴν σκληροκαρδίαν ὑμῶν,ὑμῖν τὴν ἐντολὴν ταύτην.
γέγραπται,γράφω,perfect,passive,indicative,third person,—,—,singular,Mark 11:17,καὶ ἐδίδασκεν καὶ ἔλεγεν αὐτοῖς· οὐ,ὅτι      ὁ οἶκός μου οἶκος προσευχῆς κληθήσεται        πᾶσιν τοῖς ἔθνεσιν;  ὑμεῖς δὲ πεποιήκατε αὐτὸν σπήλαιον λῃστῶν.
ἔγραψεν,γράφω,aorist,active,indicative,third person,—,—,singular,Mark 12:19,"διδάσκαλε, Μωϋσῆς",ἡμῖν ὅτι ἐάν τινος ἀδελφὸς ἀποθάνῃ καὶ καταλίπῃ γυναῖκα καὶ μὴ ἀφῇ τέκνον
γέγραπται,γράφω,perfect,passive,indicative,third person,—,—,singular,Mark 14:21,ὅτι ὁ μὲν υἱὸς τοῦ ἀνθρώπου ὑπάγει καθὼς,"περὶ αὐτοῦ, οὐαὶ δὲ τῷ ἀνθρώπῳ ἐκείνῳ διʼ οὗ ὁ υἱὸς τοῦ ἀνθρώπου"
γέγραπται,γράφω,perfect,passive,indicative,third person,—,—,singular,Mark 14:27,"καὶ λέγει αὐτοῖς ὁ Ἰησοῦς  ὅτι πάντες σκανδαλισθήσεσθε , ὅτι",·      πατάξω τὸν ποιμένα        καὶ τὰ πρόβατα διασκορπισθήσονται.
γράψαι,γράφω,aorist,active,infinitive,—,—,—,—,Luke 1:3,ἔδοξεν κἀμοὶ παρηκολουθηκότι ἄνωθεν πᾶσιν ἀκριβῶς καθεξῆς σοι,", κράτιστε Θεόφιλε,"
ἔγραψεν,γράφω,aorist,active,indicative,third person,—,—,singular,Luke 1:63,καὶ αἰτήσας πινακίδιον,λέγων· Ἰωάννης ἐστὶν  ὄνομα αὐτοῦ. καὶ ἐθαύμασαν πάντες.
γέγραπται,γράφω,perfect,passive,indicative,third person,—,—,singular,Luke 2:23,καθὼς,"ἐν νόμῳ κυρίου ὅτι πᾶν ἄρσεν διανοῖγον μήτραν ἅγιον τῷ κυρίῳ κληθήσεται,"
γέγραπται,γράφω,perfect,passive,indicative,third person,—,—,singular,Luke 3:4,ὡς,ἐν βίβλῳ λόγων Ἠσαΐου τοῦ προφήτου·           φωνὴ βοῶντος ἐν τῇ ἐρήμῳ·        ἑτοιμάσατε τὴν
γέγραπται,γράφω,perfect,passive,indicative,third person,—,—,singular,Luke 4:4,καὶ ἀπεκρίθη πρὸς αὐτὸν ὁ Ἰησοῦς·,ὅτι οὐκ ἐπʼ ἄρτῳ μόνῳ ζήσεται ὁ ἄνθρωπος.
γέγραπται,γράφω,perfect,passive,indicative,third person,—,—,singular,Luke 4:8,καὶ ἀποκριθεὶς ὁ Ἰησοῦς εἶπεν αὐτῷ·,· κύριον τὸν θεόν σου προσκυνήσεις καὶ αὐτῷ μόνῳ λατρεύσεις.
γέγραπται,γράφω,perfect,passive,indicative,third person,—,—,singular,Luke 4:10,—,γὰρ ὅτι        τοῖς ἀγγέλοις αὐτοῦ ἐντελεῖται περὶ σοῦ           τοῦ διαφυλάξαι σε
γεγραμμένον,γράφω,perfect,passive,participle,—,neuter,nominative,singular,Luke 4:17,καὶ ἐπεδόθη αὐτῷ βιβλίον τοῦ προφήτου Ἠσαΐου καὶ ἀναπτύξας τὸ βιβλίον εὗρεν τὸν τόπον οὗ ἦν,·
γέγραπται,γράφω,perfect,passive,indicative,third person,—,—,singular,Luke 7:27,οὗτός  ἐστιν περὶ οὗ,"·        ἰδοὺ ἀποστέλλω τὸν ἄγγελόν μου πρὸ προσώπου σου,        ὃς κατασκευάσει τὴν ὁδόν σου ἔμπροσθέν σου."
γέγραπται,γράφω,perfect,passive,indicative,third person,—,—,singular,Luke 10:26,ὁ δὲ εἶπεν πρὸς αὐτόν· ἐν τῷ νόμῳ τί,; πῶς ἀναγινώσκεις;
γράψον,γράφω,aorist,active,imperative,second person,—,—,singular,Luke 16:6,ὁ δὲ εἶπεν· ἑκατὸν βάτους ἐλαίου. ὁ δὲ εἶπεν αὐτῷ· δέξαι σου τὰ γράμματα καὶ καθίσας ταχέως,πεντήκοντα.
γράψον,γράφω,aorist,active,imperative,second person,—,—,singular,Luke 16:7,δὲ εἶπεν· ἑκατὸν κόρους σίτου. λέγει αὐτῷ· δέξαι σου τὰ γράμματα καὶ,ὀγδοήκοντα.
γεγραμμένα,γράφω,perfect,passive,participle,—,neuter,nominative,plural,Luke 18:31,"Παραλαβὼν δὲ τοὺς δώδεκα εἶπεν πρὸς αὐτούς· ἰδοὺ ἀναβαίνομεν εἰς Ἰερουσαλήμ, καὶ τελεσθήσεται πάντα τὰ",διὰ τῶν προφητῶν τῷ υἱῷ τοῦ ἀνθρώπου·
γέγραπται,γράφω,perfect,passive,indicative,third person,—,—,singular,Luke 19:46,λέγων αὐτοῖς·,"·        καὶ ἔσται ὁ οἶκός μου οἶκος προσευχῆς ,           ὑμεῖς δὲ αὐτὸν ἐποιήσατε σπήλαιον λῃστῶν."
γεγραμμένον,γράφω,perfect,passive,participle,—,neuter,nominative,singular,Luke 20:17,ὁ δὲ ἐμβλέψας αὐτοῖς εἶπεν· τί οὖν ἐστιν τὸ,"τοῦτο·        λίθον ὃν ἀπεδοκίμασαν οἱ οἰκοδομοῦντες,           οὗτος ἐγενήθη εἰς κεφαλὴν γωνίας;"
ἔγραψεν,γράφω,aorist,active,indicative,third person,—,—,singular,Luke 20:28,"λέγοντες· διδάσκαλε, Μωϋσῆς","ἡμῖν, ἐάν τινος ἀδελφὸς ἀποθάνῃ ἔχων γυναῖκα, καὶ οὗτος ἄτεκνος ᾖ, ἵνα λάβῃ"
γεγραμμένα,γράφω,perfect,passive,participle,—,neuter,accusative,plural,Luke 21:22,ὅτι ἡμέραι ἐκδικήσεως αὗταί εἰσιν τοῦ πλησθῆναι πάντα τὰ,.
γεγραμμένον,γράφω,perfect,passive,participle,—,neuter,accusative,singular,Luke 22:37,λέγω γὰρ ὑμῖν ὅτι  τοῦτο τὸ,"δεῖ τελεσθῆναι ἐν ἐμοί, τό· καὶ μετὰ ἀνόμων ἐλογίσθη· καὶ γὰρ τὸ περὶ ἐμοῦ τέλος ἔχει."
γεγραμμένα,γράφω,perfect,passive,participle,—,neuter,accusative,plural,Luke 24:44,"ἐλάλησα πρὸς ὑμᾶς ἔτι ὢν σὺν ὑμῖν, ὅτι δεῖ πληρωθῆναι πάντα τὰ",ἐν τῷ νόμῳ Μωϋσέως καὶ τοῖς προφήταις καὶ ψαλμοῖς περὶ ἐμοῦ.
γέγραπται,γράφω,perfect,passive,indicative,third person,—,—,singular,Luke 24:46,καὶ εἶπεν αὐτοῖς ὅτι οὕτως,"παθεῖν τὸν χριστὸν καὶ ἀναστῆναι ἐκ νεκρῶν τῇ τρίτῃ ἡμέρᾳ,"
ἔγραψεν,γράφω,aorist,active,indicative,third person,—,—,singular,John 1:45,εὑρίσκει Φίλιππος τὸν Ναθαναὴλ καὶ λέγει αὐτῷ· ὃν,"Μωϋσῆς ἐν τῷ νόμῳ καὶ οἱ προφῆται εὑρήκαμεν, Ἰησοῦν  υἱὸν τοῦ Ἰωσὴφ τὸν ἀπὸ Ναζαρέτ."
γεγραμμένον,γράφω,perfect,passive,participle,—,neuter,nominative,singular,John 2:17,ἐμνήσθησαν οἱ μαθηταὶ αὐτοῦ ὅτι,ἐστίν·  ὁ ζῆλος τοῦ οἴκου σου καταφάγεταί με.
ἔγραψεν,γράφω,aorist,active,indicative,third person,—,—,singular,John 5:46,"εἰ γὰρ ἐπιστεύετε Μωϋσεῖ, ἐπιστεύετε ἂν ἐμοί· περὶ γὰρ ἐμοῦ ἐκεῖνος",.
γεγραμμένον,γράφω,perfect,passive,participle,—,neuter,nominative,singular,John 6:31,"οἱ πατέρες ἡμῶν τὸ μάννα ἔφαγον ἐν τῇ ἐρήμῳ, καθώς ἐστιν",· ἄρτον ἐκ τοῦ οὐρανοῦ ἔδωκεν αὐτοῖς φαγεῖν.
γεγραμμένον,γράφω,perfect,passive,participle,—,neuter,nominative,singular,John 6:45,ἔστιν,ἐν τοῖς προφήταις· καὶ ἔσονται πάντες διδακτοὶ θεοῦ· πᾶς  ὁ ἀκούσας παρὰ τοῦ
ἔγραφεν,γράφω,imperfect,active,indicative,third person,—,—,singular,John 8:8,καὶ πάλιν κατακύψας,εἰς τὴν γῆν.
γέγραπται,γράφω,perfect,passive,indicative,third person,—,—,singular,John 8:17,καὶ ἐν τῷ νόμῳ δὲ τῷ ὑμετέρῳ,ὅτι δύο ἀνθρώπων ἡ μαρτυρία ἀληθής ἐστιν.
γεγραμμένον,γράφω,perfect,passive,participle,—,neuter,nominative,singular,John 10:34,ἀπεκρίθη αὐτοῖς [ὁ] Ἰησοῦς· οὐκ ἔστιν,ἐν τῷ νόμῳ ὑμῶν ὅτι ἐγὼ εἶπα· θεοί ἐστε;
γεγραμμένον,γράφω,perfect,passive,participle,—,neuter,nominative,singular,John 12:14,"εὑρὼν δὲ ὁ Ἰησοῦς ὀνάριον ἐκάθισεν ἐπʼ αὐτό, καθώς ἐστιν",·
γεγραμμένα,γράφω,perfect,passive,participle,—,neuter,nominative,plural,John 12:16,"πρῶτον, ἀλλʼ ὅτε ἐδοξάσθη  Ἰησοῦς τότε ἐμνήσθησαν ὅτι ταῦτα ἦν ἐπʼ αὐτῷ",καὶ ταῦτα ἐποίησαν αὐτῷ.
γεγραμμένος,γράφω,perfect,passive,participle,—,masculine,nominative,singular,John 15:25,ἀλλʼ ἵνα πληρωθῇ ὁ λόγος ὁ ἐν τῷ νόμῳ αὐτῶν,ὅτι ἐμίσησάν με δωρεάν.
ἔγραψεν,γράφω,aorist,active,indicative,third person,—,—,singular,John 19:19,—,δὲ καὶ τίτλον ὁ Πιλᾶτος καὶ ἔθηκεν ἐπὶ τοῦ σταυροῦ· ἦν δὲ γεγραμμένον
γεγραμμένον,γράφω,perfect,passive,participle,—,neuter,nominative,singular,John 19:19,ἔγραψεν δὲ καὶ τίτλον ὁ Πιλᾶτος καὶ ἔθηκεν ἐπὶ τοῦ σταυροῦ· ἦν δὲ,·        Ἰησοῦς ὁ Ναζωραῖος ὁ βασιλεὺς τῶν Ἰουδαίων.
γεγραμμένον,γράφω,perfect,passive,participle,—,neuter,nominative,singular,John 19:20,ἐγγὺς ἦν ὁ τόπος τῆς πόλεως ὅπου ἐσταυρώθη ὁ Ἰησοῦς· καὶ ἦν,"Ἑβραϊστί, Ῥωμαϊστί, Ἑλληνιστί."
γράφε,γράφω,present,active,imperative,second person,—,—,singular,John 19:21,ἔλεγον οὖν τῷ Πιλάτῳ οἱ ἀρχιερεῖς τῶν Ἰουδαίων· μὴ,"· ὁ βασιλεὺς τῶν Ἰουδαίων, ἀλλʼ ὅτι ἐκεῖνος εἶπεν· βασιλεύς εἰμι τῶν Ἰουδαίων."
γέγραφα,γράφω,perfect,active,indicative,first person,—,—,singular,John 19:22,ἀπεκρίθη ὁ Πιλᾶτος· ὃ,", γέγραφα."
