Resource,Reference,Previous Context,Result,Next Context,Lemma (Greek),Louw-Nida,Root,Part of Speech,Adverb/particle Type (Logos Greek)
NA28,1 Corinthians 16:10,"Ἐὰν δὲ ἔλθῃ Τιμόθεος, βλέπετε, ἵνα ἀφόβως γένηται πρὸς ὑμᾶς· τὸ γὰρ ἔργον κυρίου ἐργάζεται ὡς",κἀγώ,·,κἀγώ,"LN 89.93, LN 92.1","και, εγω","pronoun, particle",emphatic
NA28,2 Corinthians 2:10,"ᾧ δέ τι χαρίζεσθε,",κἀγώ,"· καὶ γὰρ ἐγὼ ὃ κεχάρισμαι, εἴ τι κεχάρισμαι, διʼ ὑμᾶς ἐν προσώπῳ Χριστοῦ,",κἀγώ,"LN 89.93, LN 92.1","και, εγω","pronoun, particle",emphatic
NA28,2 Corinthians 6:17,"διὸ ἐξέλθατε ἐκ μέσου αὐτῶν        καὶ ἀφορίσθητε, λέγει κύριος,      καὶ ἀκαθάρτου μὴ ἅπτεσθε·",κἀγὼ,εἰσδέξομαι ὑμᾶς,κἀγώ,"LN 89.87, LN 92.1","και, εγω","pronoun, conjunction",—
NA28,2 Corinthians 11:16,"Πάλιν λέγω, μή τίς με δόξῃ ἄφρονα εἶναι· εἰ δὲ μή γε, κἂν ὡς ἄφρονα δέξασθέ με, ἵνα",κἀγὼ,μικρόν τι καυχήσωμαι.,κἀγώ,"LN 89.93, LN 92.1","και, εγω","pronoun, particle",emphatic
NA28,2 Corinthians 11:18,"ἐπεὶ πολλοὶ καυχῶνται κατὰ  σάρκα,",κἀγὼ,καυχήσομαι.,κἀγώ,"LN 89.93, LN 92.1","και, εγω","pronoun, particle",emphatic
NA28,2 Corinthians 11:21,"κατὰ ἀτιμίαν λέγω, ὡς ὅτι ἡμεῖς ἠσθενήκαμεν.  Ἐν ᾧ δʼ ἄν τις τολμᾷ, ἐν ἀφροσύνῃ λέγω, τολμῶ",κἀγώ,.,κἀγώ,"LN 89.93, LN 92.1","και, εγω","pronoun, particle",emphatic
NA28,2 Corinthians 11:22,Ἑβραῖοί εἰσιν;,κἀγώ,. Ἰσραηλῖταί εἰσιν; κἀγώ. σπέρμα Ἀβραάμ εἰσιν; κἀγώ.,κἀγώ,"LN 89.93, LN 92.1","και, εγω","pronoun, particle",emphatic
NA28,2 Corinthians 11:22,Ἑβραῖοί εἰσιν; κἀγώ. Ἰσραηλῖταί εἰσιν;,κἀγώ,. σπέρμα Ἀβραάμ εἰσιν; κἀγώ.,κἀγώ,"LN 89.93, LN 92.1","και, εγω","pronoun, particle",emphatic
NA28,2 Corinthians 11:22,Ἑβραῖοί εἰσιν; κἀγώ. Ἰσραηλῖταί εἰσιν; κἀγώ. σπέρμα Ἀβραάμ εἰσιν;,κἀγώ,.,κἀγώ,"LN 89.93, LN 92.1","και, εγω","pronoun, particle",emphatic
NA28,2 Corinthians 12:20,φοβοῦμαι γὰρ μή πως ἐλθὼν οὐχ οἵους θέλω εὕρω ὑμᾶς,κἀγὼ,"εὑρεθῶ ὑμῖν οἷον οὐ θέλετε· μή πως ἔρις, ζῆλος, θυμοί, ἐριθεῖαι, καταλαλιαί, ψιθυρισμοί, φυσιώσεις, ἀκαταστασίαι·",κἀγώ,"LN 89.92, LN 92.1","και, εγω","pronoun, conjunction",—
