Result,Lemma (Greek),Tense (Logos Greek),Voice (Logos Greek),Mood (Logos Greek),Person (Logos Greek),Number (Logos Greek),Reference,Previous Context,Next Context
ἔβλεψα,βλέπω,aorist,active,indicative,first person,singular,Revelation 22:8,Κἀγὼ Ἰωάννης ὁ ἀκούων καὶ βλέπων ταῦτα. καὶ ὅτε ἤκουσα καὶ,", ἔπεσα προσκυνῆσαι ἔμπροσθεν τῶν ποδῶν τοῦ ἀγγέλου τοῦ δεικνύοντός μοι ταῦτα."
ἔβλεπον,βλέπω,imperfect,active,indicative,third person,plural,John 13:22,—,εἰς ἀλλήλους οἱ μαθηταὶ  ἀπορούμενοι περὶ τίνος λέγει.
ἔβλεπεν,βλέπω,imperfect,active,indicative,third person,singular,Acts 9:8,"ἠγέρθη δὲ Σαῦλος ἀπὸ τῆς γῆς, ἀνεῳγμένων δὲ τῶν ὀφθαλμῶν αὐτοῦ οὐδὲν",· χειραγωγοῦντες δὲ αὐτὸν εἰσήγαγον εἰς Δαμασκόν.
βλεπόντων,βλέπω,present,active,participle,—,plural,Acts 1:9,Καὶ ταῦτα εἰπὼν,αὐτῶν ἐπήρθη καὶ νεφέλη ὑπέλαβεν αὐτὸν ἀπὸ τῶν ὀφθαλμῶν αὐτῶν.
βλεπόντων,βλέπω,present,active,participle,—,plural,Revelation 17:8,"οὐ γέγραπται τὸ ὄνομα ἐπὶ τὸ βιβλίον τῆς ζωῆς ἀπὸ καταβολῆς κόσμου,",τὸ θηρίον ὅτι ἦν καὶ οὐκ ἔστιν καὶ παρέσται.
βλεπόμενον,βλέπω,present,passive,participle,—,singular,Hebrews 11:3,"Πίστει νοοῦμεν κατηρτίσθαι τοὺς αἰῶνας ῥήματι θεοῦ, εἰς τὸ μὴ ἐκ φαινομένων τὸ",γεγονέναι.
βλεπόμενα,βλέπω,present,passive,participle,—,plural,2 Corinthians 4:18,μὴ σκοπούντων ἡμῶν τὰ,"ἀλλὰ τὰ μὴ βλεπόμενα· τὰ γὰρ βλεπόμενα πρόσκαιρα, τὰ δὲ μὴ βλεπόμενα αἰώνια."
βλεπόμενα,βλέπω,present,passive,participle,—,plural,2 Corinthians 4:18,μὴ σκοπούντων ἡμῶν τὰ βλεπόμενα ἀλλὰ τὰ μὴ,"· τὰ γὰρ βλεπόμενα πρόσκαιρα, τὰ δὲ μὴ βλεπόμενα αἰώνια."
βλεπόμενα,βλέπω,present,passive,participle,—,plural,2 Corinthians 4:18,μὴ σκοπούντων ἡμῶν τὰ βλεπόμενα ἀλλὰ τὰ μὴ βλεπόμενα· τὰ γὰρ,"πρόσκαιρα, τὰ δὲ μὴ βλεπόμενα αἰώνια."
βλεπόμενα,βλέπω,present,passive,participle,—,plural,2 Corinthians 4:18,"μὴ σκοπούντων ἡμῶν τὰ βλεπόμενα ἀλλὰ τὰ μὴ βλεπόμενα· τὰ γὰρ βλεπόμενα πρόσκαιρα, τὰ δὲ μὴ",αἰώνια.
βλεπομένων,βλέπω,present,passive,participle,—,plural,Hebrews 11:1,"Ἔστιν δὲ πίστις ἐλπιζομένων ὑπόστασις, πραγμάτων ἔλεγχος οὐ",.
βλεπομένων,βλέπω,present,passive,participle,—,plural,Hebrews 11:7,Πίστει χρηματισθεὶς Νῶε περὶ τῶν μηδέπω,", εὐλαβηθεὶς κατεσκεύασεν κιβωτὸν εἰς σωτηρίαν τοῦ οἴκου αὐτοῦ διʼ ἧς κατέκρινεν τὸν κόσμον"
βλεπομένη,βλέπω,present,passive,participle,—,singular,Romans 8:24,τῇ γὰρ ἐλπίδι ἐσώθημεν· ἐλπὶς δὲ,οὐκ ἔστιν ἐλπίς· ὃ γὰρ βλέπει τίς ἐλπίζει;
βλεπέτω,βλέπω,present,active,imperative,third person,singular,1 Corinthians 3:10,"Κατὰ τὴν χάριν τοῦ θεοῦ τὴν δοθεῖσάν μοι ὡς σοφὸς ἀρχιτέκτων θεμέλιον ἔθηκα, ἄλλος δὲ ἐποικοδομεῖ. ἕκαστος δὲ",πῶς ἐποικοδομεῖ.
βλεπέτω,βλέπω,present,active,imperative,third person,singular,1 Corinthians 10:12,Ὥστε ὁ δοκῶν ἑστάναι,μὴ πέσῃ.
βλέψον,βλέπω,aorist,active,imperative,second person,singular,Acts 3:4,ἀτενίσας δὲ Πέτρος εἰς αὐτὸν σὺν τῷ Ἰωάννῃ εἶπεν·,εἰς ἡμᾶς.
βλέψετε,βλέπω,future,active,indicative,second person,plural,Matthew 13:14,"καὶ ἀναπληροῦται αὐτοῖς ἡ προφητεία Ἠσαΐου ἡ λέγουσα·         ἀκοῇ ἀκούσετε καὶ οὐ μὴ συνῆτε,           καὶ βλέποντες",καὶ οὐ μὴ ἴδητε.
βλέψετε,βλέπω,future,active,indicative,second person,plural,Acts 28:26,λέγων·      πορεύθητι πρὸς τὸν λαὸν τοῦτον καὶ εἰπόν·        ἀκοῇ ἀκούσετε καὶ οὐ μὴ συνῆτε      καὶ βλέποντες,καὶ οὐ μὴ ἴδητε
βλέπῃς,βλέπω,present,active,subjunctive,second person,singular,Revelation 3:18,"ἡ αἰσχύνη τῆς γυμνότητός σου, καὶ κολλούριον ἐγχρῖσαι τοὺς ὀφθαλμούς σου ἵνα",.
βλέπῃ,βλέπω,present,active,subjunctive,third person,singular,John 5:19,"ὑμῖν, οὐ δύναται ὁ υἱὸς  ποιεῖν  ἀφʼ ἑαυτοῦ οὐδὲν ἐὰν μή τι","τὸν πατέρα ποιοῦντα· ἃ γὰρ ἂν ἐκεῖνος ποιῇ, ταῦτα καὶ ὁ υἱὸς ὁμοίως ποιεῖ."
βλέπωσιν,βλέπω,present,active,subjunctive,third person,plural,Mark 4:12,ἵνα βλέποντες,"καὶ μὴ ἴδωσιν,        καὶ ἀκούοντες ἀκούωσιν καὶ μὴ συνιῶσιν,      μήποτε ἐπιστρέψωσιν καὶ ἀφεθῇ αὐτοῖς."
βλέπωσιν,βλέπω,present,active,subjunctive,third person,plural,Luke 8:10,"τῆς βασιλείας τοῦ θεοῦ,  τοῖς δὲ λοιποῖς ἐν παραβολαῖς, ἵνα        βλέποντες μὴ",καὶ ἀκούοντες μὴ συνιῶσιν.
βλέπωσιν,βλέπω,present,active,subjunctive,third person,plural,Luke 8:16,"Οὐδεὶς δὲ λύχνον ἅψας καλύπτει αὐτὸν σκεύει ἢ ὑποκάτω κλίνης τίθησιν, ἀλλʼ ἐπὶ λυχνίας τίθησιν, ἵνα οἱ εἰσπορευόμενοι",τὸ φῶς.
