Resource,Reference,Previous Context,Result,Next Context,Lemma (Greek),Louw-Nida,Root,Part of Speech,Adverb/particle Type (Logos Greek)
NA28,1 Corinthians 15:48,"οἷος ὁ χοϊκός, τοιοῦτοι καὶ οἱ χοϊκοί, καὶ οἷος ὁ ἐπουράνιος,",τοιοῦτοι,καὶ οἱ ἐπουράνιοι·,τοιοῦτος,Louw Nida 92.31,"ο, ουτος",pronoun,—
NA28,1 Corinthians 16:16,ἵνα καὶ ὑμεῖς ὑποτάσσησθε τοῖς,τοιούτοις,καὶ παντὶ τῷ συνεργοῦντι καὶ κοπιῶντι.,τοιοῦτος,Louw Nida 92.31,"ο, ουτος",pronoun,—
NA28,1 Corinthians 16:18,ἀνέπαυσαν γὰρ τὸ ἐμὸν πνεῦμα καὶ τὸ ὑμῶν. ἐπιγινώσκετε οὖν τοὺς,τοιούτους,.,τοιοῦτος,Louw Nida 92.31,"ο, ουτος",pronoun,—
NA28,2 Corinthians 2:6,ἱκανὸν τῷ,τοιούτῳ,"ἡ ἐπιτιμία αὕτη ἡ ὑπὸ τῶν πλειόνων,",τοιοῦτος,Louw Nida 92.31,"ο, ουτος",pronoun,—
NA28,2 Corinthians 2:7,"ὥστε τοὐναντίον μᾶλλον ὑμᾶς χαρίσασθαι καὶ παρακαλέσαι, μή πως τῇ περισσοτέρᾳ λύπῃ καταποθῇ ὁ",τοιοῦτος,.,τοιοῦτος,Louw Nida 92.31,"ο, ουτος",pronoun,—
NA28,2 Corinthians 3:4,Πεποίθησιν δὲ,τοιαύτην,ἔχομεν διὰ τοῦ Χριστοῦ πρὸς τὸν θεόν.,τοιοῦτος,Louw Nida 92.31,"ο, ουτος",pronoun,—
NA28,2 Corinthians 3:12,Ἔχοντες οὖν,τοιαύτην,ἐλπίδα πολλῇ παρρησίᾳ χρώμεθα,τοιοῦτος,Louw Nida 92.31,"ο, ουτος","adjective, pronoun",—
NA28,2 Corinthians 10:11,τοῦτο λογιζέσθω ὁ,τοιοῦτος,", ὅτι οἷοί ἐσμεν τῷ λόγῳ διʼ ἐπιστολῶν ἀπόντες, τοιοῦτοι καὶ παρόντες τῷ ἔργῳ.",τοιοῦτος,Louw Nida 64.2,"ο, ουτος",pronoun,—
NA28,2 Corinthians 10:11,"τοῦτο λογιζέσθω ὁ τοιοῦτος, ὅτι οἷοί ἐσμεν τῷ λόγῳ διʼ ἐπιστολῶν ἀπόντες,",τοιοῦτοι,καὶ παρόντες τῷ ἔργῳ.,τοιοῦτος,Louw Nida 64.2,"ο, ουτος",pronoun,—
NA28,2 Corinthians 11:13,οἱ γὰρ,τοιοῦτοι,"ψευδαπόστολοι, ἐργάται δόλιοι, μετασχηματιζόμενοι εἰς ἀποστόλους Χριστοῦ.",τοιοῦτος,Louw Nida 64.2,"ο, ουτος",pronoun,—
