Lemma	Gloss	Part	Chapter
δύο	two	indeclinable	30
δώδεκα	twelve	indeclinable	30
εἷς	one	indeclinable	30
ἐλπίς	hope; expectation	noun	30
ἑπτά	seven	indeclinable	30
ἔσχατος	last, final	adjective	30
μηδείς	no one	adjective	30
μόνος	only, the single	adjective	30
ὅλος	whole, entire	adjective	30
οὐδείς	no one	adjective	30
πρῶτος	first	adverb	30
τρεῖς	three	indeclinable	30
