Lemma	Gloss	Part	Chapter
ἀληθής	true; genuine	adjective	29
ἐκεῖ	there; in that place	adverb	29
ἔξω	outside	adverb	29
ἔτι	still; yet	adverb	29
μακάριος	blessed	adjective	29
μᾶλλον	rather; more; instead	adverb	29
μέγας	great; large	adjective	29
πάλιν	again	adverb	29
πολύς	much, many; often (adv.)	adjective	29
πρεσβύτερος	elder	noun	29
