Lemma	Gloss	Part	Chapter
ἀνίστημι	rise; get up; rise up	verb	27
δίδωμι	give; grant	verb	27
ἵστημι	stand; stand there	verb	27
παραδίδωμι	hand over; deliver; betray	verb	27
τίθημι	put; place; lay	verb	27
ἀπόλλυμι	destroy; perish; lose	verb	28
ἀφίημι	leave; forgive	verb	28
φημί	say	verb	28
