Result,Lemma (Greek),Tense (Logos Greek),Voice (Logos Greek),Mood (Logos Greek),Person (Logos Greek),Gender (Logos Greek),Case (Logos Greek),Number (Logos Greek),Reference,Previous Context,Next Context
σοφίας,σοφία,—,—,—,—,feminine,genitive,singular,Acts 6:3,"ἐπισκέψασθε δέ, ἀδελφοί, ἄνδρας ἐξ ὑμῶν μαρτυρουμένους ἑπτά, πλήρεις πνεύματος  καὶ",", οὓς καταστήσομεν ἐπὶ τῆς χρείας ταύτης,"
σοφίᾳ,σοφία,—,—,—,—,feminine,dative,singular,Acts 6:10,καὶ οὐκ ἴσχυον ἀντιστῆναι τῇ,καὶ τῷ πνεύματι ᾧ ἐλάλει.
σοφίαν,σοφία,—,—,—,—,feminine,accusative,singular,Acts 7:10,καὶ ἐξείλατο αὐτὸν ἐκ πασῶν τῶν θλίψεων αὐτοῦ καὶ ἔδωκεν αὐτῷ χάριν καὶ,ἐναντίον Φαραὼ βασιλέως Αἰγύπτου καὶ κατέστησεν αὐτὸν ἡγούμενον ἐπʼ Αἴγυπτον καὶ [ἐφʼ] ὅλον τὸν οἶκον αὐτοῦ.
σοφίᾳ,σοφία,—,—,—,—,feminine,dative,singular,Acts 7:22,καὶ ἐπαιδεύθη Μωϋσῆς [ἐν] πάσῃ,"Αἰγυπτίων, ἦν δὲ δυνατὸς ἐν λόγοις καὶ ἔργοις αὐτοῦ."
σοφίας,σοφία,—,—,—,—,feminine,genitive,singular,Romans 11:33,Ὦ βάθος πλούτου           καὶ,καὶ γνώσεως θεοῦ·        ὡς ἀνεξεραύνητα τὰ κρίματα αὐτοῦ           καὶ ἀνεξιχνίαστοι αἱ ὁδοὶ αὐτοῦ.
σοφίᾳ,σοφία,—,—,—,—,feminine,dative,singular,1 Corinthians 1:17,"οὐ γὰρ ἀπέστειλέν με  Χριστὸς βαπτίζειν ἀλλʼ εὐαγγελίζεσθαι, οὐκ ἐν","λόγου, ἵνα μὴ κενωθῇ ὁ σταυρὸς τοῦ Χριστοῦ."
σοφίαν,σοφία,—,—,—,—,feminine,accusative,singular,1 Corinthians 1:19,γέγραπται γάρ·        ἀπολῶ τὴν,τῶν σοφῶν           καὶ τὴν σύνεσιν τῶν συνετῶν ἀθετήσω.
σοφίαν,σοφία,—,—,—,—,feminine,accusative,singular,1 Corinthians 1:20,ποῦ σοφός; ποῦ γραμματεύς; ποῦ συζητητὴς τοῦ αἰῶνος τούτου; οὐχὶ ἐμώρανεν ὁ θεὸς τὴν,τοῦ κόσμου;
σοφίᾳ,σοφία,—,—,—,—,feminine,dative,singular,1 Corinthians 1:21,ἐπειδὴ γὰρ ἐν τῇ,"τοῦ θεοῦ οὐκ ἔγνω ὁ κόσμος διὰ τῆς σοφίας τὸν θεόν, εὐδόκησεν ὁ"
σοφίας,σοφία,—,—,—,—,feminine,genitive,singular,1 Corinthians 1:21,ἐπειδὴ γὰρ ἐν τῇ σοφίᾳ τοῦ θεοῦ οὐκ ἔγνω ὁ κόσμος διὰ τῆς,"τὸν θεόν, εὐδόκησεν ὁ θεὸς διὰ τῆς μωρίας τοῦ κηρύγματος σῶσαι τοὺς πιστεύοντας·"
σοφίαν,σοφία,—,—,—,—,feminine,accusative,singular,1 Corinthians 1:22,ἐπειδὴ καὶ Ἰουδαῖοι σημεῖα αἰτοῦσιν καὶ Ἕλληνες,"ζητοῦσιν,"
σοφίαν,σοφία,—,—,—,—,feminine,accusative,singular,1 Corinthians 1:24,"αὐτοῖς δὲ τοῖς κλητοῖς, Ἰουδαίοις τε καὶ Ἕλλησιν, Χριστὸν θεοῦ δύναμιν καὶ θεοῦ",·
σοφία,σοφία,—,—,—,—,feminine,nominative,singular,1 Corinthians 1:30,"ἐξ αὐτοῦ δὲ ὑμεῖς ἐστε ἐν Χριστῷ Ἰησοῦ, ὃς ἐγενήθη","ἡμῖν ἀπὸ θεοῦ, δικαιοσύνη τε καὶ ἁγιασμὸς καὶ ἀπολύτρωσις,"
σοφίας,σοφία,—,—,—,—,feminine,genitive,singular,1 Corinthians 2:1,"Κἀγὼ ἐλθὼν πρὸς ὑμᾶς, ἀδελφοί, ἦλθον οὐ καθʼ ὑπεροχὴν λόγου ἢ",καταγγέλλων ὑμῖν τὸ μυστήριον τοῦ θεοῦ.
σοφίας,σοφία,—,—,—,—,feminine,genitive,singular,1 Corinthians 2:4,καὶ ὁ λόγος μου καὶ τὸ κήρυγμά μου οὐκ ἐν πειθοῖς,"[λόγοις] ἀλλʼ ἐν ἀποδείξει πνεύματος καὶ δυνάμεως,"
σοφίᾳ,σοφία,—,—,—,—,feminine,dative,singular,1 Corinthians 2:5,ἵνα ἡ πίστις ὑμῶν μὴ ᾖ ἐν,ἀνθρώπων ἀλλʼ ἐν δυνάμει θεοῦ.
Σοφίαν,σοφία,—,—,—,—,feminine,accusative,singular,1 Corinthians 2:6,—,"δὲ λαλοῦμεν ἐν τοῖς τελείοις, σοφίαν δὲ οὐ τοῦ αἰῶνος τούτου οὐδὲ τῶν"
σοφίαν,σοφία,—,—,—,—,feminine,accusative,singular,1 Corinthians 2:6,"Σοφίαν δὲ λαλοῦμεν ἐν τοῖς τελείοις,",δὲ οὐ τοῦ αἰῶνος τούτου οὐδὲ τῶν ἀρχόντων τοῦ αἰῶνος τούτου τῶν καταργουμένων·
σοφίαν,σοφία,—,—,—,—,feminine,accusative,singular,1 Corinthians 2:7,ἀλλὰ λαλοῦμεν θεοῦ,"ἐν μυστηρίῳ τὴν ἀποκεκρυμμένην, ἣν προώρισεν ὁ θεὸς πρὸ τῶν αἰώνων εἰς δόξαν ἡμῶν,"
σοφίας,σοφία,—,—,—,—,feminine,genitive,singular,1 Corinthians 2:13,ἃ καὶ λαλοῦμεν οὐκ ἐν διδακτοῖς ἀνθρωπίνης,"λόγοις ἀλλʼ ἐν διδακτοῖς πνεύματος, πνευματικοῖς πνευματικὰ συγκρίνοντες."
σοφία,σοφία,—,—,—,—,feminine,nominative,singular,1 Corinthians 3:19,ἡ γὰρ,τοῦ κόσμου τούτου μωρία παρὰ τῷ θεῷ ἐστιν. γέγραπται γάρ· ὁ δρασσόμενος τοὺς
σοφίας,σοφία,—,—,—,—,feminine,genitive,singular,1 Corinthians 12:8,ᾧ μὲν γὰρ διὰ τοῦ πνεύματος δίδοται λόγος,", ἄλλῳ δὲ λόγος γνώσεως κατὰ τὸ αὐτὸ πνεῦμα,"
σοφίᾳ,σοφία,—,—,—,—,feminine,dative,singular,2 Corinthians 1:12,"συνειδήσεως ἡμῶν, ὅτι ἐν ἁπλότητι καὶ εἰλικρινείᾳ τοῦ θεοῦ, [καὶ] οὐκ ἐν","σαρκικῇ ἀλλʼ ἐν χάριτι θεοῦ, ἀνεστράφημεν ἐν τῷ κόσμῳ, περισσοτέρως δὲ πρὸς ὑμᾶς."
σοφίᾳ,σοφία,—,—,—,—,feminine,dative,singular,Ephesians 1:8,"ἧς ἐπερίσσευσεν εἰς ἡμᾶς, ἐν πάσῃ","καὶ φρονήσει,"
σοφίας,σοφία,—,—,—,—,feminine,genitive,singular,Ephesians 1:17,"ἵνα ὁ θεὸς τοῦ κυρίου ἡμῶν Ἰησοῦ Χριστοῦ, ὁ πατὴρ τῆς δόξης, δώῃ ὑμῖν πνεῦμα","καὶ ἀποκαλύψεως ἐν ἐπιγνώσει αὐτοῦ,"
σοφία,σοφία,—,—,—,—,feminine,nominative,singular,Ephesians 3:10,ἵνα γνωρισθῇ νῦν ταῖς ἀρχαῖς καὶ ταῖς ἐξουσίαις ἐν τοῖς ἐπουρανίοις διὰ τῆς ἐκκλησίας ἡ πολυποίκιλος,"τοῦ θεοῦ,"
σοφίᾳ,σοφία,—,—,—,—,feminine,dative,singular,Colossians 1:9,"προσευχόμενοι καὶ αἰτούμενοι, ἵνα πληρωθῆτε τὴν ἐπίγνωσιν τοῦ θελήματος αὐτοῦ ἐν πάσῃ","καὶ συνέσει πνευματικῇ,"
σοφίᾳ,σοφία,—,—,—,—,feminine,dative,singular,Colossians 1:28,ὃν ἡμεῖς καταγγέλλομεν νουθετοῦντες πάντα ἄνθρωπον καὶ διδάσκοντες πάντα ἄνθρωπον ἐν πάσῃ,", ἵνα παραστήσωμεν πάντα ἄνθρωπον τέλειον ἐν Χριστῷ·"
σοφίας,σοφία,—,—,—,—,feminine,genitive,singular,Colossians 2:3,ἐν ᾧ εἰσιν πάντες οἱ θησαυροὶ τῆς,καὶ  γνώσεως ἀπόκρυφοι.
σοφίας,σοφία,—,—,—,—,feminine,genitive,singular,Colossians 2:23,ἅτινά ἐστιν λόγον μὲν ἔχοντα,"ἐν ἐθελοθρησκίᾳ καὶ ταπεινοφροσύνῃ  [καὶ] ἀφειδίᾳ σώματος, οὐκ ἐν τιμῇ τινι πρὸς πλησμονὴν τῆς σαρκός."
σοφίᾳ,σοφία,—,—,—,—,feminine,dative,singular,Colossians 3:16,"Ὁ λόγος τοῦ Χριστοῦ ἐνοικείτω ἐν ὑμῖν πλουσίως, ἐν πάσῃ","διδάσκοντες καὶ νουθετοῦντες ἑαυτούς, ψαλμοῖς ὕμνοις ᾠδαῖς πνευματικαῖς ἐν [τῇ] χάριτι ᾄδοντες ἐν"
σοφίᾳ,σοφία,—,—,—,—,feminine,dative,singular,Colossians 4:5,Ἐν,περιπατεῖτε πρὸς τοὺς ἔξω τὸν καιρὸν ἐξαγοραζόμενοι.
σοφίας,σοφία,—,—,—,—,feminine,genitive,singular,James 1:5,Εἰ δέ τις ὑμῶν λείπεται,", αἰτείτω παρὰ τοῦ διδόντος θεοῦ πᾶσιν ἁπλῶς καὶ μὴ ὀνειδίζοντος, καὶ δοθήσεται αὐτῷ."
σοφίας,σοφία,—,—,—,—,feminine,genitive,singular,James 3:13,Τίς σοφὸς καὶ ἐπιστήμων ἐν ὑμῖν; δειξάτω ἐκ τῆς καλῆς ἀναστροφῆς τὰ ἔργα αὐτοῦ ἐν πραΰτητι,.
σοφία,σοφία,—,—,—,—,feminine,nominative,singular,James 3:15,οὐκ ἔστιν αὕτη ἡ,"ἄνωθεν κατερχομένη ἀλλʼ ἐπίγειος, ψυχική, δαιμονιώδης."
σοφία,σοφία,—,—,—,—,feminine,nominative,singular,James 3:17,ἡ δὲ ἄνωθεν,"πρῶτον μὲν ἁγνή ἐστιν, ἔπειτα εἰρηνική, ἐπιεικής, εὐπειθής, μεστὴ ἐλέους καὶ καρπῶν  ἀγαθῶν, ἀδιάκριτος,  ἀνυπόκριτος."
σοφίαν,σοφία,—,—,—,—,feminine,accusative,singular,2 Peter 3:15,"ἡγεῖσθε, καθὼς καὶ ὁ ἀγαπητὸς ἡμῶν ἀδελφὸς Παῦλος κατὰ τὴν δοθεῖσαν αὐτῷ","ἔγραψεν ὑμῖν,"
σοφίαν,σοφία,—,—,—,—,feminine,accusative,singular,Revelation 5:12,λέγοντες φωνῇ μεγάλῃ·      ἄξιόν ἐστιν τὸ ἀρνίον τὸ ἐσφαγμένον λαβεῖν        τὴν δύναμιν καὶ  πλοῦτον καὶ,καὶ ἰσχὺν καὶ τιμὴν καὶ δόξαν καὶ εὐλογίαν.
σοφία,σοφία,—,—,—,—,feminine,nominative,singular,Revelation 7:12,"λέγοντες·      ἀμήν, ἡ εὐλογία καὶ ἡ δόξα καὶ ἡ",καὶ ἡ εὐχαριστία καὶ ἡ τιμὴ καὶ ἡ δύναμις καὶ ἡ ἰσχὺς τῷ
σοφία,σοφία,—,—,—,—,feminine,nominative,singular,Revelation 13:18,Ὧδε ἡ,"ἐστίν. ὁ ἔχων νοῦν ψηφισάτω τὸν ἀριθμὸν τοῦ θηρίου, ἀριθμὸς γὰρ ἀνθρώπου ἐστίν"
σοφίαν,σοφία,—,—,—,—,feminine,accusative,singular,Revelation 17:9,ὧδε ὁ νοῦς ὁ ἔχων,". Αἱ ἑπτὰ κεφαλαὶ ἑπτὰ ὄρη εἰσίν, ὅπου ἡ γυνὴ κάθηται ἐπʼ αὐτῶν. καὶ βασιλεῖς ἑπτά εἰσιν·"
