Result,Lemma (Greek),Tense (Logos Greek),Voice (Logos Greek),Mood (Logos Greek),Person (Logos Greek),Gender (Logos Greek),Case (Logos Greek),Number (Logos Greek),Reference,Previous Context,Next Context
μένω,μένω,present,active,indicative,first person,—,—,singular,John 15:10,"τῇ ἀγάπῃ μου, καθὼς ἐγὼ τὰς ἐντολὰς τοῦ πατρός μου τετήρηκα καὶ",αὐτοῦ ἐν τῇ ἀγάπῃ.
μένῃ,μένω,present,active,subjunctive,third person,—,—,singular,John 15:16,ἔθηκα ὑμᾶς ἵνα ὑμεῖς ὑπάγητε καὶ καρπὸν φέρητε καὶ ὁ καρπὸς ὑμῶν,", ἵνα ὅ τι ἂν αἰτήσητε τὸν πατέρα ἐν τῷ ὀνόματί μου δῷ ὑμῖν."
μείνῃ,μένω,aorist,active,subjunctive,third person,—,—,singular,John 19:31,"Οἱ οὖν Ἰουδαῖοι, ἐπεὶ παρασκευὴ ἦν, ἵνα μὴ","ἐπὶ τοῦ σταυροῦ τὰ σώματα ἐν τῷ σαββάτῳ, ἦν γὰρ μεγάλη ἡ ἡμέρα"
μένειν,μένω,present,active,infinitive,—,—,—,—,John 21:22,λέγει αὐτῷ ὁ Ἰησοῦς· ἐὰν αὐτὸν θέλω,"ἕως ἔρχομαι, τί πρὸς σέ; σύ μοι ἀκολούθει."
μένειν,μένω,present,active,infinitive,—,—,—,—,John 21:23,εἶπεν δὲ αὐτῷ ὁ Ἰησοῦς ὅτι οὐκ ἀποθνῄσκει ἀλλʹ· ἐὰν αὐτὸν θέλω,"ἕως ἔρχομαι [, τί πρὸς σέ];"
μένον,μένω,present,active,participle,—,neuter,nominative,singular,Acts 5:4,οὐχὶ,σοὶ ἔμενεν καὶ πραθὲν ἐν τῇ σῇ ἐξουσίᾳ ὑπῆρχεν; τί ὅτι ἔθου ἐν
ἔμενεν,μένω,imperfect,active,indicative,third person,—,—,singular,Acts 5:4,οὐχὶ μένον σοὶ,καὶ πραθὲν ἐν τῇ σῇ ἐξουσίᾳ ὑπῆρχεν; τί ὅτι ἔθου ἐν τῇ καρδίᾳ
μεῖναι,μένω,aorist,active,infinitive,—,—,—,—,Acts 9:43,Ἐγένετο δὲ  ἡμέρας ἱκανὰς,ἐν Ἰόππῃ παρά τινι Σίμωνι βυρσεῖ.
μένετε,μένω,present,active,imperative,second person,—,—,plural,Acts 16:15,"εἰ κεκρίκατέ με πιστὴν τῷ κυρίῳ εἶναι, εἰσελθόντες εἰς τὸν οἶκόν μου",· καὶ παρεβιάσατο ἡμᾶς.
ἔμενεν,μένω,imperfect,active,indicative,third person,—,—,singular,Acts 18:3,καὶ διὰ τὸ ὁμότεχνον εἶναι,"παρʼ αὐτοῖς, καὶ ἠργάζετο· ἦσαν γὰρ σκηνοποιοὶ τῇ τέχνῃ."
μεῖναι,μένω,aorist,active,infinitive,—,—,—,—,Acts 18:20,ἐρωτώντων δὲ αὐτῶν ἐπὶ πλείονα χρόνον,"οὐκ ἐπένευσεν,"
ἔμενον,μένω,imperfect,active,indicative,third person,—,—,plural,Acts 20:5,οὗτοι δὲ προελθόντες,"ἡμᾶς ἐν Τρῳάδι,"
μένουσιν,μένω,present,active,indicative,third person,—,—,plural,Acts 20:23,πλὴν ὅτι τὸ πνεῦμα τὸ ἅγιον κατὰ  πόλιν διαμαρτύρεταί μοι λέγον ὅτι δεσμὰ καὶ θλίψεις με,.
ἐμείναμεν,μένω,aorist,active,indicative,first person,—,—,plural,Acts 21:7,Ἡμεῖς δὲ τὸν πλοῦν διανύσαντες ἀπὸ Τύρου κατηντήσαμεν εἰς Πτολεμαΐδα καὶ ἀσπασάμενοι τοὺς ἀδελφοὺς,ἡμέραν μίαν παρʼ αὐτοῖς.
ἐμείναμεν,μένω,aorist,active,indicative,first person,—,—,plural,Acts 21:8,"καὶ εἰσελθόντες εἰς τὸν οἶκον Φιλίππου τοῦ εὐαγγελιστοῦ, ὄντος ἐκ τῶν ἑπτά,",παρʼ αὐτῷ.
μείνωσιν,μένω,aorist,active,subjunctive,third person,—,—,plural,Acts 27:31,εἶπεν ὁ Παῦλος τῷ ἑκατοντάρχῃ καὶ τοῖς στρατιώταις· ἐὰν μὴ οὗτοι,"ἐν τῷ πλοίῳ, ὑμεῖς σωθῆναι οὐ δύνασθε."
ἔμεινεν,μένω,aorist,active,indicative,third person,—,—,singular,Acts 27:41,περιπεσόντες δὲ εἰς τόπον διθάλασσον ἐπέκειλαν τὴν ναῦν καὶ ἡ μὲν πρῷρα ἐρείσασα,"ἀσάλευτος, ἡ δὲ πρύμνα ἐλύετο ὑπὸ τῆς βίας [τῶν κυμάτων]."
μένειν,μένω,present,active,infinitive,—,—,—,—,Acts 28:16,"Ὅτε δὲ εἰσήλθομεν εἰς  Ῥώμην, ἐπετράπη τῷ Παύλῳ",καθʼ ἑαυτὸν  σὺν τῷ φυλάσσοντι αὐτὸν στρατιώτῃ.
μένῃ,μένω,present,active,subjunctive,third person,—,—,singular,Romans 9:11,"μήπω γὰρ γεννηθέντων μηδὲ πραξάντων τι ἀγαθὸν ἢ φαῦλον, ἵνα ἡ κατʼ ἐκλογὴν πρόθεσις τοῦ θεοῦ",","
μενεῖ,μένω,"future, present",active,indicative,third person,—,—,singular,1 Corinthians 3:14,εἴ τινος τὸ ἔργον,"ὃ ἐποικοδόμησεν, μισθὸν λήμψεται·"
μείνωσιν,μένω,aorist,active,subjunctive,third person,—,—,plural,1 Corinthians 7:8,"Λέγω δὲ τοῖς ἀγάμοις καὶ ταῖς χήραις, καλὸν αὐτοῖς ἐὰν",ὡς κἀγώ·
μενέτω,μένω,present,active,imperative,third person,—,—,singular,1 Corinthians 7:11,"— ἐὰν δὲ καὶ χωρισθῇ,","ἄγαμος ἢ τῷ ἀνδρὶ καταλλαγήτω, — καὶ ἄνδρα γυναῖκα μὴ ἀφιέναι."
μενέτω,μένω,present,active,imperative,third person,—,—,singular,1 Corinthians 7:20,"ἕκαστος ἐν τῇ κλήσει  ᾗ ἐκλήθη, ἐν ταύτῃ",.
μενέτω,μένω,present,active,imperative,third person,—,—,singular,1 Corinthians 7:24,"ἕκαστος ἐν ᾧ ἐκλήθη, ἀδελφοί, ἐν τούτῳ",παρὰ θεῷ.
μείνῃ,μένω,aorist,active,subjunctive,third person,—,—,singular,1 Corinthians 7:40,μακαριωτέρα δέ ἐστιν ἐὰν οὕτως,", κατὰ τὴν ἐμὴν γνώμην· δοκῶ δὲ κἀγὼ πνεῦμα θεοῦ ἔχειν."
μένει,μένω,present,active,indicative,third person,—,—,singular,1 Corinthians 13:13,Νυνὶ δὲ,"πίστις, ἐλπίς, ἀγάπη, τὰ τρία ταῦτα· μείζων δὲ τούτων ἡ ἀγάπη."
μένουσιν,μένω,present,active,indicative,third person,—,—,plural,1 Corinthians 15:6,"ἔπειτα ὤφθη ἐπάνω πεντακοσίοις ἀδελφοῖς ἐφάπαξ, ἐξ ὧν οἱ πλείονες","ἕως ἄρτι, τινὲς δὲ  ἐκοιμήθησαν·"
μένον,μένω,present,active,participle,—,neuter,nominative,singular,2 Corinthians 3:11,"εἰ γὰρ τὸ καταργούμενον διὰ δόξης, πολλῷ μᾶλλον τὸ",ἐν δόξῃ.
