Resource,Reference,Previous Context,Result,Next Context,Lemma (Greek),Louw-Nida,Root,Part of Speech,Adverb/particle Type (Logos Greek)
NA28,Matthew 1:20,"λέγων· Ἰωσὴφ υἱὸς Δαυίδ, μὴ φοβηθῇς παραλαβεῖν Μαρίαν τὴν γυναῖκά σου· τὸ",γὰρ,ἐν αὐτῇ γεννηθὲν ἐκ πνεύματός ἐστιν ἁγίου.,γάρ,Louw Nida 89.23,γαρ,conjunction,—
NA28,Matthew 1:21,"τέξεται δὲ υἱόν, καὶ καλέσεις τὸ ὄνομα αὐτοῦ Ἰησοῦν· αὐτὸς",γὰρ,σώσει τὸν λαὸν αὐτοῦ ἀπὸ τῶν ἁμαρτιῶν αὐτῶν.,γάρ,Louw Nida 89.23,γαρ,conjunction,—
NA28,Matthew 2:2,λέγοντες· ποῦ ἐστιν ὁ τεχθεὶς βασιλεὺς τῶν Ἰουδαίων; εἴδομεν,γὰρ,αὐτοῦ τὸν ἀστέρα ἐν τῇ ἀνατολῇ καὶ ἤλθομεν προσκυνῆσαι αὐτῷ.,γάρ,Louw Nida 89.23,γαρ,conjunction,—
NA28,Matthew 2:5,οἱ δὲ εἶπαν αὐτῷ· ἐν Βηθλέεμ τῆς Ἰουδαίας· οὕτως,γὰρ,γέγραπται διὰ τοῦ προφήτου·,γάρ,Louw Nida 89.23,γαρ,conjunction,—
NA28,Matthew 2:6,"καὶ σὺ Βηθλέεμ, γῆ Ἰούδα,           οὐδαμῶς ἐλαχίστη εἶ ἐν τοῖς ἡγεμόσιν Ἰούδα        ἐκ σοῦ",γὰρ,"ἐξελεύσεται ἡγούμενος,           ὅστις ποιμανεῖ τὸν λαόν μου τὸν Ἰσραήλ.",γάρ,Louw Nida 89.23,γαρ,conjunction,—
NA28,Matthew 2:13,καὶ φεῦγε εἰς Αἴγυπτον καὶ ἴσθι ἐκεῖ ἕως ἂν εἴπω σοι· μέλλει,γὰρ,Ἡρῴδης ζητεῖν τὸ παιδίον τοῦ ἀπολέσαι αὐτό.,γάρ,Louw Nida 89.23,γαρ,conjunction,—
NA28,Matthew 2:20,λέγων· ἐγερθεὶς παράλαβε τὸ παιδίον καὶ τὴν μητέρα αὐτοῦ καὶ πορεύου εἰς γῆν Ἰσραήλ· τεθνήκασιν,γὰρ,οἱ ζητοῦντες τὴν ψυχὴν τοῦ παιδίου.,γάρ,Louw Nida 89.23,γαρ,conjunction,—
NA28,Matthew 3:2,[καὶ] λέγων· μετανοεῖτε· ἤγγικεν,γὰρ,ἡ βασιλεία τῶν οὐρανῶν.,γάρ,Louw Nida 89.23,γαρ,conjunction,—
NA28,Matthew 3:3,οὗτος,γάρ,ἐστιν ὁ ῥηθεὶς διὰ Ἠσαΐου τοῦ προφήτου λέγοντος·        φωνὴ βοῶντος ἐν τῇ ἐρήμῳ,γάρ,Louw Nida 89.23,γαρ,conjunction,—
NA28,Matthew 3:9,καὶ μὴ δόξητε λέγειν ἐν ἑαυτοῖς· πατέρα ἔχομεν τὸν Ἀβραάμ. λέγω,γὰρ,ὑμῖν ὅτι δύναται ὁ θεὸς ἐκ τῶν λίθων τούτων ἐγεῖραι τέκνα τῷ Ἀβραάμ.,γάρ,Louw Nida 89.23,γαρ,conjunction,—
NA28,Matthew 3:15,"ἀποκριθεὶς δὲ ὁ Ἰησοῦς εἶπεν πρὸς αὐτόν· ἄφες ἄρτι, οὕτως",γὰρ,πρέπον ἐστὶν ἡμῖν πληρῶσαι πᾶσαν δικαιοσύνην. τότε ἀφίησιν αὐτόν.,γάρ,Louw Nida 89.23,γαρ,conjunction,—
NA28,Matthew 4:6,"καὶ λέγει αὐτῷ· εἰ υἱὸς εἶ τοῦ θεοῦ, βάλε σεαυτὸν  κάτω· γέγραπται",γὰρ,"ὅτι        τοῖς ἀγγέλοις αὐτοῦ ἐντελεῖται περὶ σοῦ        καὶ ἐπὶ χειρῶν ἀροῦσίν σε,        μήποτε",γάρ,Louw Nida 89.23,γαρ,conjunction,—
NA28,Matthew 4:10,"τότε λέγει αὐτῷ ὁ Ἰησοῦς· ὕπαγε , σατανᾶ· γέγραπται",γάρ,· κύριον τὸν θεόν σου προσκυνήσεις καὶ αὐτῷ μόνῳ λατρεύσεις.,γάρ,Louw Nida 89.23,γαρ,conjunction,—
NA28,Matthew 4:17,Ἀπὸ τότε ἤρξατο ὁ Ἰησοῦς κηρύσσειν καὶ λέγειν· μετανοεῖτε· ἤγγικεν,γὰρ,ἡ βασιλεία τῶν οὐρανῶν.,γάρ,Louw Nida 89.23,γαρ,conjunction,—
NA28,Matthew 4:18,"Πέτρον καὶ Ἀνδρέαν τὸν ἀδελφὸν αὐτοῦ, βάλλοντας ἀμφίβληστρον εἰς τὴν θάλασσαν· ἦσαν",γὰρ,ἁλιεῖς.,γάρ,Louw Nida 89.23,γαρ,conjunction,—
NA28,Matthew 5:12,"χαίρετε καὶ ἀγαλλιᾶσθε, ὅτι ὁ μισθὸς ὑμῶν πολὺς ἐν τοῖς οὐρανοῖς· οὕτως",γὰρ,ἐδίωξαν τοὺς προφήτας τοὺς πρὸ ὑμῶν.,γάρ,Louw Nida 89.23,γαρ,conjunction,—
NA28,Matthew 5:18,ἀμὴν,γὰρ,"λέγω ὑμῖν· ἕως ἂν παρέλθῃ ὁ οὐρανὸς καὶ ἡ γῆ, ἰῶτα ἓν ἢ",γάρ,Louw Nida 89.23,γαρ,conjunction,—
NA28,Matthew 5:20,Λέγω,γὰρ,ὑμῖν ὅτι ἐὰν μὴ περισσεύσῃ ὑμῶν ἡ δικαιοσύνη πλεῖον τῶν γραμματέων καὶ Φαρισαίων,γάρ,Louw Nida 91.1,γαρ,conjunction,—
NA28,Matthew 5:29,"Εἰ δὲ ὁ ὀφθαλμός σου ὁ δεξιὸς σκανδαλίζει σε, ἔξελε αὐτὸν καὶ βάλε ἀπὸ σοῦ· συμφέρει",γάρ,σοι ἵνα ἀπόληται ἓν τῶν μελῶν σου καὶ μὴ ὅλον τὸ σῶμά σου βληθῇ εἰς γέενναν.,γάρ,Louw Nida 89.23,γαρ,conjunction,—
NA28,Matthew 5:30,"καὶ εἰ ἡ δεξιά σου χεὶρ σκανδαλίζει σε, ἔκκοψον αὐτὴν καὶ βάλε ἀπὸ σοῦ· συμφέρει",γάρ,σοι ἵνα ἀπόληται ἓν τῶν μελῶν σου καὶ μὴ ὅλον τὸ σῶμά σου εἰς γέενναν ἀπέλθῃ.,γάρ,Louw Nida 89.23,γαρ,conjunction,—
NA28,Matthew 5:46,ἐὰν,γὰρ,"ἀγαπήσητε τοὺς ἀγαπῶντας ὑμᾶς, τίνα μισθὸν ἔχετε; οὐχὶ καὶ οἱ τελῶναι τὸ αὐτὸ ποιοῦσιν;",γάρ,Louw Nida 89.23,γαρ,conjunction,—
NA28,Matthew 6:7,"Προσευχόμενοι δὲ μὴ βατταλογήσητε ὥσπερ οἱ ἐθνικοί, δοκοῦσιν",γὰρ,ὅτι ἐν τῇ πολυλογίᾳ αὐτῶν εἰσακουσθήσονται.,γάρ,Louw Nida 89.23,γαρ,conjunction,—
NA28,Matthew 6:8,μὴ οὖν ὁμοιωθῆτε αὐτοῖς· οἶδεν,γὰρ,ὁ πατὴρ ὑμῶν ὧν χρείαν ἔχετε πρὸ τοῦ ὑμᾶς αἰτῆσαι αὐτόν.,γάρ,Louw Nida 89.23,γαρ,conjunction,—
NA28,Matthew 6:14,Ἐὰν,γὰρ,"ἀφῆτε τοῖς ἀνθρώποις τὰ παραπτώματα αὐτῶν, ἀφήσει καὶ ὑμῖν ὁ πατὴρ ὑμῶν ὁ οὐράνιος·",γάρ,Louw Nida 89.23,γαρ,conjunction,—
NA28,Matthew 6:16,"Ὅταν δὲ νηστεύητε, μὴ γίνεσθε ὡς οἱ ὑποκριταὶ σκυθρωποί, ἀφανίζουσιν",γὰρ,"τὰ πρόσωπα αὐτῶν ὅπως φανῶσιν τοῖς ἀνθρώποις νηστεύοντες· ἀμὴν λέγω ὑμῖν,  ἀπέχουσιν τὸν μισθὸν αὐτῶν.",γάρ,Louw Nida 89.23,γαρ,conjunction,—
NA28,Matthew 6:21,ὅπου,γάρ,"ἐστιν ὁ θησαυρός σου, ἐκεῖ ἔσται καὶ ἡ καρδία σου.",γάρ,Louw Nida 89.23,γαρ,conjunction,—
NA28,Matthew 6:24,Οὐδεὶς  δύναται δυσὶ κυρίοις δουλεύειν· ἢ,γὰρ,"τὸν ἕνα μισήσει καὶ τὸν ἕτερον ἀγαπήσει, ἢ ἑνὸς ἀνθέξεται καὶ τοῦ ἑτέρου",γάρ,Louw Nida 89.23,γαρ,conjunction,—
NA28,Matthew 6:32,πάντα,γὰρ,ταῦτα τὰ ἔθνη ἐπιζητοῦσιν· οἶδεν γὰρ ὁ πατὴρ ὑμῶν ὁ οὐράνιος ὅτι χρῄζετε τούτων ἁπάντων.,γάρ,Louw Nida 89.23,γαρ,conjunction,—
NA28,Matthew 6:32,πάντα γὰρ ταῦτα τὰ ἔθνη ἐπιζητοῦσιν· οἶδεν,γὰρ,ὁ πατὴρ ὑμῶν ὁ οὐράνιος ὅτι χρῄζετε τούτων ἁπάντων.,γάρ,Louw Nida 89.23,γαρ,conjunction,—
NA28,Matthew 6:34,"Μὴ οὖν μεριμνήσητε εἰς τὴν αὔριον, ἡ",γὰρ,αὔριον μεριμνήσει ἑαυτῆς· ἀρκετὸν τῇ ἡμέρᾳ ἡ κακία αὐτῆς.,γάρ,Louw Nida 89.23,γαρ,conjunction,—
NA28,Matthew 7:2,ἐν ᾧ,γὰρ,"κρίματι κρίνετε κριθήσεσθε, καὶ ἐν ᾧ μέτρῳ μετρεῖτε μετρηθήσεται ὑμῖν.",γάρ,Louw Nida 89.23,γαρ,conjunction,—
NA28,Matthew 7:8,πᾶς,γὰρ,ὁ αἰτῶν λαμβάνει καὶ ὁ ζητῶν εὑρίσκει καὶ τῷ κρούοντι ἀνοιγήσεται.,γάρ,Louw Nida 89.23,γαρ,conjunction,—
NA28,Matthew 7:12,"Πάντα οὖν ὅσα ἐὰν θέλητε ἵνα ποιῶσιν ὑμῖν οἱ ἄνθρωποι, οὕτως καὶ ὑμεῖς ποιεῖτε αὐτοῖς· οὗτος",γάρ,ἐστιν ὁ νόμος καὶ οἱ προφῆται.,γάρ,Louw Nida 89.23,γαρ,conjunction,—
NA28,Matthew 7:25,"ἔπνευσαν οἱ ἄνεμοι καὶ προσέπεσαν τῇ οἰκίᾳ ἐκείνῃ καὶ οὐκ ἔπεσεν, τεθεμελίωτο",γὰρ,ἐπὶ τὴν πέτραν.,γάρ,Louw Nida 89.23,γαρ,conjunction,—
NA28,Matthew 7:29,ἦν,γὰρ,διδάσκων αὐτοὺς ὡς ἐξουσίαν ἔχων καὶ οὐχ ὡς οἱ γραμματεῖς αὐτῶν.,γάρ,Louw Nida 89.23,γαρ,conjunction,—
NA28,Matthew 8:9,καὶ,γὰρ,"ἐγὼ ἄνθρωπός εἰμι ὑπὸ ἐξουσίαν , ἔχων ὑπʼ ἐμαυτὸν στρατιώτας, καὶ λέγω τούτῳ· πορεύθητι",γάρ,Louw Nida 89.23,γαρ,conjunction,—
NA28,Matthew 9:5,τί,γάρ,"ἐστιν εὐκοπώτερον, εἰπεῖν· ἀφίενταί σου αἱ ἁμαρτίαι, ἢ εἰπεῖν· ἔγειρε καὶ περιπάτει;",γάρ,Louw Nida 91.1,γαρ,conjunction,—
NA28,Matthew 9:13,πορευθέντες δὲ μάθετε τί ἐστιν· ἔλεος θέλω καὶ οὐ θυσίαν· οὐ,γὰρ,ἦλθον καλέσαι δικαίους ἀλλʼ ἁμαρτωλούς.,γάρ,Louw Nida 89.23,γαρ,conjunction,—
NA28,Matthew 9:16,οὐδεὶς δὲ ἐπιβάλλει ἐπίβλημα ῥάκους ἀγνάφου ἐπὶ ἱματίῳ παλαιῷ· αἴρει,γὰρ,τὸ πλήρωμα αὐτοῦ ἀπὸ τοῦ ἱματίου καὶ χεῖρον σχίσμα γίνεται.,γάρ,Louw Nida 89.23,γαρ,conjunction,—
NA28,Matthew 9:21,ἔλεγεν,γὰρ,ἐν ἑαυτῇ· ἐὰν μόνον ἅψωμαι τοῦ ἱματίου αὐτοῦ σωθήσομαι.,γάρ,Louw Nida 89.23,γαρ,conjunction,—
NA28,Matthew 9:24,"ἔλεγεν· ἀναχωρεῖτε, οὐ",γὰρ,ἀπέθανεν τὸ κοράσιον ἀλλὰ καθεύδει. καὶ κατεγέλων αὐτοῦ.,γάρ,Louw Nida 89.23,γαρ,conjunction,—
NA28,Matthew 10:10,μὴ πήραν εἰς ὁδὸν μηδὲ δύο χιτῶνας μηδὲ ὑποδήματα μηδὲ ῥάβδον· ἄξιος,γὰρ,ὁ ἐργάτης τῆς τροφῆς αὐτοῦ.,γάρ,Louw Nida 89.23,γαρ,conjunction,—
NA28,Matthew 10:17,Προσέχετε δὲ ἀπὸ τῶν ἀνθρώπων· παραδώσουσιν,γὰρ,ὑμᾶς εἰς συνέδρια καὶ ἐν ταῖς συναγωγαῖς αὐτῶν μαστιγώσουσιν ὑμᾶς·,γάρ,Louw Nida 89.23,γαρ,conjunction,—
NA28,Matthew 10:19,"ὅταν δὲ παραδῶσιν ὑμᾶς, μὴ μεριμνήσητε πῶς ἢ τί λαλήσητε· δοθήσεται",γὰρ,ὑμῖν ἐν ἐκείνῃ τῇ ὥρᾳ τί λαλήσητε·,γάρ,Louw Nida 89.23,γαρ,conjunction,—
NA28,Matthew 10:20,οὐ,γὰρ,ὑμεῖς ἐστε οἱ λαλοῦντες ἀλλὰ τὸ πνεῦμα τοῦ πατρὸς ὑμῶν τὸ λαλοῦν ἐν ὑμῖν.,γάρ,Louw Nida 89.23,γαρ,conjunction,—
