Resource,Reference,Previous Context,Result,Next Context,Lemma (Greek),Louw-Nida,Root,Part of Speech,Adverb/particle Type (Logos Greek)
NA28,Matthew 3:11,Ἐγὼ,μὲν,"ὑμᾶς βαπτίζω ἐν ὕδατι εἰς μετάνοιαν, ὁ δὲ ὀπίσω μου ἐρχόμενος ἰσχυρότερός μού",μέν,Louw Nida 89.136,μεν,"particle, conjunction",correlative
NA28,Matthew 9:37,τότε λέγει τοῖς μαθηταῖς αὐτοῦ· ὁ,μὲν,"θερισμὸς πολύς, οἱ δὲ ἐργάται ὀλίγοι·",μέν,Louw Nida 89.136,μεν,"particle, conjunction","emphatic, correlative"
NA28,Matthew 10:13,καὶ ἐὰν,μὲν,"ᾖ ἡ οἰκία ἀξία, ἐλθάτω ἡ εἰρήνη ὑμῶν ἐπʼ αὐτήν, ἐὰν δὲ μὴ",μέν,Louw Nida 89.136,μεν,"particle, conjunction",emphatic
NA28,Matthew 13:4,καὶ ἐν τῷ σπείρειν αὐτὸν ἃ,μὲν,"ἔπεσεν παρὰ τὴν ὁδόν, καὶ ἐλθόντα τὰ πετεινὰ   κατέφαγεν αὐτά.",μέν,Louw Nida 89.104,μεν,"particle, conjunction",correlative
NA28,Matthew 13:8,"ἄλλα δὲ ἔπεσεν ἐπὶ τὴν γῆν τὴν καλὴν καὶ ἐδίδου καρπόν, ὃ",μὲν,"ἑκατόν, ὃ δὲ ἑξήκοντα, ὃ δὲ τριάκοντα.",μέν,Louw Nida 89.104,μεν,"particle, conjunction",correlative
NA28,Matthew 13:23,"ὁ τὸν λόγον ἀκούων καὶ συνιείς, ὃς δὴ καρποφορεῖ καὶ ποιεῖ ὃ",μὲν,"ἑκατόν, ὃ δὲ ἑξήκοντα, ὃ δὲ τριάκοντα.",μέν,Louw Nida 89.104,μεν,"particle, conjunction",correlative
NA28,Matthew 13:32,ὃ μικρότερον,μέν,"ἐστιν πάντων τῶν σπερμάτων, ὅταν δὲ αὐξηθῇ μεῖζον τῶν λαχάνων ἐστὶν καὶ γίνεται",μέν,Louw Nida 89.136,μεν,"particle, conjunction",emphatic
NA28,Matthew 16:3,"καὶ πρωΐ· σήμερον χειμών, πυρράζει γὰρ στυγνάζων ὁ οὐρανός. τὸ",μὲν,"πρόσωπον τοῦ οὐρανοῦ γινώσκετε διακρίνειν, τὰ δὲ σημεῖα τῶν καιρῶν οὐ δύνασθε]",μέν,Louw Nida 89.136,μεν,"particle, conjunction",emphatic
NA28,Matthew 16:14,οἱ δὲ εἶπαν· οἱ,μὲν,"Ἰωάννην τὸν βαπτιστήν, ἄλλοι δὲ Ἠλίαν, ἕτεροι δὲ Ἰερεμίαν ἢ ἕνα τῶν προφητῶν.",μέν,Louw Nida 89.136,μεν,"particle, conjunction",correlative
NA28,Matthew 17:11,ὁ δὲ  ἀποκριθεὶς εἶπεν· Ἠλίας,μὲν,ἔρχεται  καὶ ἀποκαταστήσει πάντα·,μέν,Louw Nida 89.136,μεν,"particle, conjunction",emphatic
NA28,Matthew 20:23,λέγει αὐτοῖς·  τὸ,μὲν,"ποτήριόν μου πίεσθε, τὸ δὲ καθίσαι ἐκ δεξιῶν μου καὶ ἐξ εὐωνύμων  οὐκ",μέν,Louw Nida 89.136,μεν,"particle, conjunction","emphatic, correlative"
NA28,Matthew 21:35,καὶ λαβόντες οἱ γεωργοὶ τοὺς δούλους αὐτοῦ ὃν,μὲν,"ἔδειραν, ὃν δὲ ἀπέκτειναν, ὃν δὲ ἐλιθοβόλησαν.",μέν,Louw Nida 89.104,μεν,"particle, conjunction",correlative
NA28,Matthew 22:5,"οἱ δὲ ἀμελήσαντες ἀπῆλθον, ὃς",μὲν,"εἰς τὸν ἴδιον ἀγρόν, ὃς δὲ ἐπὶ τὴν ἐμπορίαν αὐτοῦ·",μέν,Louw Nida 89.104,μεν,"particle, conjunction",correlative
NA28,Matthew 22:8,τότε λέγει τοῖς δούλοις αὐτοῦ· ὁ,μὲν,"γάμος ἕτοιμός ἐστιν, οἱ δὲ κεκλημένοι οὐκ ἦσαν ἄξιοι·",μέν,Louw Nida 89.136,μεν,"particle, conjunction",correlative
NA28,Matthew 23:27,"Οὐαὶ ὑμῖν, γραμματεῖς καὶ Φαρισαῖοι ὑποκριταί, ὅτι παρομοιάζετε τάφοις κεκονιαμένοις, οἵτινες ἔξωθεν",μὲν,"φαίνονται ὡραῖοι, ἔσωθεν δὲ γέμουσιν ὀστέων νεκρῶν καὶ πάσης ἀκαθαρσίας.",μέν,Louw Nida 89.136,μεν,"particle, conjunction",correlative
NA28,Matthew 23:28,οὕτως καὶ ὑμεῖς ἔξωθεν,μὲν,"φαίνεσθε τοῖς ἀνθρώποις δίκαιοι, ἔσωθεν δέ ἐστε μεστοὶ ὑποκρίσεως καὶ ἀνομίας.",μέν,Louw Nida 89.136,μεν,"particle, conjunction",correlative
NA28,Matthew 25:15,καὶ ᾧ,μὲν,"ἔδωκεν πέντε τάλαντα, ᾧ δὲ δύο, ᾧ δὲ ἕν, ἑκάστῳ κατὰ τὴν ἰδίαν δύναμιν, καὶ ἀπεδήμησεν. εὐθέως",μέν,Louw Nida 89.104,μεν,"particle, conjunction",correlative
NA28,Matthew 25:33,καὶ στήσει τὰ,μὲν,"πρόβατα ἐκ δεξιῶν αὐτοῦ, τὰ δὲ ἐρίφια ἐξ εὐωνύμων.",μέν,Louw Nida 89.136,μεν,"particle, conjunction",correlative
NA28,Matthew 26:24,ὁ,μὲν,"υἱὸς τοῦ ἀνθρώπου ὑπάγει καθὼς γέγραπται περὶ αὐτοῦ, οὐαὶ δὲ τῷ ἀνθρώπῳ ἐκείνῳ",μέν,Louw Nida 89.136,μεν,"particle, conjunction",correlative
NA28,Matthew 26:41,"γρηγορεῖτε καὶ προσεύχεσθε, ἵνα μὴ εἰσέλθητε εἰς πειρασμόν· τὸ",μὲν,πνεῦμα πρόθυμον ἡ δὲ σὰρξ ἀσθενής.,μέν,Louw Nida 89.136,μεν,"particle, conjunction",correlative
NA28,Mark 4:4,καὶ ἐγένετο ἐν τῷ σπείρειν ὃ,μὲν,"ἔπεσεν παρὰ τὴν ὁδόν, καὶ ἦλθεν τὰ πετεινὰ καὶ κατέφαγεν αὐτό.",μέν,Louw Nida 89.104,μεν,"particle, conjunction",correlative
NA28,Mark 9:12,ὁ δὲ ἔφη αὐτοῖς·  Ἠλίας,μὲν,ἐλθὼν πρῶτον ἀποκαθιστάνει πάντα· καὶ πῶς γέγραπται ἐπὶ τὸν υἱὸν τοῦ ἀνθρώπου ἵνα πολλὰ πάθῃ καὶ ἐξουδενηθῇ;,μέν,Louw Nida 91.6,μεν,particle,emphatic
NA28,Mark 12:5,"καὶ ἄλλον ἀπέστειλεν· κἀκεῖνον ἀπέκτειναν, καὶ πολλοὺς ἄλλους, οὓς",μὲν,"δέροντες, οὓς δὲ ἀποκτέννοντες.",μέν,Louw Nida 89.104,μεν,"particle, conjunction",correlative
NA28,Mark 14:21,ὅτι ὁ,μὲν,"υἱὸς τοῦ ἀνθρώπου ὑπάγει καθὼς γέγραπται περὶ αὐτοῦ, οὐαὶ δὲ τῷ ἀνθρώπῳ ἐκείνῳ",μέν,Louw Nida 89.136,μεν,"particle, conjunction",correlative
NA28,Mark 14:38,"γρηγορεῖτε καὶ προσεύχεσθε, ἵνα μὴ ἔλθητε εἰς πειρασμόν· τὸ",μὲν,πνεῦμα πρόθυμον ἡ δὲ σὰρξ ἀσθενής.,μέν,Louw Nida 89.136,μεν,"particle, conjunction",correlative
NA28,Mark 16:19,Ὁ,μὲν,οὖν κύριος Ἰησοῦς μετὰ τὸ λαλῆσαι αὐτοῖς ἀνελήμφθη εἰς τὸν οὐρανὸν καὶ ἐκάθισεν ἐκ δεξιῶν τοῦ θεοῦ.,μέν,Louw Nida 91.6,μεν,"particle, conjunction",emphatic
NA28,Luke 3:16,ἀπεκρίνατο λέγων πᾶσιν ὁ Ἰωάννης·  ἐγὼ,μὲν,"ὕδατι βαπτίζω ὑμᾶς· ἔρχεται δὲ ὁ ἰσχυρότερός μου, οὗ οὐκ εἰμὶ ἱκανὸς λῦσαι",μέν,Louw Nida 89.136,μεν,"particle, conjunction",correlative
NA28,Luke 3:18,Πολλὰ,μὲν,οὖν καὶ ἕτερα παρακαλῶν εὐηγγελίζετο τὸν λαόν.,μέν,Louw Nida 91.3,μεν,"particle, conjunction",correlative
