Result,Lemma (Greek),Tense (Logos Greek),Voice (Logos Greek),Mood (Logos Greek),Person (Logos Greek),Number (Logos Greek),Reference,Previous Context,Next Context
Ἔχοντες,ἔχω,present,active,participle,—,plural,2 Corinthians 3:12,—,οὖν τοιαύτην ἐλπίδα πολλῇ παρρησίᾳ χρώμεθα
Ἔχοντες,ἔχω,present,active,participle,—,plural,2 Corinthians 4:13,—,"δὲ τὸ αὐτὸ πνεῦμα τῆς πίστεως κατὰ τὸ γεγραμμένον· ἐπίστευσα, διὸ  ἐλάλησα, καὶ"
Ἔχοντες,ἔχω,present,active,participle,—,plural,Hebrews 4:14,—,"οὖν ἀρχιερέα μέγαν διεληλυθότα τοὺς οὐρανούς, Ἰησοῦν τὸν υἱὸν τοῦ θεοῦ, κρατῶμεν τῆς ὁμολογίας."
Ἔχοντες,ἔχω,present,active,participle,—,plural,Hebrews 10:19,—,"οὖν, ἀδελφοί, παρρησίαν εἰς τὴν εἴσοδον τῶν ἁγίων ἐν τῷ αἵματι Ἰησοῦ,"
Ἔχομεν,ἔχω,present,active,indicative,first person,plural,2 Corinthians 4:7,—,"δὲ τὸν θησαυρὸν τοῦτον ἐν ὀστρακίνοις σκεύεσιν, ἵνα ἡ ὑπερβολὴ τῆς δυνάμεως ᾖ"
ἕξουσιν,ἔχω,future,active,indicative,third person,plural,Mark 16:18,"τι πίωσιν οὐ μὴ αὐτοὺς βλάψῃ, ἐπὶ ἀρρώστους χεῖρας ἐπιθήσουσιν καὶ καλῶς",.
ἕξουσιν,ἔχω,future,active,indicative,third person,plural,1 Corinthians 7:28,"ἐὰν δὲ καὶ γαμήσῃς, οὐχ ἥμαρτες, καὶ ἐὰν γήμῃ ἡ παρθένος, οὐχ ἥμαρτεν· θλῖψιν δὲ τῇ σαρκὶ","οἱ τοιοῦτοι, ἐγὼ δὲ ὑμῶν φείδομαι."
ἕξετε,ἔχω,future,active,indicative,second person,plural,Revelation 2:10,μηδὲν φοβοῦ ἃ μέλλεις πάσχειν. ἰδοὺ  μέλλει βάλλειν ὁ διάβολος ἐξ ὑμῶν εἰς φυλακὴν ἵνα πειρασθῆτε καὶ,"θλῖψιν ἡμερῶν δέκα. γίνου πιστὸς ἄχρι θανάτου, καὶ δώσω σοι τὸν στέφανον τῆς ζωῆς."
ἕξει,ἔχω,future,active,indicative,third person,singular,Matthew 1:23,ἰδοὺ ἡ παρθένος ἐν γαστρὶ,"καὶ τέξεται υἱόν,        καὶ καλέσουσιν τὸ ὄνομα αὐτοῦ Ἐμμανουήλ,  ὅ ἐστιν μεθερμηνευόμενον μεθʼ ἡμῶν ὁ θεός."
ἕξεις,ἔχω,future,active,indicative,second person,singular,Matthew 19:21,"ἔφη αὐτῷ ὁ Ἰησοῦς· εἰ θέλεις τέλειος εἶναι, ὕπαγε πώλησόν σου τὰ ὑπάρχοντα καὶ δὸς [τοῖς] πτωχοῖς, καὶ","θησαυρὸν ἐν οὐρανοῖς, καὶ δεῦρο ἀκολούθει μοι."
ἕξεις,ἔχω,future,active,indicative,second person,singular,Mark 10:21,"ἕν σε ὑστερεῖ· ὕπαγε, ὅσα ἔχεις πώλησον καὶ δὸς [τοῖς] πτωχοῖς, καὶ","θησαυρὸν ἐν οὐρανῷ, καὶ δεῦρο ἀκολούθει μοι."
ἕξεις,ἔχω,future,active,indicative,second person,singular,Luke 18:22,"ἀκούσας δὲ  ὁ Ἰησοῦς εἶπεν αὐτῷ· ἔτι ἕν σοι λείπει· πάντα ὅσα ἔχεις πώλησον καὶ διάδος πτωχοῖς, καὶ","θησαυρὸν ἐν [τοῖς] οὐρανοῖς, καὶ δεῦρο ἀκολούθει μοι."
ἕξεις,ἔχω,future,active,indicative,second person,singular,Romans 13:3,"τῷ κακῷ. θέλεις δὲ μὴ φοβεῖσθαι τὴν ἐξουσίαν· τὸ ἀγαθὸν ποίει, καὶ",ἔπαινον ἐξ αὐτῆς·
ἕξει,ἔχω,future,active,indicative,third person,singular,Matthew 12:11,ὁ δὲ εἶπεν αὐτοῖς· τίς ἔσται ἐξ ὑμῶν ἄνθρωπος ὃς,"πρόβατον ἓν καὶ ἐὰν ἐμπέσῃ τοῦτο τοῖς σάββασιν εἰς βόθυνον, οὐχὶ κρατήσει αὐτὸ καὶ ἐγερεῖ;"
ἕξει,ἔχω,future,active,indicative,third person,singular,Luke 11:5,Καὶ εἶπεν πρὸς αὐτούς· τίς ἐξ ὑμῶν,"φίλον καὶ πορεύσεται πρὸς αὐτὸν μεσονυκτίου καὶ εἴπῃ αὐτῷ· φίλε, χρῆσόν μοι τρεῖς ἄρτους,"
ἕξει,ἔχω,future,active,indicative,third person,singular,John 8:12,"τοῦ κόσμου· ὁ ἀκολουθῶν ἐμοὶ οὐ μὴ περιπατήσῃ ἐν τῇ σκοτίᾳ, ἀλλʼ",τὸ φῶς τῆς ζωῆς.
ἕξει,ἔχω,future,active,indicative,third person,singular,Galatians 6:4,"τὸ δὲ ἔργον ἑαυτοῦ δοκιμαζέτω ἕκαστος, καὶ τότε εἰς ἑαυτὸν μόνον τὸ καύχημα",καὶ οὐκ εἰς τὸν ἕτερον·
ἕξει,ἔχω,future,active,indicative,third person,singular,2 Timothy 2:17,καὶ ὁ λόγος αὐτῶν ὡς γάγγραινα νομὴν,". ὧν ἐστιν Ὑμέναιος καὶ Φίλητος,"
ἔχῃ,ἔχω,present,active,subjunctive,third person,singular,Luke 8:18,Βλέπετε οὖν πῶς ἀκούετε· ὃς ἂν γὰρ,", δοθήσεται αὐτῷ· καὶ ὃς ἂν μὴ ἔχῃ, καὶ ὃ δοκεῖ ἔχειν ἀρθήσεται ἀπʼ αὐτοῦ."
ἔχῃ,ἔχω,present,active,subjunctive,third person,singular,Luke 8:18,"Βλέπετε οὖν πῶς ἀκούετε· ὃς ἂν γὰρ ἔχῃ, δοθήσεται αὐτῷ· καὶ ὃς ἂν μὴ",", καὶ ὃ δοκεῖ ἔχειν ἀρθήσεται ἀπʼ αὐτοῦ."
ἔχῃ,ἔχω,present,active,subjunctive,third person,singular,John 3:15,ἵνα πᾶς ὁ πιστεύων ἐν αὐτῷ,ζωὴν αἰώνιον.
ἔχῃ,ἔχω,present,active,subjunctive,third person,singular,John 3:16,"τὸν μονογενῆ ἔδωκεν, ἵνα πᾶς ὁ πιστεύων εἰς αὐτὸν μὴ ἀπόληται ἀλλʼ",ζωὴν αἰώνιον.
ἔχῃ,ἔχω,present,active,subjunctive,third person,singular,John 6:40,"τοῦτο γάρ ἐστιν τὸ θέλημα τοῦ πατρός μου, ἵνα πᾶς ὁ θεωρῶν τὸν υἱὸν καὶ πιστεύων εἰς αὐτὸν","ζωὴν αἰώνιον, καὶ ἀναστήσω αὐτὸν ἐγὼ [ἐν] τῇ ἐσχάτῃ ἡμέρᾳ."
ἔχῃ,ἔχω,present,active,subjunctive,third person,singular,2 Corinthians 8:12,"εἰ γὰρ ἡ προθυμία πρόκειται, καθὸ ἐὰν","εὐπρόσδεκτος, οὐ καθὸ οὐκ ἔχει."
ἔχῃ,ἔχω,present,active,subjunctive,third person,singular,Ephesians 4:28,"ὁ κλέπτων μηκέτι κλεπτέτω, μᾶλλον δὲ κοπιάτω ἐργαζόμενος ταῖς [ἰδίαις] χερσὶν τὸ ἀγαθόν, ἵνα",μεταδιδόναι τῷ χρείαν ἔχοντι.
ἔχῃ,ἔχω,present,active,subjunctive,third person,singular,Colossians 3:13,ἀνεχόμενοι ἀλλήλων καὶ χαριζόμενοι ἑαυτοῖς ἐάν τις πρός τινα,"μομφήν· καθὼς καὶ ὁ κύριος ἐχαρίσατο ὑμῖν, οὕτως καὶ ὑμεῖς·"
ἔχῃ,ἔχω,present,active,subjunctive,third person,singular,James 2:14,"Τί τὸ ὄφελος, ἀδελφοί μου, ἐὰν πίστιν λέγῃ τις ἔχειν, ἔργα δὲ μὴ",; μὴ δύναται ἡ πίστις σῶσαι αὐτόν;
ἔχῃ,ἔχω,present,active,subjunctive,third person,singular,James 2:17,"οὕτως καὶ ἡ πίστις, ἐὰν μὴ","ἔργα, νεκρά ἐστιν καθʼ ἑαυτήν."
ἔχῃ,ἔχω,present,active,subjunctive,third person,singular,1 John 3:17,ὃς δʼ ἂν,τὸν βίον τοῦ κόσμου καὶ θεωρῇ τὸν ἀδελφὸν αὐτοῦ χρείαν ἔχοντα καὶ κλείσῃ
ἔχω,ἔχω,present,active,indicative,first person,singular,Matthew 3:14,ὁ δὲ Ἰωάννης διεκώλυεν αὐτὸν λέγων· ἐγὼ χρείαν,"ὑπὸ σοῦ βαπτισθῆναι, καὶ σὺ ἔρχῃ πρός με;"
ἔχω,ἔχω,present,active,indicative,first person,singular,Luke 14:18,καὶ ἤρξαντο ἀπὸ μιᾶς πάντες παραιτεῖσθαι. ὁ πρῶτος εἶπεν αὐτῷ· ἀγρὸν ἠγόρασα καὶ,"ἀνάγκην ἐξελθὼν ἰδεῖν αὐτόν· ἐρωτῶ σε, ἔχε με παρῃτημένον."
ἔχω,ἔχω,present,active,indicative,first person,singular,Acts 21:13,καρδίαν; ἐγὼ γὰρ οὐ μόνον δεθῆναι  ἀλλὰ καὶ ἀποθανεῖν εἰς Ἰερουσαλὴμ ἑτοίμως,ὑπὲρ τοῦ ὀνόματος τοῦ κυρίου Ἰησοῦ.
ἔχω,ἔχω,present,active,indicative,first person,singular,1 Corinthians 12:21,οὐ δύναται δὲ ὁ ὀφθαλμὸς εἰπεῖν τῇ χειρί· χρείαν σου οὐκ,", ἢ πάλιν ἡ κεφαλὴ τοῖς ποσίν· χρείαν ὑμῶν οὐκ ἔχω·"
ἔχω,ἔχω,present,active,indicative,first person,singular,1 Corinthians 12:21,"σου οὐκ ἔχω, ἢ πάλιν ἡ κεφαλὴ τοῖς ποσίν· χρείαν ὑμῶν οὐκ",·
ἔχω,ἔχω,present,active,indicative,first person,singular,2 Corinthians 12:14,Ἰδοὺ τρίτον τοῦτο ἑτοίμως,"ἐλθεῖν πρὸς ὑμᾶς, καὶ οὐ καταναρκήσω· οὐ γὰρ ζητῶ τὰ ὑμῶν ἀλλʼ ὑμᾶς"
ἔχω,ἔχω,present,active,indicative,first person,singular,Revelation 2:14,ἀλλʼ,"κατὰ σοῦ ὀλίγα ὅτι ἔχεις ἐκεῖ κρατοῦντας τὴν διδαχὴν Βαλαάμ, ὃς ἐδίδασκεν τῷ"
ἔχω,ἔχω,present,active,indicative,first person,singular,Revelation 2:20,ἀλλʼ,"κατὰ σοῦ  ὅτι ἀφεῖς τὴν γυναῖκα  Ἰεζάβελ, ἡ λέγουσα ἑαυτὴν προφῆτιν  καὶ διδάσκει"
ἔχω,ἔχω,present,active,indicative,first person,singular,Revelation 3:17,ὅτι λέγεις ὅτι πλούσιός εἰμι καὶ πεπλούτηκα καὶ οὐδὲν χρείαν,", καὶ οὐκ οἶδας ὅτι σὺ εἶ ὁ ταλαίπωρος καὶ  ἐλεεινὸς καὶ πτωχὸς καὶ τυφλὸς καὶ γυμνός,"
ἔχωσιν,ἔχω,present,active,subjunctive,third person,plural,1 Timothy 5:20,"Τοὺς  ἁμαρτάνοντας ἐνώπιον πάντων ἔλεγχε, ἵνα καὶ οἱ λοιποὶ φόβον",.
ἔχωσιν,ἔχω,present,active,subjunctive,third person,plural,John 8:6,"τοῦτο δὲ ἔλεγον πειράζοντες αὐτόν, ἵνα",κατηγορεῖν αὐτοῦ. ὁ δὲ Ἰησοῦς κάτω κύψας τῷ δακτύλῳ κατέγραφεν εἰς τὴν γῆν.
ἔχωσιν,ἔχω,present,active,subjunctive,third person,plural,John 10:10,ὁ κλέπτης οὐκ ἔρχεται εἰ μὴ ἵνα κλέψῃ καὶ θύσῃ καὶ ἀπολέσῃ· ἐγὼ ἦλθον ἵνα ζωὴν,καὶ περισσὸν ἔχωσιν.
ἔχωσιν,ἔχω,present,active,subjunctive,third person,plural,John 10:10,κλέψῃ καὶ θύσῃ καὶ ἀπολέσῃ· ἐγὼ ἦλθον ἵνα ζωὴν ἔχωσιν καὶ περισσὸν,.
ἔχωσιν,ἔχω,present,active,subjunctive,third person,plural,John 17:13,νῦν δὲ πρὸς σὲ ἔρχομαι καὶ ταῦτα λαλῶ ἐν τῷ κόσμῳ ἵνα,τὴν χαρὰν τὴν ἐμὴν πεπληρωμένην ἐν ἑαυτοῖς.
ἔχων,ἔχω,present,active,participle,—,singular,Luke 7:2,Ἑκατοντάρχου δέ τινος δοῦλος κακῶς,"ἤμελλεν τελευτᾶν, ὃς ἦν αὐτῷ ἔντιμος."
ἔχων,ἔχω,present,active,participle,—,singular,1 Corinthians 11:4,πᾶς ἀνὴρ προσευχόμενος ἢ προφητεύων κατὰ κεφαλῆς,καταισχύνει τὴν κεφαλὴν αὐτοῦ.
ἔχων,ἔχω,present,active,participle,—,singular,Matthew 7:29,ἦν γὰρ διδάσκων αὐτοὺς ὡς ἐξουσίαν,καὶ οὐχ ὡς οἱ γραμματεῖς αὐτῶν.
ἔχων,ἔχω,present,active,participle,—,singular,Matthew 8:9,"καὶ γὰρ ἐγὼ ἄνθρωπός εἰμι ὑπὸ ἐξουσίαν ,","ὑπʼ ἐμαυτὸν στρατιώτας, καὶ λέγω τούτῳ· πορεύθητι, καὶ πορεύεται, καὶ ἄλλῳ· ἔρχου, καὶ"
ἔχων,ἔχω,present,active,participle,—,singular,Matthew 11:15,ὁ,ὦτα  ἀκουέτω.
ἔχων,ἔχω,present,active,participle,—,singular,Matthew 12:10,καὶ ἰδοὺ ἄνθρωπος  χεῖρα,ξηράν. καὶ ἐπηρώτησαν αὐτὸν λέγοντες· εἰ ἔξεστιν τοῖς σάββασιν θεραπεῦσαι; ἵνα κατηγορήσωσιν αὐτοῦ.
ἔχων,ἔχω,present,active,participle,—,singular,Matthew 13:9,ὁ,ὦτα  ἀκουέτω.
ἔχων,ἔχω,present,active,participle,—,singular,Matthew 13:43,τότε οἱ δίκαιοι ἐκλάμψουσιν ὡς ὁ ἥλιος ἐν τῇ βασιλείᾳ τοῦ πατρὸς αὐτῶν. ὁ,ὦτα  ἀκουέτω.
ἔχων,ἔχω,present,active,participle,—,singular,Matthew 19:22,ἀκούσας δὲ ὁ νεανίσκος τὸν λόγον ἀπῆλθεν λυπούμενος· ἦν γὰρ,κτήματα πολλά.
ἔχων,ἔχω,present,active,participle,—,singular,Matthew 22:12,"καὶ λέγει αὐτῷ· ἑταῖρε, πῶς εἰσῆλθες ὧδε μὴ",ἔνδυμα γάμου; ὁ δὲ ἐφιμώθη.
ἔχων,ἔχω,present,active,participle,—,singular,Matthew 22:24,"λέγοντες· διδάσκαλε, Μωϋσῆς εἶπεν· ἐάν τις ἀποθάνῃ μὴ","τέκνα, ἐπιγαμβρεύσει ὁ ἀδελφὸς αὐτοῦ τὴν γυναῖκα αὐτοῦ καὶ ἀναστήσει σπέρμα τῷ ἀδελφῷ αὐτοῦ."
ἔχων,ἔχω,present,active,participle,—,singular,Matthew 22:25,"ἦσαν δὲ παρʼ ἡμῖν ἑπτὰ ἀδελφοί· καὶ ὁ πρῶτος γήμας ἐτελεύτησεν, καὶ μὴ",σπέρμα ἀφῆκεν τὴν γυναῖκα αὐτοῦ τῷ ἀδελφῷ αὐτοῦ·
ἔχων,ἔχω,present,active,participle,—,singular,Mark 1:22,καὶ ἐξεπλήσσοντο ἐπὶ τῇ διδαχῇ αὐτοῦ· ἦν γὰρ διδάσκων αὐτοὺς ὡς ἐξουσίαν,καὶ οὐχ ὡς οἱ γραμματεῖς.
ἔχων,ἔχω,present,active,participle,—,singular,Mark 3:1,Καὶ εἰσῆλθεν πάλιν εἰς τὴν συναγωγήν. καὶ ἦν ἐκεῖ ἄνθρωπος ἐξηραμμένην,τὴν χεῖρα.
ἔχων,ἔχω,present,active,participle,—,singular,Mark 10:22,ὁ δὲ στυγνάσας ἐπὶ τῷ λόγῳ ἀπῆλθεν λυπούμενος· ἦν γὰρ,κτήματα πολλά.
ἔχων,ἔχω,present,active,participle,—,singular,Luke 3:11,ἀποκριθεὶς δὲ ἔλεγεν αὐτοῖς· ὁ,"δύο χιτῶνας μεταδότω τῷ μὴ ἔχοντι, καὶ ὁ ἔχων βρώματα ὁμοίως ποιείτω."
ἔχων,ἔχω,present,active,participle,—,singular,Luke 3:11,"ἀποκριθεὶς δὲ ἔλεγεν αὐτοῖς· ὁ ἔχων δύο χιτῶνας μεταδότω τῷ μὴ ἔχοντι, καὶ ὁ",βρώματα ὁμοίως ποιείτω.
ἔχων,ἔχω,present,active,participle,—,singular,Luke 4:33,Καὶ ἐν τῇ συναγωγῇ ἦν ἄνθρωπος,πνεῦμα δαιμονίου ἀκαθάρτου καὶ ἀνέκραξεν φωνῇ μεγάλῃ·
ἔχων,ἔχω,present,active,participle,—,singular,Luke 7:8,καὶ γὰρ ἐγὼ ἄνθρωπός εἰμι ὑπὸ ἐξουσίαν τασσόμενος,"ὑπʼ ἐμαυτὸν στρατιώτας, καὶ λέγω τούτῳ· πορεύθητι, καὶ πορεύεται, καὶ ἄλλῳ· ἔρχου, καὶ"
ἔχων,ἔχω,present,active,participle,—,singular,Luke 8:8,καὶ ἕτερον ἔπεσεν εἰς τὴν γῆν τὴν ἀγαθὴν καὶ φυὲν ἐποίησεν καρπὸν ἑκατονταπλασίονα. ταῦτα λέγων ἐφώνει· ὁ,ὦτα ἀκούειν ἀκουέτω.
ἔχων,ἔχω,present,active,participle,—,singular,Luke 8:27,ἐξελθόντι δὲ αὐτῷ ἐπὶ τὴν γῆν ὑπήντησεν ἀνήρ τις ἐκ τῆς πόλεως,δαιμόνια καὶ χρόνῳ ἱκανῷ οὐκ ἐνεδύσατο ἱμάτιον καὶ ἐν οἰκίᾳ οὐκ ἔμενεν ἀλλʼ ἐν τοῖς μνήμασιν.
ἔχων,ἔχω,present,active,participle,—,singular,Luke 14:35,"οὔτε εἰς  γῆν οὔτε εἰς κοπρίαν εὔθετόν ἐστιν, ἔξω βάλλουσιν αὐτό. ὁ",ὦτα ἀκούειν ἀκουέτω.
ἔχων,ἔχω,present,active,participle,—,singular,Luke 15:4,τίς ἄνθρωπος ἐξ ὑμῶν,ἑκατὸν πρόβατα καὶ ἀπολέσας ἐξ αὐτῶν ἓν οὐ καταλείπει τὰ ἐνενήκοντα ἐννέα ἐν
ἔχων,ἔχω,present,active,participle,—,singular,Luke 17:7,Τίς δὲ ἐξ ὑμῶν δοῦλον,"ἀροτριῶντα ἢ ποιμαίνοντα, ὃς εἰσελθόντι ἐκ τοῦ ἀγροῦ  ἐρεῖ αὐτῷ· εὐθέως παρελθὼν ἀνάπεσε,"
ἔχων,ἔχω,present,active,participle,—,singular,Luke 19:17,"καὶ εἶπεν αὐτῷ· εὖγε, ἀγαθὲ δοῦλε, ὅτι ἐν ἐλαχίστῳ πιστὸς ἐγένου, ἴσθι ἐξουσίαν",ἐπάνω δέκα πόλεων.
ἔχων,ἔχω,present,active,participle,—,singular,Luke 20:28,"λέγοντες· διδάσκαλε, Μωϋσῆς ἔγραψεν ἡμῖν, ἐάν τινος ἀδελφὸς ἀποθάνῃ","γυναῖκα, καὶ οὗτος ἄτεκνος ᾖ, ἵνα λάβῃ ὁ ἀδελφὸς αὐτοῦ τὴν γυναῖκα καὶ"
ἔχων,ἔχω,present,active,participle,—,singular,Luke 22:36,εἶπεν δὲ αὐτοῖς· ἀλλὰ νῦν ὁ,"βαλλάντιον ἀράτω, ὁμοίως καὶ πήραν, καὶ ὁ μὴ ἔχων πωλησάτω τὸ ἱμάτιον αὐτοῦ καὶ ἀγορασάτω μάχαιραν."
ἔχων,ἔχω,present,active,participle,—,singular,Luke 22:36,"εἶπεν δὲ αὐτοῖς· ἀλλὰ νῦν ὁ ἔχων βαλλάντιον ἀράτω, ὁμοίως καὶ πήραν, καὶ ὁ μὴ",πωλησάτω τὸ ἱμάτιον αὐτοῦ καὶ ἀγορασάτω μάχαιραν.
ἔχων,ἔχω,present,active,participle,—,singular,John 3:29,ὁ,τὴν νύμφην νυμφίος ἐστίν· ὁ δὲ φίλος τοῦ νυμφίου ὁ ἑστηκὼς καὶ ἀκούων
ἔχων,ἔχω,present,active,participle,—,singular,John 5:5,ἦν δέ τις ἄνθρωπος ἐκεῖ τριάκοντα [καὶ] ὀκτὼ ἔτη,ἐν τῇ ἀσθενείᾳ αὐτοῦ·
ἔχων,ἔχω,present,active,participle,—,singular,John 12:6,"εἶπεν δὲ τοῦτο οὐχ ὅτι περὶ τῶν πτωχῶν ἔμελεν αὐτῷ, ἀλλʼ ὅτι κλέπτης ἦν καὶ τὸ γλωσσόκομον",τὰ βαλλόμενα ἐβάσταζεν.
ἔχων,ἔχω,present,active,participle,—,singular,John 14:21,ὁ,τὰς ἐντολάς μου καὶ τηρῶν αὐτὰς ἐκεῖνός ἐστιν ὁ ἀγαπῶν με· ὁ δὲ
ἔχων,ἔχω,present,active,participle,—,singular,John 18:10,Σίμων οὖν Πέτρος,μάχαιραν εἵλκυσεν αὐτὴν καὶ ἔπαισεν τὸν τοῦ ἀρχιερέως δοῦλον καὶ ἀπέκοψεν αὐτοῦ τὸ
ἔχων,ἔχω,present,active,participle,—,singular,Acts 24:15,ἐλπίδα,"εἰς τὸν θεὸν ἣν καὶ αὐτοὶ οὗτοι προσδέχονται, ἀνάστασιν μέλλειν ἔσεσθαι  δικαίων τε καὶ ἀδίκων."
ἔχων,ἔχω,present,active,participle,—,singular,Acts 28:19,ἀντιλεγόντων δὲ τῶν Ἰουδαίων  ἠναγκάσθην ἐπικαλέσασθαι Καίσαρα οὐχ ὡς τοῦ ἔθνους μου,τι κατηγορεῖν.
ἔχων,ἔχω,present,active,participle,—,singular,Romans 15:23,νυνὶ δὲ μηκέτι τόπον,"ἐν τοῖς κλίμασιν τούτοις, ἐπιποθίαν δὲ ἔχων τοῦ ἐλθεῖν πρὸς ὑμᾶς ἀπὸ πολλῶν ἐτῶν,"
ἔχων,ἔχω,present,active,participle,—,singular,Romans 15:23,"νυνὶ δὲ μηκέτι τόπον ἔχων ἐν τοῖς κλίμασιν τούτοις, ἐπιποθίαν δὲ","τοῦ ἐλθεῖν πρὸς ὑμᾶς ἀπὸ πολλῶν ἐτῶν,"
ἔχων,ἔχω,present,active,participle,—,singular,1 Corinthians 6:1,Τολμᾷ τις  ὑμῶν πρᾶγμα,πρὸς τὸν ἕτερον κρίνεσθαι ἐπὶ τῶν ἀδίκων καὶ οὐχὶ ἐπὶ τῶν ἁγίων;
ἔχων,ἔχω,present,active,participle,—,singular,1 Corinthians 7:37,ὃς δὲ ἕστηκεν ἐν τῇ καρδίᾳ αὐτοῦ ἑδραῖος μὴ,"ἀνάγκην, ἐξουσίαν δὲ ἔχει περὶ τοῦ ἰδίου θελήματος καὶ τοῦτο κέκρικεν ἐν τῇ"
ἔχων,ἔχω,present,active,participle,—,singular,Philippians 1:23,"συνέχομαι δὲ ἐκ τῶν δύο, τὴν ἐπιθυμίαν","εἰς τὸ ἀναλῦσαι καὶ σὺν Χριστῷ εἶναι, πολλῷ [γὰρ] μᾶλλον κρεῖσσον·"
ἔχων,ἔχω,present,active,participle,—,singular,Philippians 3:4,καίπερ ἐγὼ,"πεποίθησιν καὶ ἐν σαρκί. Εἴ τις δοκεῖ ἄλλος πεποιθέναι ἐν σαρκί, ἐγὼ μᾶλλον·"
ἔχων,ἔχω,present,active,participle,—,singular,Philippians 3:9,"καὶ εὑρεθῶ ἐν αὐτῷ, μὴ","ἐμὴν δικαιοσύνην τὴν ἐκ νόμου ἀλλὰ τὴν διὰ πίστεως Χριστοῦ, τὴν ἐκ θεοῦ δικαιοσύνην ἐπὶ τῇ πίστει,"
ἔχων,ἔχω,present,active,participle,—,singular,1 Timothy 1:19,—,"πίστιν καὶ ἀγαθὴν συνείδησιν, ἥν τινες ἀπωσάμενοι περὶ τὴν πίστιν ἐναυάγησαν,"
ἔχων,ἔχω,present,active,participle,—,singular,1 Timothy 6:16,ὁ μόνος,"ἀθανασίαν,       φῶς οἰκῶν ἀπρόσιτον,      ὃν εἶδεν οὐδεὶς ἀνθρώπων οὐδὲ ἰδεῖν δύναται·      ᾧ τιμὴ καὶ κράτος αἰώνιον, ἀμήν."
ἔχων,ἔχω,present,active,participle,—,singular,2 Timothy 2:19,"ὁ μέντοι στερεὸς θεμέλιος τοῦ θεοῦ ἕστηκεν,","τὴν σφραγῖδα ταύτην· ἔγνω κύριος  τοὺς ὄντας αὐτοῦ, καί· ἀποστήτω ἀπὸ ἀδικίας πᾶς"
ἔχων,ἔχω,present,active,participle,—,singular,Titus 1:6,"εἴ τίς ἐστιν ἀνέγκλητος, μιᾶς γυναικὸς ἀνήρ, τέκνα","πιστά, μὴ ἐν κατηγορίᾳ ἀσωτίας ἢ ἀνυπότακτα."
ἔχων,ἔχω,present,active,participle,—,singular,Titus 2:8,"λόγον ὑγιῆ ἀκατάγνωστον, ἵνα ὁ ἐξ ἐναντίας ἐντραπῇ μηδὲν",λέγειν περὶ ἡμῶν φαῦλον.
ἔχων,ἔχω,present,active,participle,—,singular,Philemon 8,Διὸ πολλὴν ἐν Χριστῷ παρρησίαν,ἐπιτάσσειν σοι τὸ ἀνῆκον
ἔχων,ἔχω,present,active,participle,—,singular,Hebrews 7:3,"ἀπάτωρ ἀμήτωρ ἀγενεαλόγητος, μήτε ἀρχὴν ἡμερῶν μήτε ζωῆς τέλος",", ἀφωμοιωμένος δὲ τῷ υἱῷ τοῦ θεοῦ, μένει ἱερεὺς εἰς τὸ διηνεκές."
ἔχων,ἔχω,present,active,participle,—,singular,Hebrews 10:1,Σκιὰν γὰρ,"ὁ νόμος τῶν μελλόντων ἀγαθῶν, οὐκ αὐτὴν τὴν εἰκόνα τῶν πραγμάτων, κατʼ ἐνιαυτὸν"
ἔχων,ἔχω,present,active,participle,—,singular,1 John 3:3,καὶ πᾶς ὁ,"τὴν ἐλπίδα ταύτην ἐπʼ αὐτῷ ἁγνίζει ἑαυτόν, καθὼς ἐκεῖνος ἁγνός ἐστιν."
ἔχων,ἔχω,present,active,participle,—,singular,1 John 5:12,ὁ,τὸν υἱὸν ἔχει τὴν ζωήν· ὁ μὴ ἔχων τὸν υἱὸν τοῦ θεοῦ τὴν ζωὴν οὐκ ἔχει.
ἔχων,ἔχω,present,active,participle,—,singular,1 John 5:12,ὁ ἔχων τὸν υἱὸν ἔχει τὴν ζωήν· ὁ μὴ,τὸν υἱὸν τοῦ θεοῦ τὴν ζωὴν οὐκ ἔχει.
ἔχων,ἔχω,present,active,participle,—,singular,2 John 12,Πολλὰ,"ὑμῖν γράφειν οὐκ ἐβουλήθην διὰ χάρτου καὶ μέλανος, ἀλλʼ ἐλπίζω γενέσθαι πρὸς ὑμᾶς"
ἔχων,ἔχω,present,active,participle,—,singular,Revelation 1:16,καὶ,ἐν τῇ δεξιᾷ χειρὶ αὐτοῦ ἀστέρας ἑπτὰ καὶ ἐκ τοῦ στόματος αὐτοῦ ῥομφαία
ἔχων,ἔχω,present,active,participle,—,singular,Revelation 2:7,Ὁ,οὖς ἀκουσάτω τί τὸ πνεῦμα λέγει ταῖς ἐκκλησίαις. Τῷ νικῶντι δώσω αὐτῷ φαγεῖν
ἔχων,ἔχω,present,active,participle,—,singular,Revelation 2:11,Ὁ,οὖς ἀκουσάτω τί τὸ πνεῦμα λέγει ταῖς ἐκκλησίαις. Ὁ νικῶν οὐ μὴ ἀδικηθῇ
ἔχων,ἔχω,present,active,participle,—,singular,Revelation 2:12,Καὶ τῷ ἀγγέλῳ τῆς ἐν Περγάμῳ ἐκκλησίας γράψον·  Τάδε λέγει ὁ,τὴν ῥομφαίαν τὴν δίστομον τὴν ὀξεῖαν·
