Result,Lemma (Greek),Tense (Logos Greek),Voice (Logos Greek),Mood (Logos Greek),Person (Logos Greek),Gender (Logos Greek),Case (Logos Greek),Number (Logos Greek),Reference,Previous Context,Next Context
κεφαλῆς,κεφαλή,—,—,—,—,feminine,genitive,singular,Matthew 27:37,Καὶ ἐπέθηκαν ἐπάνω τῆς,αὐτοῦ τὴν αἰτίαν αὐτοῦ γεγραμμένην·      οὗτός ἐστιν Ἰησοῦς ὁ βασιλεὺς τῶν Ἰουδαίων.
κεφαλὰς,κεφαλή,—,—,—,—,feminine,accusative,plural,Matthew 27:39,Οἱ δὲ παραπορευόμενοι ἐβλασφήμουν αὐτὸν κινοῦντες τὰς,αὐτῶν
κεφαλὴν,κεφαλή,—,—,—,—,feminine,accusative,singular,Mark 6:24,καὶ ἐξελθοῦσα εἶπεν τῇ μητρὶ αὐτῆς· τί αἰτήσωμαι; ἡ δὲ εἶπεν· τὴν,Ἰωάννου τοῦ βαπτίζοντος.
κεφαλὴν,κεφαλή,—,—,—,—,feminine,accusative,singular,Mark 6:25,καὶ εἰσελθοῦσα εὐθὺς μετὰ σπουδῆς πρὸς τὸν βασιλέα ᾐτήσατο λέγουσα· θέλω ἵνα ἐξαυτῆς δῷς μοι ἐπὶ πίνακι τὴν,Ἰωάννου τοῦ βαπτιστοῦ.
κεφαλὴν,κεφαλή,—,—,—,—,feminine,accusative,singular,Mark 6:27,καὶ εὐθὺς ἀποστείλας ὁ βασιλεὺς σπεκουλάτορα ἐπέταξεν ἐνέγκαι τὴν,αὐτοῦ. καὶ ἀπελθὼν ἀπεκεφάλισεν αὐτὸν ἐν τῇ φυλακῇ
κεφαλὴν,κεφαλή,—,—,—,—,feminine,accusative,singular,Mark 6:28,καὶ ἤνεγκεν τὴν,"αὐτοῦ ἐπὶ πίνακι καὶ ἔδωκεν αὐτὴν τῷ κορασίῳ, καὶ τὸ κοράσιον ἔδωκεν αὐτὴν τῇ μητρὶ αὐτῆς."
κεφαλὴν,κεφαλή,—,—,—,—,feminine,accusative,singular,Mark 12:10,"Οὐδὲ τὴν γραφὴν ταύτην ἀνέγνωτε·      λίθον ὃν ἀπεδοκίμασαν οἱ οἰκοδομοῦντες,        οὗτος ἐγενήθη εἰς",γωνίας·
κεφαλῆς,κεφαλή,—,—,—,—,feminine,genitive,singular,Mark 14:3,"ἔχουσα ἀλάβαστρον μύρου νάρδου πιστικῆς πολυτελοῦς, συντρίψασα τὴν ἀλάβαστρον κατέχεεν αὐτοῦ τῆς",.
κεφαλὴν,κεφαλή,—,—,—,—,feminine,accusative,singular,Mark 15:19,καὶ ἔτυπτον αὐτοῦ τὴν,καλάμῳ καὶ ἐνέπτυον αὐτῷ καὶ τιθέντες τὰ γόνατα προσεκύνουν αὐτῷ.
κεφαλὰς,κεφαλή,—,—,—,—,feminine,accusative,plural,Mark 15:29,Καὶ οἱ παραπορευόμενοι ἐβλασφήμουν αὐτὸν κινοῦντες τὰς,"αὐτῶν καὶ λέγοντες· οὐὰ ὁ καταλύων τὸν ναὸν καὶ οἰκοδομῶν ἐν τρισὶν ἡμέραις,"
κεφαλῆς,κεφαλή,—,—,—,—,feminine,genitive,singular,Luke 7:38,κλαίουσα τοῖς δάκρυσιν ἤρξατο βρέχειν τοὺς πόδας αὐτοῦ καὶ ταῖς θριξὶν τῆς,αὐτῆς ἐξέμασσεν καὶ κατεφίλει τοὺς πόδας αὐτοῦ καὶ ἤλειφεν τῷ μύρῳ.
κεφαλήν,κεφαλή,—,—,—,—,feminine,accusative,singular,Luke 7:46,ἐλαίῳ τὴν,μου οὐκ ἤλειψας· αὕτη δὲ μύρῳ ἤλειψεν τοὺς πόδας μου.
κεφαλὴν,κεφαλή,—,—,—,—,feminine,accusative,singular,Luke 9:58,"τοῦ οὐρανοῦ κατασκηνώσεις, ὁ δὲ υἱὸς τοῦ ἀνθρώπου οὐκ ἔχει ποῦ τὴν",κλίνῃ.
κεφαλῆς,κεφαλή,—,—,—,—,feminine,genitive,singular,Luke 12:7,ἀλλὰ καὶ αἱ τρίχες τῆς,ὑμῶν πᾶσαι ἠρίθμηνται. μὴ φοβεῖσθε· πολλῶν στρουθίων διαφέρετε.
κεφαλὴν,κεφαλή,—,—,—,—,feminine,accusative,singular,Luke 20:17,"ἐστιν τὸ γεγραμμένον τοῦτο·        λίθον ὃν ἀπεδοκίμασαν οἱ οἰκοδομοῦντες,           οὗτος ἐγενήθη εἰς",γωνίας;
κεφαλῆς,κεφαλή,—,—,—,—,feminine,genitive,singular,Luke 21:18,καὶ θρὶξ ἐκ τῆς,ὑμῶν οὐ μὴ ἀπόληται.
κεφαλὰς,κεφαλή,—,—,—,—,feminine,accusative,plural,Luke 21:28,ἀρχομένων δὲ τούτων γίνεσθαι ἀνακύψατε καὶ ἐπάρατε τὰς,"ὑμῶν, διότι ἐγγίζει ἡ ἀπολύτρωσις ὑμῶν."
κεφαλήν,κεφαλή,—,—,—,—,feminine,accusative,singular,John 13:9,"λέγει αὐτῷ Σίμων Πέτρος· κύριε, μὴ τοὺς πόδας μου μόνον ἀλλὰ καὶ τὰς χεῖρας καὶ τὴν",.
κεφαλῇ,κεφαλή,—,—,—,—,feminine,dative,singular,John 19:2,καὶ οἱ στρατιῶται πλέξαντες στέφανον ἐξ ἀκανθῶν ἐπέθηκαν αὐτοῦ τῇ,καὶ ἱμάτιον πορφυροῦν περιέβαλον αὐτὸν
κεφαλὴν,κεφαλή,—,—,—,—,feminine,accusative,singular,John 19:30,"ὅτε οὖν ἔλαβεν τὸ ὄξος [ὁ] Ἰησοῦς εἶπεν· τετέλεσται, καὶ κλίνας τὴν",παρέδωκεν τὸ πνεῦμα.
κεφαλῆς,κεφαλή,—,—,—,—,feminine,genitive,singular,John 20:7,"καὶ τὸ σουδάριον, ὃ ἦν ἐπὶ τῆς","αὐτοῦ, οὐ μετὰ τῶν ὀθονίων κείμενον ἀλλὰ χωρὶς ἐντετυλιγμένον εἰς ἕνα τόπον."
κεφαλῇ,κεφαλή,—,—,—,—,feminine,dative,singular,John 20:12,"καὶ θεωρεῖ δύο ἀγγέλους ἐν λευκοῖς καθεζομένους, ἕνα πρὸς τῇ","καὶ ἕνα πρὸς τοῖς ποσίν, ὅπου ἔκειτο τὸ σῶμα τοῦ Ἰησοῦ."
κεφαλὴν,κεφαλή,—,—,—,—,feminine,accusative,singular,Acts 4:11,"οὗτός ἐστιν ὁ λίθος, ὁ ἐξουθενηθεὶς ὑφʼ ὑμῶν τῶν οἰκοδόμων, ὁ γενόμενος εἰς",γωνίας.
κεφαλὴν,κεφαλή,—,—,—,—,feminine,accusative,singular,Acts 18:6,ἀντιτασσομένων δὲ αὐτῶν καὶ βλασφημούντων ἐκτιναξάμενος τὰ ἱμάτια εἶπεν πρὸς αὐτούς· τὸ αἷμα ὑμῶν ἐπὶ τὴν,ὑμῶν· καθαρὸς ἐγὼ ἀπὸ τοῦ νῦν εἰς τὰ ἔθνη πορεύσομαι.
κεφαλήν,κεφαλή,—,—,—,—,feminine,accusative,singular,Acts 18:18,"τὴν Συρίαν, καὶ σὺν αὐτῷ Πρίσκιλλα καὶ Ἀκύλας, κειράμενος ἐν Κεγχρεαῖς τὴν",", εἶχεν γὰρ εὐχήν."
κεφαλήν,κεφαλή,—,—,—,—,feminine,accusative,singular,Acts 21:24,τούτους παραλαβὼν ἁγνίσθητι σὺν αὐτοῖς καὶ δαπάνησον ἐπʼ αὐτοῖς ἵνα ξυρήσονται τὴν,", καὶ γνώσονται πάντες ὅτι ὧν κατήχηνται περὶ σοῦ οὐδέν ἐστιν ἀλλὰ στοιχεῖς καὶ αὐτὸς φυλάσσων τὸν νόμον."
κεφαλῆς,κεφαλή,—,—,—,—,feminine,genitive,singular,Acts 27:34,"διὸ παρακαλῶ ὑμᾶς μεταλαβεῖν τροφῆς· τοῦτο γὰρ πρὸς τῆς ὑμετέρας σωτηρίας ὑπάρχει, οὐδενὸς γὰρ ὑμῶν θρὶξ ἀπὸ τῆς",ἀπολεῖται.
κεφαλὴν,κεφαλή,—,—,—,—,feminine,accusative,singular,Romans 12:20,"ἐὰν διψᾷ, πότιζε αὐτόν· τοῦτο γὰρ ποιῶν ἄνθρακας πυρὸς σωρεύσεις ἐπὶ τὴν",αὐτοῦ.
κεφαλὴ,κεφαλή,—,—,—,—,feminine,nominative,singular,1 Corinthians 11:3,Θέλω δὲ ὑμᾶς εἰδέναι ὅτι παντὸς ἀνδρὸς ἡ,"ὁ Χριστός ἐστιν, κεφαλὴ δὲ γυναικὸς ὁ ἀνήρ, κεφαλὴ δὲ τοῦ Χριστοῦ ὁ θεός."
κεφαλὴ,κεφαλή,—,—,—,—,feminine,nominative,singular,1 Corinthians 11:3,"Θέλω δὲ ὑμᾶς εἰδέναι ὅτι παντὸς ἀνδρὸς ἡ κεφαλὴ ὁ Χριστός ἐστιν,","δὲ γυναικὸς ὁ ἀνήρ, κεφαλὴ δὲ τοῦ Χριστοῦ ὁ θεός."
κεφαλὴ,κεφαλή,—,—,—,—,feminine,nominative,singular,1 Corinthians 11:3,"Θέλω δὲ ὑμᾶς εἰδέναι ὅτι παντὸς ἀνδρὸς ἡ κεφαλὴ ὁ Χριστός ἐστιν, κεφαλὴ δὲ γυναικὸς ὁ ἀνήρ,",δὲ τοῦ Χριστοῦ ὁ θεός.
κεφαλῆς,κεφαλή,—,—,—,—,feminine,genitive,singular,1 Corinthians 11:4,πᾶς ἀνὴρ προσευχόμενος ἢ προφητεύων κατὰ,ἔχων καταισχύνει τὴν κεφαλὴν αὐτοῦ.
κεφαλὴν,κεφαλή,—,—,—,—,feminine,accusative,singular,1 Corinthians 11:4,πᾶς ἀνὴρ προσευχόμενος ἢ προφητεύων κατὰ κεφαλῆς ἔχων καταισχύνει τὴν,αὐτοῦ.
κεφαλῇ,κεφαλή,—,—,—,—,feminine,dative,singular,1 Corinthians 11:5,πᾶσα δὲ γυνὴ προσευχομένη ἢ προφητεύουσα ἀκατακαλύπτῳ τῇ,καταισχύνει τὴν κεφαλὴν αὐτῆς· ἓν γάρ ἐστιν καὶ τὸ αὐτὸ τῇ ἐξυρημένῃ.
κεφαλὴν,κεφαλή,—,—,—,—,feminine,accusative,singular,1 Corinthians 11:5,πᾶσα δὲ γυνὴ προσευχομένη ἢ προφητεύουσα ἀκατακαλύπτῳ τῇ κεφαλῇ καταισχύνει τὴν,αὐτῆς· ἓν γάρ ἐστιν καὶ τὸ αὐτὸ τῇ ἐξυρημένῃ.
κεφαλὴν,κεφαλή,—,—,—,—,feminine,accusative,singular,1 Corinthians 11:7,Ἀνὴρ μὲν γὰρ οὐκ ὀφείλει κατακαλύπτεσθαι τὴν,εἰκὼν καὶ δόξα θεοῦ ὑπάρχων· ἡ γυνὴ δὲ δόξα ἀνδρός ἐστιν.
κεφαλῆς,κεφαλή,—,—,—,—,feminine,genitive,singular,1 Corinthians 11:10,διὰ τοῦτο ὀφείλει ἡ γυνὴ ἐξουσίαν ἔχειν ἐπὶ τῆς,διὰ τοὺς ἀγγέλους.
κεφαλὴ,κεφαλή,—,—,—,—,feminine,nominative,singular,1 Corinthians 12:21,"οὐ δύναται δὲ ὁ ὀφθαλμὸς εἰπεῖν τῇ χειρί· χρείαν σου οὐκ ἔχω, ἢ πάλιν ἡ",τοῖς ποσίν· χρείαν ὑμῶν οὐκ ἔχω·
κεφαλὴν,κεφαλή,—,—,—,—,feminine,accusative,singular,Ephesians 1:22,καὶ πάντα ὑπέταξεν ὑπὸ τοὺς πόδας αὐτοῦ καὶ αὐτὸν ἔδωκεν,"ὑπὲρ πάντα τῇ ἐκκλησίᾳ,"
κεφαλή,κεφαλή,—,—,—,—,feminine,nominative,singular,Ephesians 4:15,"ἀληθεύοντες δὲ ἐν ἀγάπῃ αὐξήσωμεν εἰς αὐτὸν τὰ πάντα, ὅς ἐστιν ἡ",", Χριστός,"
κεφαλὴ,κεφαλή,—,—,—,—,feminine,nominative,singular,Ephesians 5:23,ὅτι ἀνήρ ἐστιν,"τῆς γυναικὸς ὡς καὶ ὁ Χριστὸς κεφαλὴ τῆς ἐκκλησίας, αὐτὸς σωτὴρ τοῦ σώματος·"
κεφαλὴ,κεφαλή,—,—,—,—,feminine,nominative,singular,Ephesians 5:23,ὅτι ἀνήρ ἐστιν κεφαλὴ τῆς γυναικὸς ὡς καὶ ὁ Χριστὸς,"τῆς ἐκκλησίας, αὐτὸς σωτὴρ τοῦ σώματος·"
κεφαλὴ,κεφαλή,—,—,—,—,feminine,nominative,singular,Colossians 1:18,καὶ αὐτός ἐστιν ἡ,"τοῦ σώματος τῆς ἐκκλησίας·        ὅς ἐστιν  ἀρχή,        πρωτότοκος ἐκ τῶν νεκρῶν,        ἵνα γένηται ἐν πᾶσιν αὐτὸς πρωτεύων,"
κεφαλὴ,κεφαλή,—,—,—,—,feminine,nominative,singular,Colossians 2:10,"καὶ ἐστὲ ἐν αὐτῷ πεπληρωμένοι, ὅς ἐστιν ἡ",πάσης ἀρχῆς καὶ ἐξουσίας.
κεφαλήν,κεφαλή,—,—,—,—,feminine,accusative,singular,Colossians 2:19,καὶ οὐ κρατῶν τὴν,", ἐξ οὗ πᾶν τὸ σῶμα διὰ τῶν ἁφῶν καὶ συνδέσμων ἐπιχορηγούμενον καὶ συμβιβαζόμενον"
κεφαλὴν,κεφαλή,—,—,—,—,feminine,accusative,singular,1 Peter 2:7,"ὑμῖν οὖν ἡ τιμὴ τοῖς πιστεύουσιν, ἀπιστοῦσιν δὲ λίθος ὃν ἀπεδοκίμασαν οἱ οἰκοδομοῦντες, οὗτος ἐγενήθη εἰς",γωνίας
κεφαλὴ,κεφαλή,—,—,—,—,feminine,nominative,singular,Revelation 1:14,ἡ δὲ,αὐτοῦ καὶ αἱ τρίχες λευκαὶ ὡς ἔριον λευκὸν ὡς χιὼν καὶ οἱ ὀφθαλμοὶ αὐτοῦ ὡς φλὸξ πυρὸς
κεφαλὰς,κεφαλή,—,—,—,—,feminine,accusative,plural,Revelation 4:4,θρόνους εἴκοσι τέσσαρας πρεσβυτέρους καθημένους περιβεβλημένους ἐν ἱματίοις λευκοῖς καὶ ἐπὶ τὰς,αὐτῶν στεφάνους χρυσοῦς.
κεφαλὰς,κεφαλή,—,—,—,—,feminine,accusative,plural,Revelation 9:7,"Καὶ τὰ ὁμοιώματα τῶν ἀκρίδων ὅμοια ἵπποις ἡτοιμασμένοις εἰς πόλεμον, καὶ ἐπὶ τὰς","αὐτῶν ὡς στέφανοι ὅμοιοι χρυσῷ, καὶ τὰ πρόσωπα αὐτῶν ὡς πρόσωπα ἀνθρώπων,"
κεφαλαὶ,κεφαλή,—,—,—,—,feminine,nominative,plural,Revelation 9:17,"καθημένους ἐπʼ αὐτῶν, ἔχοντας θώρακας πυρίνους καὶ ὑακινθίνους καὶ θειώδεις, καὶ αἱ","τῶν ἵππων ὡς κεφαλαὶ λεόντων, καὶ ἐκ τῶν στομάτων αὐτῶν ἐκπορεύεται πῦρ καὶ καπνὸς καὶ θεῖον."
κεφαλαὶ,κεφαλή,—,—,—,—,feminine,nominative,plural,Revelation 9:17,"θώρακας πυρίνους καὶ ὑακινθίνους καὶ θειώδεις, καὶ αἱ κεφαλαὶ τῶν ἵππων ὡς","λεόντων, καὶ ἐκ τῶν στομάτων αὐτῶν ἐκπορεύεται πῦρ καὶ καπνὸς καὶ θεῖον."
κεφαλὰς,κεφαλή,—,—,—,—,feminine,accusative,plural,Revelation 9:19,"καὶ ἐν ταῖς οὐραῖς αὐτῶν, αἱ γὰρ οὐραὶ αὐτῶν ὅμοιαι ὄφεσιν, ἔχουσαι",καὶ ἐν αὐταῖς ἀδικοῦσιν.
κεφαλῆς,κεφαλή,—,—,—,—,feminine,genitive,singular,Revelation 10:1,"Καὶ εἶδον ἄλλον ἄγγελον ἰσχυρὸν καταβαίνοντα ἐκ τοῦ οὐρανοῦ περιβεβλημένον νεφέλην, καὶ ἡ ἶρις ἐπὶ τῆς","αὐτοῦ καὶ τὸ πρόσωπον αὐτοῦ ὡς ὁ ἥλιος καὶ οἱ πόδες αὐτοῦ ὡς στῦλοι πυρός,"
κεφαλῆς,κεφαλή,—,—,—,—,feminine,genitive,singular,Revelation 12:1,"τὸν ἥλιον, καὶ ἡ σελήνη ὑποκάτω τῶν ποδῶν αὐτῆς καὶ ἐπὶ τῆς","αὐτῆς στέφανος ἀστέρων δώδεκα,"
κεφαλὰς,κεφαλή,—,—,—,—,feminine,accusative,plural,Revelation 12:3,"καὶ ὤφθη ἄλλο σημεῖον ἐν τῷ οὐρανῷ, καὶ ἰδοὺ δράκων μέγας πυρρὸς ἔχων","ἑπτὰ καὶ κέρατα δέκα καὶ ἐπὶ τὰς κεφαλὰς αὐτοῦ ἑπτὰ διαδήματα,"
κεφαλὰς,κεφαλή,—,—,—,—,feminine,accusative,plural,Revelation 12:3,δράκων μέγας πυρρὸς ἔχων κεφαλὰς ἑπτὰ καὶ κέρατα δέκα καὶ ἐπὶ τὰς,"αὐτοῦ ἑπτὰ διαδήματα,"
κεφαλὰς,κεφαλή,—,—,—,—,feminine,accusative,plural,Revelation 13:1,"Καὶ εἶδον ἐκ τῆς θαλάσσης θηρίον ἀναβαῖνον, ἔχον κέρατα δέκα καὶ",ἑπτὰ καὶ ἐπὶ τῶν κεράτων αὐτοῦ δέκα διαδήματα καὶ ἐπὶ τὰς κεφαλὰς αὐτοῦ ὀνόματα βλασφημίας.
κεφαλὰς,κεφαλή,—,—,—,—,feminine,accusative,plural,Revelation 13:1,κεφαλὰς ἑπτὰ καὶ ἐπὶ τῶν κεράτων αὐτοῦ δέκα διαδήματα καὶ ἐπὶ τὰς,αὐτοῦ ὀνόματα βλασφημίας.
κεφαλῶν,κεφαλή,—,—,—,—,feminine,genitive,plural,Revelation 13:3,καὶ μίαν ἐκ τῶν,"αὐτοῦ ὡς ἐσφαγμένην εἰς θάνατον, καὶ ἡ πληγὴ τοῦ θανάτου αὐτοῦ ἐθεραπεύθη.  Καὶ"
κεφαλῆς,κεφαλή,—,—,—,—,feminine,genitive,singular,Revelation 14:14,"Καὶ εἶδον, καὶ ἰδοὺ νεφέλη λευκή, καὶ ἐπὶ τὴν νεφέλην καθήμενον ὅμοιον υἱὸν ἀνθρώπου, ἔχων ἐπὶ τῆς",αὐτοῦ στέφανον χρυσοῦν καὶ ἐν τῇ χειρὶ αὐτοῦ δρέπανον ὀξύ.
κεφαλὰς,κεφαλή,—,—,—,—,feminine,accusative,plural,Revelation 17:3,"καὶ ἀπήνεγκέν με εἰς ἔρημον ἐν πνεύματι.  Καὶ εἶδον γυναῖκα καθημένην ἐπὶ θηρίον κόκκινον, γέμοντα ὀνόματα βλασφημίας, ἔχων",ἑπτὰ καὶ κέρατα δέκα.
κεφαλὰς,κεφαλή,—,—,—,—,feminine,accusative,plural,Revelation 17:7,τῆς γυναικὸς καὶ τοῦ θηρίου τοῦ βαστάζοντος αὐτὴν τοῦ ἔχοντος τὰς ἑπτὰ,καὶ τὰ δέκα κέρατα.
κεφαλαὶ,κεφαλή,—,—,—,—,feminine,nominative,plural,Revelation 17:9,ὧδε ὁ νοῦς ὁ ἔχων σοφίαν. Αἱ ἑπτὰ,"ἑπτὰ ὄρη εἰσίν, ὅπου ἡ γυνὴ κάθηται ἐπʼ αὐτῶν. καὶ βασιλεῖς ἑπτά εἰσιν·"
κεφαλὰς,κεφαλή,—,—,—,—,feminine,accusative,plural,Revelation 18:19,καὶ ἔβαλον χοῦν ἐπὶ τὰς,"αὐτῶν καὶ ἔκραζον κλαίοντες καὶ πενθοῦντες λέγοντες·      οὐαὶ οὐαί, ἡ πόλις ἡ μεγάλη"
κεφαλὴν,κεφαλή,—,—,—,—,feminine,accusative,singular,Revelation 19:12,"οἱ δὲ ὀφθαλμοὶ αὐτοῦ [ὡς] φλὸξ πυρός, καὶ ἐπὶ τὴν","αὐτοῦ διαδήματα πολλά, ἔχων  ὄνομα γεγραμμένον ὃ οὐδεὶς οἶδεν εἰ μὴ αὐτός,"
