Resource,Reference,Previous Context,Result,Next Context,Lemma (Greek),Louw-Nida,Root,Part of Speech,Adverb/particle Type (Logos Greek)
NA28,Matthew 2:8,"καὶ πέμψας αὐτοὺς εἰς Βηθλέεμ εἶπεν· πορευθέντες ἐξετάσατε ἀκριβῶς περὶ τοῦ παιδίου· ἐπὰν δὲ εὕρητε, ἀπαγγείλατέ μοι,",ὅπως,κἀγὼ ἐλθὼν προσκυνήσω αὐτῷ.,ὅπως,Louw Nida 89.59,που,"conjunction, adverb",correlative
NA28,Matthew 2:23,καὶ ἐλθὼν κατῴκησεν εἰς πόλιν λεγομένην Ναζαρέτ·,ὅπως,πληρωθῇ τὸ ῥηθὲν διὰ τῶν προφητῶν ὅτι Ναζωραῖος κληθήσεται.,ὅπως,Louw Nida 89.59,που,conjunction,—
NA28,Matthew 5:16,"οὕτως λαμψάτω τὸ φῶς ὑμῶν ἔμπροσθεν τῶν ἀνθρώπων,",ὅπως,ἴδωσιν ὑμῶν τὰ καλὰ ἔργα καὶ δοξάσωσιν τὸν πατέρα ὑμῶν τὸν ἐν τοῖς οὐρανοῖς.,ὅπως,Louw Nida 89.59,που,conjunction,—
NA28,Matthew 5:45,—,ὅπως,"γένησθε υἱοὶ τοῦ πατρὸς ὑμῶν τοῦ ἐν οὐρανοῖς, ὅτι τὸν ἥλιον αὐτοῦ ἀνατέλλει",ὅπως,Louw Nida 89.59,που,conjunction,—
NA28,Matthew 6:2,"σου, ὥσπερ οἱ ὑποκριταὶ ποιοῦσιν ἐν ταῖς συναγωγαῖς καὶ ἐν ταῖς ῥύμαις,",ὅπως,"δοξασθῶσιν ὑπὸ τῶν ἀνθρώπων· ἀμὴν  λέγω ὑμῖν, ἀπέχουσιν τὸν μισθὸν αὐτῶν.",ὅπως,Louw Nida 89.59,που,conjunction,—
NA28,Matthew 6:4,—,ὅπως,ᾖ σου ἡ ἐλεημοσύνη ἐν τῷ κρυπτῷ· καὶ ὁ πατήρ σου ὁ βλέπων,ὅπως,Louw Nida 89.59,που,conjunction,—
NA28,Matthew 6:5,"φιλοῦσιν  ἐν ταῖς συναγωγαῖς καὶ ἐν ταῖς γωνίαις τῶν πλατειῶν ἑστῶτες προσεύχεσθαι,",ὅπως,"φανῶσιν τοῖς ἀνθρώποις· ἀμὴν λέγω ὑμῖν,  ἀπέχουσιν τὸν μισθὸν αὐτῶν.",ὅπως,Louw Nida 89.59,που,conjunction,—
NA28,Matthew 6:16,"Ὅταν δὲ νηστεύητε, μὴ γίνεσθε ὡς οἱ ὑποκριταὶ σκυθρωποί, ἀφανίζουσιν γὰρ τὰ πρόσωπα αὐτῶν",ὅπως,"φανῶσιν τοῖς ἀνθρώποις νηστεύοντες· ἀμὴν λέγω ὑμῖν,  ἀπέχουσιν τὸν μισθὸν αὐτῶν.",ὅπως,Louw Nida 89.59,που,conjunction,—
NA28,Matthew 6:18,—,ὅπως,μὴ φανῇς τοῖς ἀνθρώποις νηστεύων ἀλλὰ τῷ πατρί σου τῷ ἐν τῷ κρυφαίῳ,ὅπως,Louw Nida 89.59,που,conjunction,—
NA28,Matthew 8:17,—,ὅπως,πληρωθῇ τὸ ῥηθὲν διὰ Ἠσαΐου τοῦ προφήτου λέγοντος·        αὐτὸς τὰς ἀσθενείας ἡμῶν ἔλαβεν        καὶ τὰς νόσους ἐβάστασεν.,ὅπως,Louw Nida 89.59,που,conjunction,—
NA28,Matthew 8:34,καὶ ἰδοὺ πᾶσα ἡ πόλις ἐξῆλθεν εἰς ὑπάντησιν τῷ Ἰησοῦ καὶ ἰδόντες αὐτὸν παρεκάλεσαν,ὅπως,μεταβῇ ἀπὸ τῶν ὁρίων αὐτῶν.,ὅπως,Louw Nida 89.59,που,conjunction,—
NA28,Matthew 9:38,δεήθητε οὖν τοῦ κυρίου τοῦ θερισμοῦ,ὅπως,ἐκβάλῃ ἐργάτας εἰς τὸν θερισμὸν αὐτοῦ.,ὅπως,Louw Nida 89.59,που,conjunction,—
NA28,Matthew 12:14,Ἐξελθόντες δὲ οἱ Φαρισαῖοι συμβούλιον ἔλαβον κατʼ αὐτοῦ,ὅπως,αὐτὸν ἀπολέσωσιν.,ὅπως,Louw Nida 89.59,που,conjunction,—
NA28,Matthew 13:35,—,ὅπως,πληρωθῇ τὸ ῥηθὲν διὰ  τοῦ προφήτου λέγοντος·        ἀνοίξω ἐν παραβολαῖς τὸ στόμα μου,ὅπως,Louw Nida 89.86,που,conjunction,—
NA28,Matthew 22:15,Τότε πορευθέντες οἱ Φαρισαῖοι συμβούλιον ἔλαβον,ὅπως,αὐτὸν παγιδεύσωσιν ἐν λόγῳ.,ὅπως,Louw Nida 89.86,που,"adverb, conjunction",indefinite
NA28,Matthew 23:35,—,ὅπως,ἔλθῃ ἐφʼ ὑμᾶς πᾶν αἷμα δίκαιον ἐκχυννόμενον ἐπὶ τῆς γῆς ἀπὸ τοῦ αἵματος,ὅπως,Louw Nida 89.59,που,conjunction,—
NA28,Matthew 26:59,Οἱ δὲ ἀρχιερεῖς  καὶ τὸ συνέδριον ὅλον ἐζήτουν ψευδομαρτυρίαν κατὰ τοῦ Ἰησοῦ,ὅπως,"αὐτὸν θανατώσωσιν,",ὅπως,Louw Nida 89.59,που,conjunction,—
NA28,Mark 3:6,Καὶ ἐξελθόντες οἱ Φαρισαῖοι εὐθὺς μετὰ τῶν Ἡρῳδιανῶν συμβούλιον ἐδίδουν κατʼ αὐτοῦ,ὅπως,αὐτὸν ἀπολέσωσιν.,ὅπως,Louw Nida 89.86,που,conjunction,—
NA28,Luke 2:35,καὶ σοῦ [δὲ] αὐτῆς τὴν ψυχὴν διελεύσεται ῥομφαία —,ὅπως,ἂν ἀποκαλυφθῶσιν ἐκ πολλῶν καρδιῶν διαλογισμοί.,ὅπως,Louw Nida 89.59,που,conjunction,—
NA28,Luke 7:3,ἀκούσας δὲ περὶ τοῦ Ἰησοῦ ἀπέστειλεν πρὸς αὐτὸν πρεσβυτέρους τῶν Ἰουδαίων ἐρωτῶν αὐτὸν,ὅπως,ἐλθὼν διασώσῃ τὸν δοῦλον αὐτοῦ.,ὅπως,Louw Nida 89.59,που,conjunction,—
NA28,Luke 10:2,"Ἔλεγεν δὲ πρὸς αὐτούς· ὁ μὲν θερισμὸς πολύς, οἱ δὲ ἐργάται ὀλίγοι· δεήθητε οὖν τοῦ κυρίου τοῦ θερισμοῦ",ὅπως,ἐργάτας ἐκβάλῃ εἰς τὸν θερισμὸν αὐτοῦ.,ὅπως,Louw Nida 89.59,που,conjunction,—
NA28,Luke 11:37,Ἐν δὲ τῷ λαλῆσαι ἐρωτᾷ αὐτὸν Φαρισαῖος,ὅπως,ἀριστήσῃ παρʼ αὐτῷ· εἰσελθὼν δὲ ἀνέπεσεν.,ὅπως,Louw Nida 89.59,που,conjunction,—
NA28,Luke 16:26,"καὶ ἐν πᾶσιν τούτοις μεταξὺ ἡμῶν καὶ ὑμῶν χάσμα μέγα ἐστήρικται,",ὅπως,"οἱ θέλοντες διαβῆναι ἔνθεν πρὸς ὑμᾶς μὴ δύνωνται, μηδὲ  ἐκεῖθεν πρὸς ἡμᾶς διαπερῶσιν.",ὅπως,Louw Nida 89.59,που,conjunction,—
NA28,Luke 16:28,"ἔχω γὰρ πέντε ἀδελφούς,",ὅπως,"διαμαρτύρηται αὐτοῖς, ἵνα μὴ καὶ αὐτοὶ ἔλθωσιν εἰς τὸν τόπον τοῦτον τῆς βασάνου.",ὅπως,Louw Nida 89.59,που,conjunction,—
NA28,Luke 24:20,—,ὅπως,τε παρέδωκαν αὐτὸν οἱ ἀρχιερεῖς καὶ οἱ ἄρχοντες ἡμῶν εἰς κρίμα θανάτου καὶ ἐσταύρωσαν αὐτόν.,ὅπως,"LN 89.86, LN 92.17",που,"conjunction, adverb",—
NA28,John 11:57,"δεδώκεισαν δὲ  οἱ ἀρχιερεῖς καὶ οἱ Φαρισαῖοι ἐντολὰς ἵνα ἐάν τις γνῷ ποῦ ἐστιν μηνύσῃ,",ὅπως,πιάσωσιν αὐτόν.,ὅπως,Louw Nida 89.59,που,conjunction,—
NA28,Acts 3:20,—,ὅπως,"ἂν ἔλθωσιν καιροὶ ἀναψύξεως ἀπὸ προσώπου τοῦ κυρίου καὶ ἀποστείλῃ τὸν προκεχειρισμένον ὑμῖν χριστὸν Ἰησοῦν,",ὅπως,Louw Nida 89.59,που,conjunction,—
NA28,Acts 8:15,οἵτινες καταβάντες προσηύξαντο περὶ αὐτῶν,ὅπως,λάβωσιν πνεῦμα ἅγιον·,ὅπως,Louw Nida 89.59,που,conjunction,—
NA28,Acts 8:24,ἀποκριθεὶς δὲ ὁ Σίμων εἶπεν·  δεήθητε ὑμεῖς ὑπὲρ ἐμοῦ πρὸς τὸν κύριον,ὅπως,μηδὲν ἐπέλθῃ ἐπʼ ἐμὲ ὧν εἰρήκατε.,ὅπως,Louw Nida 89.59,που,conjunction,—
NA28,Acts 9:2,"ᾐτήσατο παρʼ αὐτοῦ ἐπιστολὰς εἰς Δαμασκὸν πρὸς τὰς συναγωγάς,",ὅπως,"ἐάν τινας εὕρῃ τῆς ὁδοῦ ὄντας, ἄνδρας τε καὶ γυναῖκας, δεδεμένους ἀγάγῃ εἰς Ἰερουσαλήμ.",ὅπως,Louw Nida 89.59,που,conjunction,—
NA28,Acts 9:12,καὶ εἶδεν ἄνδρα [ἐν ὁράματι] Ἁνανίαν ὀνόματι εἰσελθόντα καὶ ἐπιθέντα αὐτῷ [τὰς] χεῖρας,ὅπως,ἀναβλέψῃ.,ὅπως,Louw Nida 89.59,που,conjunction,—
NA28,Acts 9:17,"κύριος ἀπέσταλκέν με, Ἰησοῦς ὁ ὀφθείς σοι ἐν τῇ ὁδῷ ᾗ ἤρχου,",ὅπως,ἀναβλέψῃς καὶ πλησθῇς πνεύματος ἁγίου.,ὅπως,Louw Nida 89.59,που,conjunction,—
NA28,Acts 9:24,ἐγνώσθη δὲ τῷ Σαύλῳ ἡ ἐπιβουλὴ αὐτῶν. παρετηροῦντο δὲ καὶ τὰς πύλας ἡμέρας τε καὶ νυκτὸς,ὅπως,αὐτὸν ἀνέλωσιν·,ὅπως,Louw Nida 89.59,που,conjunction,—
NA28,Acts 15:17,—,ὅπως,ἂν ἐκζητήσωσιν οἱ κατάλοιποι τῶν ἀνθρώπων τὸν κύριον        καὶ πάντα τὰ ἔθνη ἐφʼ,ὅπως,Louw Nida 89.59,που,conjunction,—
NA28,Acts 20:16,"κεκρίκει γὰρ ὁ Παῦλος παραπλεῦσαι τὴν Ἔφεσον,",ὅπως,μὴ γένηται αὐτῷ χρονοτριβῆσαι ἐν τῇ Ἀσίᾳ· ἔσπευδεν γὰρ εἰ δυνατὸν εἴη αὐτῷ,ὅπως,Louw Nida 89.59,που,conjunction,—
NA28,Acts 23:15,νῦν οὖν ὑμεῖς ἐμφανίσατε τῷ χιλιάρχῳ σὺν τῷ συνεδρίῳ,ὅπως,καταγάγῃ αὐτὸν εἰς ὑμᾶς ὡς μέλλοντας διαγινώσκειν ἀκριβέστερον τὰ περὶ αὐτοῦ· ἡμεῖς δὲ,ὅπως,Louw Nida 89.59,που,conjunction,—
NA28,Acts 23:20,εἶπεν δὲ ὅτι οἱ Ἰουδαῖοι συνέθεντο τοῦ ἐρωτῆσαί σε,ὅπως,αὔριον τὸν Παῦλον καταγάγῃς εἰς τὸ συνέδριον ὡς μέλλον τι ἀκριβέστερον πυνθάνεσθαι περὶ αὐτοῦ.,ὅπως,Louw Nida 89.59,που,conjunction,—
NA28,Acts 23:23,"Καὶ προσκαλεσάμενος δύο [τινὰς] τῶν ἑκατονταρχῶν εἶπεν· ἑτοιμάσατε στρατιώτας διακοσίους,",ὅπως,"πορευθῶσιν ἕως Καισαρείας, καὶ ἱππεῖς ἑβδομήκοντα καὶ δεξιολάβους διακοσίους ἀπὸ τρίτης ὥρας τῆς νυκτός,",ὅπως,Louw Nida 89.59,που,conjunction,—
NA28,Acts 25:3,αἰτούμενοι χάριν κατʼ αὐτοῦ,ὅπως,"μεταπέμψηται αὐτὸν εἰς Ἰερουσαλήμ, ἐνέδραν ποιοῦντες ἀνελεῖν αὐτὸν κατὰ τὴν ὁδόν.",ὅπως,Louw Nida 89.59,που,conjunction,—
NA28,Acts 25:26,"ἔχω, διὸ προήγαγον αὐτὸν ἐφʼ ὑμῶν καὶ μάλιστα ἐπὶ σοῦ, βασιλεῦ Ἀγρίππα,",ὅπως,τῆς ἀνακρίσεως γενομένης σχῶ τί γράψω·,ὅπως,Louw Nida 89.59,που,conjunction,—
NA28,Romans 3:4,"μὴ γένοιτο· γινέσθω δὲ ὁ θεὸς ἀληθής, πᾶς δὲ ἄνθρωπος ψεύστης, καθὼς γέγραπται·",ὅπως,ἂν δικαιωθῇς ἐν τοῖς λόγοις σου           καὶ νικήσεις ἐν τῷ κρίνεσθαί σε.,ὅπως,Louw Nida 89.59,που,conjunction,—
NA28,Romans 9:17,λέγει γὰρ ἡ γραφὴ τῷ Φαραὼ ὅτι εἰς αὐτὸ τοῦτο ἐξήγειρά σε,ὅπως,ἐνδείξωμαι ἐν σοὶ τὴν δύναμίν μου καὶ ὅπως διαγγελῇ τὸ ὄνομά μου ἐν πάσῃ τῇ γῇ.,ὅπως,Louw Nida 89.59,που,conjunction,—
NA28,Romans 9:17,αὐτὸ τοῦτο ἐξήγειρά σε ὅπως ἐνδείξωμαι ἐν σοὶ τὴν δύναμίν μου καὶ,ὅπως,διαγγελῇ τὸ ὄνομά μου ἐν πάσῃ τῇ γῇ.,ὅπως,Louw Nida 89.59,που,conjunction,—
NA28,1 Corinthians 1:29,—,ὅπως,μὴ καυχήσηται πᾶσα σὰρξ ἐνώπιον τοῦ θεοῦ.,ὅπως,Louw Nida 89.59,που,conjunction,—
NA28,2 Corinthians 8:11,"νυνὶ δὲ καὶ τὸ ποιῆσαι ἐπιτελέσατε,",ὅπως,"καθάπερ ἡ προθυμία τοῦ θέλειν, οὕτως καὶ τὸ ἐπιτελέσαι ἐκ τοῦ ἔχειν.",ὅπως,Louw Nida 89.59,που,conjunction,—
NA28,2 Corinthians 8:14,"ἐκείνων ὑστέρημα, ἵνα καὶ τὸ ἐκείνων περίσσευμα γένηται εἰς τὸ ὑμῶν ὑστέρημα,",ὅπως,"γένηται ἰσότης,",ὅπως,Louw Nida 89.59,που,conjunction,—
NA28,Galatians 1:4,"τοῦ δόντος ἑαυτὸν ὑπὲρ τῶν ἁμαρτιῶν ἡμῶν,",ὅπως,"ἐξέληται ἡμᾶς ἐκ τοῦ αἰῶνος τοῦ ἐνεστῶτος πονηροῦ κατὰ τὸ θέλημα τοῦ θεοῦ καὶ πατρὸς ἡμῶν,",ὅπως,Louw Nida 89.59,που,conjunction,—
