Result,Lemma (Greek),Tense (Logos Greek),Voice (Logos Greek),Mood (Logos Greek),Person (Logos Greek),Gender (Logos Greek),Case (Logos Greek),Number (Logos Greek),Reference,Previous Context,Next Context
εἰρήνη,εἰρήνη,—,—,—,—,feminine,nominative,singular,Luke 10:5,"εἰς ἣν δʼ ἂν εἰσέλθητε οἰκίαν, πρῶτον λέγετε·",τῷ οἴκῳ τούτῳ.
εἰρήνης,εἰρήνη,—,—,—,—,feminine,genitive,singular,Luke 10:6,καὶ ἐὰν ἐκεῖ ᾖ υἱὸς,", ἐπαναπαήσεται ἐπʼ αὐτὸν ἡ εἰρήνη ὑμῶν· εἰ δὲ μή γε, ἐφʼ ὑμᾶς ἀνακάμψει."
εἰρήνη,εἰρήνη,—,—,—,—,feminine,nominative,singular,Luke 10:6,"καὶ ἐὰν ἐκεῖ ᾖ υἱὸς εἰρήνης, ἐπαναπαήσεται ἐπʼ αὐτὸν ἡ","ὑμῶν· εἰ δὲ μή γε, ἐφʼ ὑμᾶς ἀνακάμψει."
εἰρήνῃ,εἰρήνη,—,—,—,—,feminine,dative,singular,Luke 11:21,"ὅταν ὁ ἰσχυρὸς καθωπλισμένος φυλάσσῃ τὴν ἑαυτοῦ αὐλήν, ἐν",ἐστὶν τὰ ὑπάρχοντα αὐτοῦ·
εἰρήνην,εἰρήνη,—,—,—,—,feminine,accusative,singular,Luke 12:51,δοκεῖτε ὅτι,"παρεγενόμην δοῦναι ἐν τῇ γῇ; οὐχί, λέγω ὑμῖν, ἀλλʼ ἢ διαμερισμόν."
εἰρήνην,εἰρήνη,—,—,—,—,feminine,accusative,singular,Luke 14:32,"εἰ δὲ μή γε, ἔτι αὐτοῦ πόρρω ὄντος πρεσβείαν ἀποστείλας ἐρωτᾷ τὰ πρὸς",.
εἰρήνη,εἰρήνη,—,—,—,—,feminine,nominative,singular,Luke 19:38,"λέγοντες·        εὐλογημένος ὁ ἐρχόμενος,           ὁ βασιλεὺς ἐν ὀνόματι κυρίου·        ἐν οὐρανῷ",καὶ δόξα ἐν ὑψίστοις.
εἰρήνην,εἰρήνη,—,—,—,—,feminine,accusative,singular,Luke 19:42,λέγων ὅτι εἰ ἔγνως ἐν τῇ ἡμέρᾳ ταύτῃ καὶ σὺ τὰ πρὸς,· νῦν δὲ ἐκρύβη ἀπὸ ὀφθαλμῶν σου.
εἰρήνη,εἰρήνη,—,—,—,—,feminine,nominative,singular,Luke 24:36,Ταῦτα δὲ αὐτῶν λαλούντων αὐτὸς  ἔστη ἐν μέσῳ αὐτῶν καὶ λέγει αὐτοῖς·,ὑμῖν.
Εἰρήνην,εἰρήνη,—,—,—,—,feminine,accusative,singular,John 14:27,—,"ἀφίημι ὑμῖν, εἰρήνην τὴν ἐμὴν δίδωμι ὑμῖν· οὐ καθὼς ὁ κόσμος δίδωσιν ἐγὼ"
εἰρήνην,εἰρήνη,—,—,—,—,feminine,accusative,singular,John 14:27,"Εἰρήνην ἀφίημι ὑμῖν,",τὴν ἐμὴν δίδωμι ὑμῖν· οὐ καθὼς ὁ κόσμος δίδωσιν ἐγὼ δίδωμι ὑμῖν. μὴ
εἰρήνην,εἰρήνη,—,—,—,—,feminine,accusative,singular,John 16:33,Ταῦτα  λελάληκα ὑμῖν ἵνα ἐν ἐμοὶ,"ἔχητε. ἐν τῷ κόσμῳ θλῖψιν ἔχετε· ἀλλὰ θαρσεῖτε, ἐγὼ νενίκηκα τὸν κόσμον."
εἰρήνη,εἰρήνη,—,—,—,—,feminine,nominative,singular,John 20:19,"Ἰουδαίων, ἦλθεν ὁ Ἰησοῦς καὶ ἔστη εἰς τὸ μέσον καὶ λέγει αὐτοῖς·",ὑμῖν.
εἰρήνη,εἰρήνη,—,—,—,—,feminine,nominative,singular,John 20:21,εἶπεν οὖν αὐτοῖς [ὁ Ἰησοῦς] πάλιν·,"ὑμῖν· καθὼς ἀπέσταλκέν με ὁ πατήρ, κἀγὼ πέμπω ὑμᾶς."
εἰρήνη,εἰρήνη,—,—,—,—,feminine,nominative,singular,John 20:26,ὁ Ἰησοῦς τῶν θυρῶν κεκλεισμένων καὶ ἔστη εἰς τὸ μέσον καὶ εἶπεν·,ὑμῖν.
εἰρήνην,εἰρήνη,—,—,—,—,feminine,accusative,singular,Acts 7:26,τῇ τε ἐπιούσῃ ἡμέρᾳ ὤφθη αὐτοῖς μαχομένοις  καὶ συνήλλασσεν αὐτοὺς εἰς,"εἰπών· ἄνδρες, ἀδελφοί ἐστε· ἱνατί ἀδικεῖτε ἀλλήλους;"
εἰρήνην,εἰρήνη,—,—,—,—,feminine,accusative,singular,Acts 9:31,Ἡ μὲν οὖν ἐκκλησία καθʼ ὅλης τῆς Ἰουδαίας καὶ Γαλιλαίας καὶ Σαμαρείας εἶχεν,οἰκοδομουμένη καὶ πορευομένη τῷ φόβῳ τοῦ κυρίου καὶ τῇ παρακλήσει τοῦ ἁγίου πνεύματος ἐπληθύνετο.
εἰρήνην,εἰρήνη,—,—,—,—,feminine,accusative,singular,Acts 10:36,τὸν  λόγον [ὃν] ἀπέστειλεν τοῖς υἱοῖς Ἰσραὴλ εὐαγγελιζόμενος,"διὰ Ἰησοῦ Χριστοῦ, οὗτός ἐστιν πάντων κύριος,"
εἰρήνην,εἰρήνη,—,—,—,—,feminine,accusative,singular,Acts 12:20,"πρὸς αὐτὸν καὶ πείσαντες Βλάστον, τὸν ἐπὶ τοῦ κοιτῶνος τοῦ βασιλέως, ᾐτοῦντο",διὰ τὸ τρέφεσθαι αὐτῶν τὴν χώραν ἀπὸ τῆς βασιλικῆς.
εἰρήνης,εἰρήνη,—,—,—,—,feminine,genitive,singular,Acts 15:33,ποιήσαντες δὲ χρόνον ἀπελύθησαν μετʼ,ἀπὸ τῶν ἀδελφῶν πρὸς τοὺς ἀποστείλαντας αὐτούς.
εἰρήνῃ,εἰρήνη,—,—,—,—,feminine,dative,singular,Acts 16:36,Παῦλον ὅτι ἀπέσταλκαν οἱ στρατηγοὶ ἵνα ἀπολυθῆτε· νῦν οὖν ἐξελθόντες πορεύεσθε ἐν,.
εἰρήνης,εἰρήνη,—,—,—,—,feminine,genitive,singular,Acts 24:2,κληθέντος δὲ αὐτοῦ ἤρξατο κατηγορεῖν ὁ Τέρτυλλος λέγων· πολλῆς,"τυγχάνοντες διὰ σοῦ καὶ διορθωμάτων γινομένων τῷ ἔθνει τούτῳ διὰ τῆς σῆς προνοίας,"
εἰρήνη,εἰρήνη,—,—,—,—,feminine,nominative,singular,Romans 1:7,"πᾶσιν τοῖς οὖσιν ἐν Ῥώμῃ ἀγαπητοῖς θεοῦ, κλητοῖς ἁγίοις, χάρις ὑμῖν καὶ",ἀπὸ θεοῦ πατρὸς ἡμῶν καὶ κυρίου Ἰησοῦ Χριστοῦ.
εἰρήνη,εἰρήνη,—,—,—,—,feminine,nominative,singular,Romans 2:10,δόξα δὲ καὶ τιμὴ καὶ,"παντὶ τῷ ἐργαζομένῳ τὸ ἀγαθόν, Ἰουδαίῳ τε πρῶτον καὶ Ἕλληνι·"
εἰρήνης,εἰρήνη,—,—,—,—,feminine,genitive,singular,Romans 3:17,καὶ ὁδὸν,οὐκ ἔγνωσαν.
εἰρήνην,εἰρήνη,—,—,—,—,feminine,accusative,singular,Romans 5:1,Δικαιωθέντες οὖν ἐκ πίστεως,ἔχομεν πρὸς τὸν θεὸν διὰ τοῦ κυρίου ἡμῶν Ἰησοῦ Χριστοῦ
εἰρήνη,εἰρήνη,—,—,—,—,feminine,nominative,singular,Romans 8:6,"τὸ γὰρ φρόνημα τῆς σαρκὸς θάνατος, τὸ δὲ φρόνημα τοῦ πνεύματος ζωὴ καὶ",·
εἰρήνη,εἰρήνη,—,—,—,—,feminine,nominative,singular,Romans 14:17,οὐ γάρ ἐστιν ἡ βασιλεία τοῦ θεοῦ βρῶσις καὶ πόσις ἀλλὰ δικαιοσύνη καὶ,καὶ χαρὰ ἐν πνεύματι ἁγίῳ·
εἰρήνης,εἰρήνη,—,—,—,—,feminine,genitive,singular,Romans 14:19,Ἄρα οὖν τὰ τῆς,διώκωμεν καὶ τὰ τῆς οἰκοδομῆς τῆς εἰς ἀλλήλους.
εἰρήνης,εἰρήνη,—,—,—,—,feminine,genitive,singular,Romans 15:13,Ὁ δὲ θεὸς τῆς ἐλπίδος πληρώσαι ὑμᾶς πάσης χαρᾶς καὶ,"ἐν τῷ πιστεύειν, εἰς τὸ περισσεύειν ὑμᾶς ἐν τῇ ἐλπίδι ἐν δυνάμει πνεύματος ἁγίου."
εἰρήνης,εἰρήνη,—,—,—,—,feminine,genitive,singular,Romans 15:33,Ὁ δὲ θεὸς τῆς,"μετὰ πάντων ὑμῶν, ἀμήν."
εἰρήνης,εἰρήνη,—,—,—,—,feminine,genitive,singular,Romans 16:20,ὁ δὲ θεὸς τῆς,συντρίψει τὸν σατανᾶν ὑπὸ τοὺς πόδας ὑμῶν ἐν τάχει. Ἡ χάρις τοῦ κυρίου ἡμῶν Ἰησοῦ  μεθʼ ὑμῶν.
εἰρήνη,εἰρήνη,—,—,—,—,feminine,nominative,singular,1 Corinthians 1:3,χάρις ὑμῖν καὶ,ἀπὸ θεοῦ πατρὸς ἡμῶν καὶ κυρίου Ἰησοῦ Χριστοῦ.
εἰρήνῃ,εἰρήνη,—,—,—,—,feminine,dative,singular,1 Corinthians 7:15,"εἰ δὲ ὁ ἄπιστος χωρίζεται, χωριζέσθω· οὐ δεδούλωται ὁ ἀδελφὸς ἢ ἡ ἀδελφὴ ἐν τοῖς τοιούτοις· ἐν δὲ",κέκληκεν ὑμᾶς ὁ θεός.
εἰρήνης,εἰρήνη,—,—,—,—,feminine,genitive,singular,1 Corinthians 14:33,οὐ γάρ ἐστιν ἀκαταστασίας ὁ θεὸς ἀλλʼ,.  Ὡς ἐν πάσαις ταῖς ἐκκλησίαις τῶν ἁγίων
εἰρήνῃ,εἰρήνη,—,—,—,—,feminine,dative,singular,1 Corinthians 16:11,μή τις οὖν αὐτὸν ἐξουθενήσῃ. προπέμψατε δὲ αὐτὸν ἐν,", ἵνα ἔλθῃ πρός με· ἐκδέχομαι γὰρ αὐτὸν μετὰ τῶν ἀδελφῶν."
εἰρήνη,εἰρήνη,—,—,—,—,feminine,nominative,singular,2 Corinthians 1:2,χάρις ὑμῖν καὶ,ἀπὸ θεοῦ πατρὸς ἡμῶν καὶ κυρίου Ἰησοῦ Χριστοῦ.
εἰρήνης,εἰρήνη,—,—,—,—,feminine,genitive,singular,2 Corinthians 13:11,"Λοιπόν, ἀδελφοί, χαίρετε, καταρτίζεσθε, παρακαλεῖσθε, τὸ αὐτὸ φρονεῖτε, εἰρηνεύετε, καὶ ὁ θεὸς τῆς ἀγάπης καὶ",ἔσται μεθʼ ὑμῶν.
εἰρήνη,εἰρήνη,—,—,—,—,feminine,nominative,singular,Galatians 1:3,χάρις ὑμῖν καὶ,ἀπὸ θεοῦ πατρὸς ἡμῶν καὶ κυρίου Ἰησοῦ Χριστοῦ
εἰρήνη,εἰρήνη,—,—,—,—,feminine,nominative,singular,Galatians 5:22,ὁ δὲ καρπὸς τοῦ πνεύματός ἐστιν ἀγάπη χαρὰ,", μακροθυμία χρηστότης ἀγαθωσύνη, πίστις"
εἰρήνη,εἰρήνη,—,—,—,—,feminine,nominative,singular,Galatians 6:16,"καὶ ὅσοι τῷ κανόνι τούτῳ στοιχήσουσιν,",ἐπʼ αὐτοὺς καὶ ἔλεος καὶ ἐπὶ τὸν Ἰσραὴλ τοῦ θεοῦ.
εἰρήνη,εἰρήνη,—,—,—,—,feminine,nominative,singular,Ephesians 1:2,χάρις ὑμῖν καὶ,ἀπὸ θεοῦ πατρὸς ἡμῶν καὶ κυρίου Ἰησοῦ Χριστοῦ.
εἰρήνη,εἰρήνη,—,—,—,—,feminine,nominative,singular,Ephesians 2:14,Αὐτὸς γάρ ἐστιν ἡ,"ἡμῶν, ὁ ποιήσας τὰ ἀμφότερα ἓν καὶ τὸ μεσότοιχον τοῦ φραγμοῦ λύσας, τὴν"
εἰρήνην,εἰρήνη,—,—,—,—,feminine,accusative,singular,Ephesians 2:15,"τὸν νόμον τῶν ἐντολῶν ἐν δόγμασιν καταργήσας, ἵνα τοὺς δύο κτίσῃ ἐν αὐτῷ εἰς ἕνα καινὸν ἄνθρωπον ποιῶν",""
εἰρήνην,εἰρήνη,—,—,—,—,feminine,accusative,singular,Ephesians 2:17,καὶ ἐλθὼν εὐηγγελίσατο,ὑμῖν τοῖς μακρὰν καὶ εἰρήνην τοῖς ἐγγύς·
εἰρήνην,εἰρήνη,—,—,—,—,feminine,accusative,singular,Ephesians 2:17,καὶ ἐλθὼν εὐηγγελίσατο εἰρήνην ὑμῖν τοῖς μακρὰν καὶ,τοῖς ἐγγύς·
εἰρήνης,εἰρήνη,—,—,—,—,feminine,genitive,singular,Ephesians 4:3,σπουδάζοντες τηρεῖν τὴν ἑνότητα τοῦ πνεύματος ἐν τῷ συνδέσμῳ τῆς,·
εἰρήνης,εἰρήνη,—,—,—,—,feminine,genitive,singular,Ephesians 6:15,καὶ ὑποδησάμενοι τοὺς πόδας ἐν ἑτοιμασίᾳ τοῦ εὐαγγελίου τῆς,","
Εἰρήνη,εἰρήνη,—,—,—,—,feminine,nominative,singular,Ephesians 6:23,—,τοῖς ἀδελφοῖς καὶ ἀγάπη μετὰ πίστεως ἀπὸ θεοῦ πατρὸς καὶ κυρίου Ἰησοῦ Χριστοῦ.
εἰρήνη,εἰρήνη,—,—,—,—,feminine,nominative,singular,Philippians 1:2,χάρις ὑμῖν καὶ,ἀπὸ θεοῦ πατρὸς ἡμῶν καὶ κυρίου Ἰησοῦ Χριστοῦ.
εἰρήνη,εἰρήνη,—,—,—,—,feminine,nominative,singular,Philippians 4:7,καὶ ἡ,τοῦ θεοῦ ἡ ὑπερέχουσα πάντα νοῦν φρουρήσει τὰς καρδίας ὑμῶν καὶ τὰ νοήματα ὑμῶν ἐν Χριστῷ Ἰησοῦ.
εἰρήνης,εἰρήνη,—,—,—,—,feminine,genitive,singular,Philippians 4:9,"ἃ καὶ ἐμάθετε καὶ παρελάβετε καὶ ἠκούσατε καὶ εἴδετε ἐν ἐμοί, ταῦτα πράσσετε· καὶ ὁ θεὸς τῆς",ἔσται μεθʼ ὑμῶν.
εἰρήνη,εἰρήνη,—,—,—,—,feminine,nominative,singular,Colossians 1:2,"τοῖς ἐν Κολοσσαῖς ἁγίοις καὶ πιστοῖς ἀδελφοῖς ἐν Χριστῷ, χάρις ὑμῖν καὶ",ἀπὸ θεοῦ πατρὸς ἡμῶν.
εἰρήνη,εἰρήνη,—,—,—,—,feminine,nominative,singular,Colossians 3:15,καὶ ἡ,"τοῦ Χριστοῦ βραβευέτω ἐν ταῖς καρδίαις ὑμῶν, εἰς ἣν καὶ ἐκλήθητε ἐν ἑνὶ σώματι· καὶ εὐχάριστοι γίνεσθε."
εἰρήνη,εἰρήνη,—,—,—,—,feminine,nominative,singular,1 Thessalonians 1:1,"Παῦλος καὶ Σιλουανὸς καὶ Τιμόθεος τῇ ἐκκλησίᾳ Θεσσαλονικέων ἐν θεῷ πατρὶ  καὶ κυρίῳ Ἰησοῦ Χριστῷ, χάρις ὑμῖν καὶ",.
εἰρήνη,εἰρήνη,—,—,—,—,feminine,nominative,singular,1 Thessalonians 5:3,ὅταν  λέγωσιν·,"καὶ ἀσφάλεια, τότε αἰφνίδιος αὐτοῖς ἐφίσταται ὄλεθρος ὥσπερ ἡ ὠδὶν τῇ ἐν γαστρὶ"
εἰρήνης,εἰρήνη,—,—,—,—,feminine,genitive,singular,1 Thessalonians 5:23,Αὐτὸς δὲ ὁ θεὸς τῆς,"ἁγιάσαι ὑμᾶς ὁλοτελεῖς, καὶ ὁλόκληρον ὑμῶν τὸ πνεῦμα καὶ ἡ ψυχὴ καὶ τὸ"
εἰρήνη,εἰρήνη,—,—,—,—,feminine,nominative,singular,2 Thessalonians 1:2,χάρις ὑμῖν καὶ,ἀπὸ θεοῦ πατρὸς [ἡμῶν] καὶ κυρίου Ἰησοῦ Χριστοῦ.
εἰρήνης,εἰρήνη,—,—,—,—,feminine,genitive,singular,2 Thessalonians 3:16,Αὐτὸς δὲ ὁ κύριος τῆς,δῴη ὑμῖν τὴν εἰρήνην διὰ παντὸς ἐν παντὶ τρόπῳ. ὁ κύριος μετὰ πάντων ὑμῶν.
εἰρήνην,εἰρήνη,—,—,—,—,feminine,accusative,singular,2 Thessalonians 3:16,Αὐτὸς δὲ ὁ κύριος τῆς εἰρήνης δῴη ὑμῖν τὴν,διὰ παντὸς ἐν παντὶ τρόπῳ. ὁ κύριος μετὰ πάντων ὑμῶν.
εἰρήνη,εἰρήνη,—,—,—,—,feminine,nominative,singular,1 Timothy 1:2,"Τιμοθέῳ γνησίῳ τέκνῳ ἐν πίστει, χάρις ἔλεος",ἀπὸ θεοῦ πατρὸς  καὶ Χριστοῦ Ἰησοῦ τοῦ κυρίου ἡμῶν.
εἰρήνη,εἰρήνη,—,—,—,—,feminine,nominative,singular,2 Timothy 1:2,"Τιμοθέῳ ἀγαπητῷ τέκνῳ, χάρις ἔλεος",ἀπὸ θεοῦ πατρὸς καὶ Χριστοῦ Ἰησοῦ τοῦ κυρίου ἡμῶν.
εἰρήνην,εἰρήνη,—,—,—,—,feminine,accusative,singular,2 Timothy 2:22,"Τὰς δὲ νεωτερικὰς ἐπιθυμίας φεῦγε, δίωκε δὲ δικαιοσύνην πίστιν ἀγάπην",μετὰ τῶν ἐπικαλουμένων τὸν κύριον ἐκ καθαρᾶς καρδίας.
εἰρήνη,εἰρήνη,—,—,—,—,feminine,nominative,singular,Titus 1:4,"Τίτῳ γνησίῳ τέκνῳ κατὰ κοινὴν πίστιν, χάρις καὶ",ἀπὸ θεοῦ πατρὸς καὶ Χριστοῦ Ἰησοῦ τοῦ σωτῆρος ἡμῶν.
εἰρήνη,εἰρήνη,—,—,—,—,feminine,nominative,singular,Philemon 3,χάρις ὑμῖν καὶ,ἀπὸ θεοῦ πατρὸς ἡμῶν καὶ κυρίου Ἰησοῦ Χριστοῦ.
εἰρήνης,εἰρήνη,—,—,—,—,feminine,genitive,singular,Hebrews 7:2,"μὲν ἑρμηνευόμενος βασιλεὺς δικαιοσύνης ἔπειτα δὲ καὶ βασιλεὺς Σαλήμ, ὅ ἐστιν βασιλεὺς",","
εἰρήνης,εἰρήνη,—,—,—,—,feminine,genitive,singular,Hebrews 11:31,Πίστει Ῥαὰβ ἡ  πόρνη οὐ συναπώλετο τοῖς ἀπειθήσασιν δεξαμένη τοὺς κατασκόπους μετʼ,.
Εἰρήνην,εἰρήνη,—,—,—,—,feminine,accusative,singular,Hebrews 12:14,—,"διώκετε μετὰ πάντων καὶ τὸν ἁγιασμόν, οὗ χωρὶς οὐδεὶς ὄψεται τὸν κύριον,"
εἰρήνης,εἰρήνη,—,—,—,—,feminine,genitive,singular,Hebrews 13:20,Ὁ δὲ θεὸς τῆς,", ὁ ἀναγαγὼν ἐκ νεκρῶν τὸν ποιμένα τῶν προβάτων τὸν μέγαν ἐν αἵματι διαθήκης"
εἰρήνῃ,εἰρήνη,—,—,—,—,feminine,dative,singular,James 2:16,εἴπῃ δέ τις αὐτοῖς ἐξ ὑμῶν· ὑπάγετε ἐν,", θερμαίνεσθε καὶ χορτάζεσθε, μὴ δῶτε δὲ αὐτοῖς τὰ ἐπιτήδεια τοῦ σώματος, τί τὸ ὄφελος;"
εἰρήνῃ,εἰρήνη,—,—,—,—,feminine,dative,singular,James 3:18,καρπὸς δὲ  δικαιοσύνης ἐν,σπείρεται τοῖς ποιοῦσιν εἰρήνην.
εἰρήνην,εἰρήνη,—,—,—,—,feminine,accusative,singular,James 3:18,καρπὸς δὲ  δικαιοσύνης ἐν εἰρήνῃ σπείρεται τοῖς ποιοῦσιν,.
εἰρήνη,εἰρήνη,—,—,—,—,feminine,nominative,singular,1 Peter 1:2,"κατὰ πρόγνωσιν θεοῦ πατρὸς ἐν ἁγιασμῷ πνεύματος εἰς ὑπακοὴν καὶ ῥαντισμὸν αἵματος Ἰησοῦ Χριστοῦ, χάρις ὑμῖν καὶ",πληθυνθείη.
εἰρήνην,εἰρήνη,—,—,—,—,feminine,accusative,singular,1 Peter 3:11,"ἐκκλινάτω δὲ ἀπὸ κακοῦ καὶ ποιησάτω ἀγαθόν,        ζητησάτω",καὶ διωξάτω αὐτήν·
Εἰρήνη,εἰρήνη,—,—,—,—,feminine,nominative,singular,1 Peter 5:14,ἀσπάσασθε ἀλλήλους ἐν φιλήματι ἀγάπης.,ὑμῖν πᾶσιν τοῖς ἐν Χριστῷ.
εἰρήνη,εἰρήνη,—,—,—,—,feminine,nominative,singular,2 Peter 1:2,χάρις ὑμῖν καὶ,πληθυνθείη ἐν ἐπιγνώσει τοῦ θεοῦ καὶ Ἰησοῦ τοῦ κυρίου ἡμῶν.
εἰρήνῃ,εἰρήνη,—,—,—,—,feminine,dative,singular,2 Peter 3:14,"Διό, ἀγαπητοί, ταῦτα προσδοκῶντες σπουδάσατε ἄσπιλοι καὶ ἀμώμητοι αὐτῷ εὑρεθῆναι ἐν",*
εἰρήνη,εἰρήνη,—,—,—,—,feminine,nominative,singular,2 John 3,ἔσται μεθʼ ἡμῶν χάρις ἔλεος,παρὰ θεοῦ πατρὸς καὶ παρὰ Ἰησοῦ Χριστοῦ τοῦ υἱοῦ τοῦ πατρὸς ἐν ἀληθείᾳ καὶ ἀγάπῃ.
Εἰρήνη,εἰρήνη,—,—,—,—,feminine,nominative,singular,3 John 15,—,σοι. ἀσπάζονταί σε οἱ φίλοι. ἀσπάζου τοὺς φίλους κατʼ ὄνομα.
εἰρήνη,εἰρήνη,—,—,—,—,feminine,nominative,singular,Jude 2,ἔλεος ὑμῖν καὶ,καὶ ἀγάπη πληθυνθείη.
εἰρήνη,εἰρήνη,—,—,—,—,feminine,nominative,singular,Revelation 1:4,Ἰωάννης ταῖς ἑπτὰ ἐκκλησίαις ταῖς ἐν τῇ Ἀσίᾳ· χάρις ὑμῖν καὶ,ἀπὸ  ὁ ὢν καὶ ὁ ἦν καὶ ὁ ἐρχόμενος καὶ ἀπὸ τῶν ἑπτὰ
εἰρήνην,εἰρήνη,—,—,—,—,feminine,accusative,singular,Revelation 6:4,"καὶ  ἐξῆλθεν ἄλλος ἵππος πυρρός, καὶ τῷ καθημένῳ ἐπʼ αὐτὸν ἐδόθη αὐτῷ λαβεῖν τὴν",ἐκ τῆς γῆς καὶ ἵνα ἀλλήλους σφάξουσιν καὶ ἐδόθη αὐτῷ μάχαιρα μεγάλη.
