Resource,Reference,Previous Context,Result,Next Context,Lemma (Greek),Louw-Nida,Root,Part of Speech,Adverb/particle Type (Logos Greek)
NA28,Matthew 1:12,—,Μετὰ,"δὲ τὴν μετοικεσίαν Βαβυλῶνος Ἰεχονίας ἐγέννησεν τὸν Σαλαθιήλ, Σαλαθιὴλ δὲ ἐγέννησεν τὸν Ζοροβαβέλ,",μετά,Louw Nida 67.48,μετα,preposition,—
NA28,Matthew 1:23,"ἰδοὺ ἡ παρθένος ἐν γαστρὶ ἕξει καὶ τέξεται υἱόν,        καὶ καλέσουσιν τὸ ὄνομα αὐτοῦ Ἐμμανουήλ,  ὅ ἐστιν μεθερμηνευόμενον",μεθʼ,ἡμῶν ὁ θεός.,μετά,Louw Nida 89.108,μετα,preposition,—
NA28,Matthew 2:3,ἀκούσας δὲ ὁ βασιλεὺς Ἡρῴδης ἐταράχθη καὶ πᾶσα Ἱεροσόλυμα,μετʼ,"αὐτοῦ,",μετά,Louw Nida 89.108,μετα,preposition,—
NA28,Matthew 2:11,καὶ ἐλθόντες εἰς τὴν οἰκίαν εἶδον τὸ παιδίον,μετὰ,"Μαρίας τῆς μητρὸς αὐτοῦ, καὶ πεσόντες προσεκύνησαν αὐτῷ καὶ ἀνοίξαντες τοὺς θησαυροὺς αὐτῶν",μετά,Louw Nida 89.108,μετα,preposition,—
NA28,Matthew 4:21,"Ἰάκωβον τὸν τοῦ Ζεβεδαίου καὶ Ἰωάννην τὸν ἀδελφὸν αὐτοῦ, ἐν τῷ πλοίῳ",μετὰ,"Ζεβεδαίου τοῦ πατρὸς αὐτῶν καταρτίζοντας τὰ δίκτυα αὐτῶν, καὶ ἐκάλεσεν αὐτούς.",μετά,Louw Nida 89.108,μετα,preposition,—
NA28,Matthew 5:25,"Ἴσθι εὐνοῶν τῷ ἀντιδίκῳ σου ταχύ, ἕως ὅτου εἶ",μετʼ,"αὐτοῦ ἐν τῇ ὁδῷ, μήποτέ σε παραδῷ ὁ ἀντίδικος τῷ κριτῇ καὶ ὁ",μετά,Louw Nida 89.108,μετα,preposition,—
NA28,Matthew 5:41,"καὶ ὅστις σε ἀγγαρεύσει μίλιον ἕν, ὕπαγε",μετʼ,αὐτοῦ  δύο.,μετά,Louw Nida 89.108,μετα,preposition,—
NA28,Matthew 8:11,Λέγω δὲ ὑμῖν ὅτι πολλοὶ ἀπὸ ἀνατολῶν καὶ δυσμῶν ἥξουσιν καὶ ἀνακλιθήσονται,μετὰ,"Ἀβραὰμ καὶ Ἰσαὰκ καὶ Ἰακὼβ ἐν τῇ βασιλείᾳ τῶν οὐρανῶν,",μετά,Louw Nida 89.108,μετα,preposition,—
NA28,Matthew 9:11,καὶ ἰδόντες οἱ Φαρισαῖοι ἔλεγον τοῖς μαθηταῖς αὐτοῦ· διὰ τί,μετὰ,τῶν τελωνῶν καὶ ἁμαρτωλῶν ἐσθίει ὁ διδάσκαλος ὑμῶν;,μετά,Louw Nida 89.108,μετα,preposition,—
NA28,Matthew 9:15,καὶ εἶπεν αὐτοῖς ὁ Ἰησοῦς· μὴ δύνανται οἱ υἱοὶ τοῦ νυμφῶνος πενθεῖν ἐφʼ ὅσον,μετʼ,"αὐτῶν ἐστιν ὁ νυμφίος; ἐλεύσονται δὲ ἡμέραι ὅταν ἀπαρθῇ ἀπʼ αὐτῶν ὁ νυμφίος, καὶ τότε νηστεύσουσιν.",μετά,Louw Nida 89.108,μετα,preposition,—
NA28,Matthew 12:3,ὁ δὲ εἶπεν αὐτοῖς· οὐκ ἀνέγνωτε τί ἐποίησεν Δαυὶδ ὅτε ἐπείνασεν καὶ οἱ,μετʼ,"αὐτοῦ,",μετά,Louw Nida 89.108,μετα,preposition,—
NA28,Matthew 12:4,"ἄρτους τῆς προθέσεως ἔφαγον, ὃ οὐκ ἐξὸν ἦν αὐτῷ φαγεῖν οὐδὲ τοῖς",μετʼ,αὐτοῦ εἰ μὴ τοῖς ἱερεῦσιν μόνοις;,μετά,Louw Nida 89.108,μετα,preposition,—
NA28,Matthew 12:30,ὁ μὴ ὢν,μετʼ,"ἐμοῦ κατʼ ἐμοῦ ἐστιν, καὶ ὁ μὴ συνάγων μετʼ ἐμοῦ σκορπίζει.",μετά,Louw Nida 90.42,μετα,preposition,—
NA28,Matthew 12:30,"ὁ μὴ ὢν μετʼ ἐμοῦ κατʼ ἐμοῦ ἐστιν, καὶ ὁ μὴ συνάγων",μετʼ,ἐμοῦ σκορπίζει.,μετά,Louw Nida 90.42,μετα,preposition,—
NA28,Matthew 12:41,Ἄνδρες Νινευῖται ἀναστήσονται ἐν τῇ κρίσει,μετὰ,"τῆς γενεᾶς ταύτης καὶ κατακρινοῦσιν αὐτήν, ὅτι μετενόησαν εἰς τὸ κήρυγμα Ἰωνᾶ, καὶ ἰδοὺ πλεῖον Ἰωνᾶ ὧδε.",μετά,Louw Nida 90.32,μετα,preposition,—
NA28,Matthew 12:42,βασίλισσα νότου ἐγερθήσεται ἐν τῇ κρίσει,μετὰ,"τῆς γενεᾶς ταύτης καὶ κατακρινεῖ αὐτήν, ὅτι ἦλθεν ἐκ τῶν περάτων τῆς γῆς",μετά,Louw Nida 90.32,μετα,preposition,—
NA28,Matthew 12:45,τότε πορεύεται καὶ παραλαμβάνει,μεθʼ,ἑαυτοῦ ἑπτὰ ἕτερα πνεύματα πονηρότερα ἑαυτοῦ καὶ εἰσελθόντα κατοικεῖ ἐκεῖ· καὶ γίνεται τὰ,μετά,Louw Nida 89.108,μετα,preposition,—
NA28,Matthew 13:20,"ὁ δὲ ἐπὶ τὰ πετρώδη σπαρείς, οὗτός ἐστιν ὁ τὸν λόγον ἀκούων καὶ εὐθὺς",μετὰ,"χαρᾶς λαμβάνων αὐτόν,",μετά,Louw Nida 89.108,μετα,preposition,—
NA28,Matthew 14:7,ὅθεν,μεθʼ,ὅρκου ὡμολόγησεν αὐτῇ δοῦναι ὃ ἐὰν αἰτήσηται.,μετά,Louw Nida 89.78,μετα,preposition,—
NA28,Matthew 15:30,καὶ προσῆλθον αὐτῷ ὄχλοι πολλοὶ ἔχοντες,μεθʼ,"ἑαυτῶν χωλούς, τυφλούς, κυλλούς, κωφούς, καὶ ἑτέρους πολλοὺς καὶ ἔρριψαν αὐτοὺς παρὰ τοὺς",μετά,Louw Nida 89.108,μετα,preposition,—
NA28,Matthew 16:27,μέλλει γὰρ ὁ υἱὸς τοῦ ἀνθρώπου ἔρχεσθαι ἐν τῇ δόξῃ τοῦ πατρὸς αὐτοῦ,μετὰ,"τῶν ἀγγέλων αὐτοῦ, καὶ τότε ἀποδώσει ἑκάστῳ κατὰ τὴν πρᾶξιν αὐτοῦ.",μετά,Louw Nida 89.108,μετα,preposition,—
NA28,Matthew 17:1,Καὶ,μεθʼ,ἡμέρας ἓξ παραλαμβάνει ὁ Ἰησοῦς τὸν Πέτρον καὶ  Ἰάκωβον καὶ Ἰωάννην τὸν ἀδελφὸν,μετά,Louw Nida 67.48,μετα,preposition,—
NA28,Matthew 17:3,καὶ ἰδοὺ ὤφθη αὐτοῖς Μωϋσῆς καὶ Ἠλίας συλλαλοῦντες,μετʼ,αὐτοῦ.,μετά,Louw Nida 89.108,μετα,preposition,—
NA28,Matthew 17:17,"ἀποκριθεὶς δὲ ὁ Ἰησοῦς εἶπεν· ὦ γενεὰ ἄπιστος καὶ διεστραμμένη, ἕως πότε",μεθʼ,ὑμῶν ἔσομαι; ἕως πότε ἀνέξομαι ὑμῶν; φέρετέ μοι αὐτὸν ὧδε.,μετά,Louw Nida 89.108,μετα,preposition,—
NA28,Matthew 18:16,"ἐὰν δὲ μὴ ἀκούσῃ, παράλαβε",μετὰ,"σοῦ ἔτι ἕνα ἢ δύο, ἵνα ἐπὶ στόματος δύο μαρτύρων ἢ τριῶν σταθῇ πᾶν ῥῆμα·",μετά,Louw Nida 89.108,μετα,preposition,—
NA28,Matthew 18:23,"Διὰ τοῦτο ὡμοιώθη ἡ βασιλεία τῶν οὐρανῶν ἀνθρώπῳ βασιλεῖ, ὃς ἠθέλησεν συνᾶραι λόγον",μετὰ,τῶν δούλων αὐτοῦ.,μετά,Louw Nida 89.108,μετα,preposition,—
NA28,Matthew 19:10,Λέγουσιν αὐτῷ οἱ μαθηταὶ [αὐτοῦ]· εἰ οὕτως ἐστὶν ἡ αἰτία τοῦ ἀνθρώπου,μετὰ,"τῆς γυναικός, οὐ συμφέρει γαμῆσαι.",μετά,Louw Nida 89.108,μετα,preposition,—
NA28,Matthew 20:2,συμφωνήσας δὲ,μετὰ,τῶν ἐργατῶν ἐκ δηναρίου τὴν ἡμέραν ἀπέστειλεν αὐτοὺς εἰς τὸν ἀμπελῶνα αὐτοῦ.,μετά,Louw Nida 89.108,μετα,preposition,—
NA28,Matthew 20:20,Τότε προσῆλθεν αὐτῷ ἡ μήτηρ τῶν υἱῶν Ζεβεδαίου,μετὰ,τῶν υἱῶν αὐτῆς προσκυνοῦσα καὶ αἰτοῦσά τι ἀπʼ αὐτοῦ.,μετά,Louw Nida 89.108,μετα,preposition,—
NA28,Matthew 21:2,"λέγων αὐτοῖς· πορεύεσθε εἰς τὴν κώμην τὴν κατέναντι ὑμῶν, καὶ εὐθέως εὑρήσετε ὄνον δεδεμένην καὶ πῶλον",μετʼ,αὐτῆς· λύσαντες ἀγάγετέ μοι.,μετά,Louw Nida 89.108,μετα,preposition,—
NA28,Matthew 22:16,καὶ ἀποστέλλουσιν αὐτῷ τοὺς μαθητὰς αὐτῶν,μετὰ,"τῶν Ἡρῳδιανῶν λέγοντες· διδάσκαλε, οἴδαμεν ὅτι ἀληθὴς εἶ καὶ τὴν ὁδὸν τοῦ θεοῦ",μετά,Louw Nida 89.108,μετα,preposition,—
NA28,Matthew 24:29,Εὐθέως δὲ,μετὰ,"τὴν θλῖψιν τῶν ἡμερῶν ἐκείνων        ὁ ἥλιος σκοτισθήσεται,           καὶ ἡ σελήνη οὐ δώσει",μετά,Louw Nida 67.48,μετα,preposition,—
NA28,Matthew 24:30,καὶ ὄψονται τὸν υἱὸν τοῦ ἀνθρώπου ἐρχόμενον ἐπὶ τῶν νεφελῶν τοῦ οὐρανοῦ,μετὰ,δυνάμεως καὶ δόξης πολλῆς·,μετά,Louw Nida 89.108,μετα,preposition,—
