Result,Lemma (Greek),Tense (Logos Greek),Voice (Logos Greek),Mood (Logos Greek),Person (Logos Greek),Number (Logos Greek),Reference,Previous Context,Next Context
φάγωμεν,ἐσθίω,aorist,active,subjunctive,first person,plural,1 Corinthians 8:8,"βρῶμα δὲ ἡμᾶς οὐ παραστήσει τῷ θεῷ· οὔτε ἐὰν μὴ φάγωμεν ὑστερούμεθα, οὔτε ἐὰν",περισσεύομεν.
φάγωμεν,ἐσθίω,aorist,active,subjunctive,first person,plural,1 Corinthians 15:32,"εἰ κατὰ ἄνθρωπον ἐθηριομάχησα ἐν Ἐφέσῳ, τί μοι τὸ ὄφελος; εἰ νεκροὶ οὐκ ἐγείρονται,","καὶ πίωμεν, αὔριον γὰρ ἀποθνῄσκομεν."
φάγω,ἐσθίω,aorist,active,subjunctive,first person,singular,Mark 14:14,ποῦ ἐστιν τὸ κατάλυμά μου ὅπου τὸ πάσχα μετὰ τῶν μαθητῶν μου,;
φάγω,ἐσθίω,aorist,active,subjunctive,first person,singular,Luke 22:11,διδάσκαλος· ποῦ ἐστιν τὸ κατάλυμα ὅπου τὸ πάσχα μετὰ τῶν μαθητῶν μου,;
φάγω,ἐσθίω,aorist,active,subjunctive,first person,singular,Luke 22:16,λέγω γὰρ ὑμῖν ὅτι οὐ μὴ,αὐτὸ ἕως ὅτου πληρωθῇ ἐν τῇ βασιλείᾳ τοῦ θεοῦ.
φάγω,ἐσθίω,aorist,active,subjunctive,first person,singular,1 Corinthians 8:13,"διόπερ εἰ βρῶμα σκανδαλίζει τὸν ἀδελφόν μου, οὐ μὴ","κρέα εἰς τὸν αἰῶνα, ἵνα μὴ τὸν ἀδελφόν μου σκανδαλίσω."
φάγονται,ἐσθίω,future,middle,indicative,third person,plural,Revelation 17:16,τὴν πόρνην καὶ ἠρημωμένην ποιήσουσιν αὐτὴν καὶ γυμνὴν καὶ τὰς σάρκας αὐτῆς,καὶ αὐτὴν κατακαύσουσιν ἐν πυρί.
φάγοι,ἐσθίω,aorist,active,optative,third person,singular,Mark 11:14,καὶ ἀποκριθεὶς εἶπεν αὐτῇ· μηκέτι εἰς τὸν αἰῶνα ἐκ σοῦ μηδεὶς καρπὸν,. καὶ ἤκουον οἱ μαθηταὶ αὐτοῦ.
φάγητε,ἐσθίω,aorist,active,subjunctive,second person,plural,Matthew 6:25,Διὰ τοῦτο λέγω ὑμῖν· μὴ μεριμνᾶτε τῇ ψυχῇ ὑμῶν τί,"[ἢ τί πίητε], μηδὲ τῷ σώματι ὑμῶν τί ἐνδύσησθε. οὐχὶ ἡ ψυχὴ πλεῖόν"
φάγητε,ἐσθίω,aorist,active,subjunctive,second person,plural,Luke 12:22,Εἶπεν δὲ πρὸς τοὺς μαθητὰς [αὐτοῦ]· διὰ τοῦτο λέγω ὑμῖν· μὴ μεριμνᾶτε τῇ ψυχῇ  τί,", μηδὲ τῷ σώματι  τί ἐνδύσησθε."
φάγητε,ἐσθίω,aorist,active,subjunctive,second person,plural,Luke 12:29,καὶ ὑμεῖς μὴ ζητεῖτε τί,καὶ τί πίητε καὶ μὴ μετεωρίζεσθε·
φάγητε,ἐσθίω,aorist,active,subjunctive,second person,plural,John 6:53,"εἶπεν οὖν αὐτοῖς ὁ Ἰησοῦς· ἀμὴν ἀμὴν λέγω ὑμῖν, ἐὰν μὴ","τὴν σάρκα τοῦ υἱοῦ τοῦ ἀνθρώπου καὶ πίητε αὐτοῦ τὸ αἷμα, οὐκ ἔχετε ζωὴν ἐν ἑαυτοῖς."
φάγητε,ἐσθίω,aorist,active,subjunctive,second person,plural,Revelation 19:18,ἵνα,σάρκας βασιλέων καὶ σάρκας χιλιάρχων καὶ σάρκας ἰσχυρῶν καὶ σάρκας ἵππων καὶ τῶν
φάγετε,ἐσθίω,aorist,active,imperative,second person,plural,Matthew 26:26,Ἐσθιόντων δὲ αὐτῶν λαβὼν ὁ Ἰησοῦς  ἄρτον καὶ εὐλογήσας ἔκλασεν καὶ δοὺς τοῖς μαθηταῖς εἶπεν· λάβετε,", τοῦτό ἐστιν τὸ σῶμά μου."
φάγεται,ἐσθίω,future,middle,indicative,third person,singular,Luke 14:15,Ἀκούσας δέ τις τῶν συνανακειμένων ταῦτα εἶπεν αὐτῷ· μακάριος ὅστις,ἄρτον ἐν τῇ βασιλείᾳ τοῦ θεοῦ.
φάγεται,ἐσθίω,future,middle,indicative,third person,singular,James 5:3,ὁ χρυσὸς ὑμῶν καὶ ὁ ἄργυρος κατίωται καὶ ὁ ἰὸς αὐτῶν εἰς μαρτύριον ὑμῖν ἔσται καὶ,τὰς σάρκας ὑμῶν  ὡς πῦρ. ἐθησαυρίσατε ἐν ἐσχάταις ἡμέραις.
φάγεσαι,ἐσθίω,future,middle,indicative,second person,singular,Luke 17:8,"ἀλλʼ οὐχὶ ἐρεῖ αὐτῷ· ἑτοίμασον  τί δειπνήσω καὶ περιζωσάμενος διακόνει μοι ἕως φάγω καὶ πίω, καὶ μετὰ ταῦτα",καὶ πίεσαι σύ;
φάγε,ἐσθίω,aorist,active,imperative,second person,singular,Luke 12:19,"καὶ ἐρῶ τῇ ψυχῇ μου· ψυχή, ἔχεις πολλὰ ἀγαθὰ κείμενα εἰς ἔτη πολλά· ἀναπαύου,",", πίε, εὐφραίνου."
φάγε,ἐσθίω,aorist,active,imperative,second person,singular,John 4:31,"Ἐν τῷ μεταξὺ ἠρώτων αὐτὸν οἱ μαθηταὶ λέγοντες· ῥαββί,",.
φάγε,ἐσθίω,aorist,active,imperative,second person,singular,Acts 10:13,"καὶ ἐγένετο φωνὴ πρὸς αὐτόν· ἀναστάς, Πέτρε, θῦσον καὶ",.
φάγε,ἐσθίω,aorist,active,imperative,second person,singular,Acts 11:7,"ἤκουσα δὲ καὶ φωνῆς λεγούσης μοι· ἀναστάς, Πέτρε, θῦσον καὶ",.
