Result,Lemma (Greek),Tense (Logos Greek),Voice (Logos Greek),Mood (Logos Greek),Person (Logos Greek),Gender (Logos Greek),Case (Logos Greek),Number (Logos Greek),Part of Speech,Reference,Previous Context,Next Context
Διώκετε,διώκω,present,active,imperative,second person,—,—,plural,verb,1 Corinthians 14:1,—,"τὴν ἀγάπην, ζηλοῦτε δὲ τὰ πνευματικά, μᾶλλον δὲ ἵνα προφητεύητε."
δίωκε,διώκω,present,active,imperative,second person,—,—,singular,verb,1 Timothy 6:11,"Σὺ δέ, ὦ ἄνθρωπε  θεοῦ, ταῦτα φεῦγε·","δὲ δικαιοσύνην εὐσέβειαν πίστιν,      ἀγάπην ὑπομονὴν πραϋπαθίαν."
δίωκε,διώκω,present,active,imperative,second person,—,—,singular,verb,2 Timothy 2:22,"Τὰς δὲ νεωτερικὰς ἐπιθυμίας φεῦγε,",δὲ δικαιοσύνην πίστιν ἀγάπην εἰρήνην μετὰ τῶν ἐπικαλουμένων τὸν κύριον ἐκ καθαρᾶς καρδίας.
δεδιωγμένοι,διώκω,perfect,passive,participle,—,masculine,nominative,plural,verb,Matthew 5:10,μακάριοι οἱ,"ἕνεκεν δικαιοσύνης,        ὅτι αὐτῶν ἐστιν ἡ βασιλεία τῶν οὐρανῶν."
διωκόμενοι,διώκω,present,passive,participle,—,masculine,nominative,plural,verb,1 Corinthians 4:12,"καὶ κοπιῶμεν ἐργαζόμενοι ταῖς ἰδίαις χερσίν· λοιδορούμενοι εὐλογοῦμεν,","ἀνεχόμεθα,"
διωκόμενοι,διώκω,present,passive,participle,—,masculine,nominative,plural,verb,2 Corinthians 4:9,—,"ἀλλʼ οὐκ ἐγκαταλειπόμενοι, καταβαλλόμενοι ἀλλʼ οὐκ ἀπολλύμενοι,"
διωκόντων,διώκω,present,active,participle,—,masculine,genitive,plural,verb,Matthew 5:44,ἐγὼ δὲ λέγω ὑμῖν· ἀγαπᾶτε τοὺς ἐχθροὺς ὑμῶν  καὶ προσεύχεσθε ὑπὲρ τῶν,"ὑμᾶς,"
διωξάτω,διώκω,aorist,active,imperative,third person,—,—,singular,verb,1 Peter 3:11,"ἐκκλινάτω δὲ ἀπὸ κακοῦ καὶ ποιησάτω ἀγαθόν,        ζητησάτω εἰρήνην καὶ",αὐτήν·
διωχθήσονται,διώκω,future,passive,indicative,third person,—,—,plural,verb,2 Timothy 3:12,καὶ πάντες δὲ οἱ θέλοντες εὐσεβῶς ζῆν ἐν Χριστῷ Ἰησοῦ,.
διώκεις,διώκω,present,active,indicative,second person,—,—,singular,verb,Acts 9:4,"καὶ πεσὼν ἐπὶ τὴν γῆν ἤκουσεν φωνὴν λέγουσαν αὐτῷ· Σαοὺλ Σαούλ, τί με",;
διώκεις,διώκω,present,active,indicative,second person,—,—,singular,verb,Acts 9:5,"εἶπεν δέ· τίς εἶ, κύριε; ὁ δέ· ἐγώ εἰμι Ἰησοῦς  ὃν σὺ",·
διώκεις,διώκω,present,active,indicative,second person,—,—,singular,verb,Acts 22:7,"ἔπεσά τε εἰς τὸ ἔδαφος καὶ ἤκουσα φωνῆς λεγούσης μοι· Σαοὺλ Σαούλ, τί με",;
διώκεις,διώκω,present,active,indicative,second person,—,—,singular,verb,Acts 22:8,"ἐγὼ δὲ ἀπεκρίθην· τίς εἶ, κύριε; εἶπέν τε πρός με· ἐγώ εἰμι Ἰησοῦς ὁ Ναζωραῖος, ὃν σὺ",.
διώκεις,διώκω,present,active,indicative,second person,—,—,singular,verb,Acts 26:14,"ἤκουσα φωνὴν λέγουσαν πρός με τῇ Ἑβραΐδι διαλέκτῳ· Σαοὺλ Σαούλ, τί με",; σκληρόν σοι πρὸς κέντρα λακτίζειν.
διώκεις,διώκω,present,active,indicative,second person,—,—,singular,verb,Acts 26:15,"ἐγὼ δὲ εἶπα· τίς εἶ, κύριε; ὁ δὲ κύριος εἶπεν· ἐγώ εἰμι Ἰησοῦς  ὃν σὺ",.
διώκετε,διώκω,present,active,imperative,second person,—,—,plural,verb,1 Thessalonians 5:15,"ὁρᾶτε μή τις κακὸν ἀντὶ κακοῦ τινι ἀποδῷ, ἀλλὰ πάντοτε τὸ ἀγαθὸν",[καὶ] εἰς ἀλλήλους καὶ εἰς πάντας.
διώκετε,διώκω,present,active,imperative,second person,—,—,plural,verb,Hebrews 12:14,Εἰρήνην,"μετὰ πάντων καὶ τὸν ἁγιασμόν, οὗ χωρὶς οὐδεὶς ὄψεται τὸν κύριον,"
διώκομαι,διώκω,present,passive,indicative,first person,—,—,singular,verb,Galatians 5:11,"Ἐγὼ δέ, ἀδελφοί, εἰ περιτομὴν ἔτι κηρύσσω, τί ἔτι",; ἄρα κατήργηται τὸ σκάνδαλον τοῦ σταυροῦ.
διώκοντα,διώκω,present,active,participle,—,neuter,nominative,plural,verb,Romans 9:30,Τί οὖν ἐροῦμεν; ὅτι ἔθνη τὰ μὴ,"δικαιοσύνην κατέλαβεν  δικαιοσύνην, δικαιοσύνην δὲ τὴν ἐκ πίστεως,"
διώκοντας,διώκω,present,active,participle,—,masculine,accusative,plural,verb,Romans 12:14,εὐλογεῖτε τοὺς,"[ὑμᾶς], εὐλογεῖτε καὶ μὴ καταρᾶσθε."
διώκοντες,διώκω,present,active,participle,—,masculine,nominative,plural,verb,Romans 12:13,"ταῖς χρείαις τῶν ἁγίων κοινωνοῦντες, τὴν φιλοξενίαν",.
διώκω,διώκω,present,active,indicative,first person,—,—,singular,verb,Philippians 3:12,"Οὐχ ὅτι ἤδη ἔλαβον  ἢ ἤδη τετελείωμαι,","δὲ εἰ καὶ καταλάβω, ἐφʼ ᾧ καὶ κατελήμφθην ὑπὸ Χριστοῦ [Ἰησοῦ]."
διώκωμεν,διώκω,present,active,subjunctive,first person,—,—,plural,verb,Romans 14:19,Ἄρα οὖν τὰ τῆς εἰρήνης,καὶ τὰ τῆς οἰκοδομῆς τῆς εἰς ἀλλήλους.
διώκων,διώκω,present,active,participle,—,masculine,nominative,singular,verb,Romans 9:31,Ἰσραὴλ δὲ,νόμον δικαιοσύνης εἰς νόμον οὐκ ἔφθασεν.
διώκων,διώκω,present,active,participle,—,masculine,nominative,singular,verb,Galatians 1:23,μόνον δὲ ἀκούοντες ἦσαν ὅτι ὁ,"ἡμᾶς ποτε νῦν εὐαγγελίζεται τὴν πίστιν ἥν ποτε ἐπόρθει,"
διώκων,διώκω,present,active,participle,—,masculine,nominative,singular,verb,Philippians 3:6,κατὰ ζῆλος,"τὴν ἐκκλησίαν, κατὰ δικαιοσύνην τὴν ἐν νόμῳ γενόμενος ἄμεμπτος."
διώκωνται,διώκω,present,passive,subjunctive,third person,—,—,plural,verb,Galatians 6:12,"Ὅσοι θέλουσιν εὐπροσωπῆσαι ἐν σαρκί, οὗτοι ἀναγκάζουσιν ὑμᾶς περιτέμνεσθαι, μόνον ἵνα τῷ σταυρῷ τοῦ Χριστοῦ  μὴ",.
διώκωσιν,διώκω,present,active,subjunctive,third person,—,—,plural,verb,Matthew 10:23,Ὅταν δὲ,ὑμᾶς ἐν τῇ πόλει ταύτῃ φεύγετε εἰς τὴν ἑτέραν·  ἀμὴν γὰρ λέγω ὑμῖν
διώκω,διώκω,present,active,indicative,first person,—,—,singular,verb,Philippians 3:14,κατὰ σκοπὸν,εἰς τὸ βραβεῖον τῆς ἄνω κλήσεως τοῦ θεοῦ ἐν Χριστῷ Ἰησοῦ.
διώξετε,διώκω,future,active,indicative,second person,—,—,plural,verb,Matthew 23:34,ἀποκτενεῖτε καὶ σταυρώσετε καὶ ἐξ αὐτῶν μαστιγώσετε ἐν ταῖς συναγωγαῖς ὑμῶν καὶ,ἀπὸ πόλεως εἰς πόλιν·
διώξητε,διώκω,aorist,active,subjunctive,second person,—,—,plural,verb,Luke 17:23,"καὶ ἐροῦσιν ὑμῖν· ἰδοὺ ἐκεῖ, [ἤ] ἰδοὺ ὧδε· μὴ ἀπέλθητε μηδὲ",.
διώξουσιν,διώκω,future,active,indicative,third person,—,—,plural,verb,Luke 11:49,"εἶπεν· ἀποστελῶ εἰς αὐτοὺς προφήτας καὶ ἀποστόλους, καὶ ἐξ αὐτῶν ἀποκτενοῦσιν καὶ",","
