Resource,Reference,Previous Context,Result,Next Context,Lemma (Greek),Louw-Nida,Root,Part of Speech,Adverb/particle Type (Logos Greek)
NA28,Matthew 6:25,"Διὰ τοῦτο λέγω ὑμῖν· μὴ μεριμνᾶτε τῇ ψυχῇ ὑμῶν τί φάγητε [ἢ τί πίητε],",μηδὲ,τῷ σώματι ὑμῶν τί ἐνδύσησθε. οὐχὶ ἡ ψυχὴ πλεῖόν ἐστιν τῆς τροφῆς καὶ τὸ σῶμα τοῦ ἐνδύματος;,μηδέ,Louw Nida 69.7,"δε, μη
","particle, conjunction",negative
NA28,Matthew 7:6,Μὴ δῶτε τὸ ἅγιον τοῖς κυσὶν,μηδὲ,"βάλητε τοὺς μαργαρίτας ὑμῶν ἔμπροσθεν τῶν χοίρων, μήποτε καταπατήσουσιν αὐτοὺς ἐν τοῖς ποσὶν",μηδέ,Louw Nida 69.7,"δε, μη
","particle, conjunction",negative
NA28,Matthew 10:9,Μὴ κτήσησθε χρυσὸν,μηδὲ,"ἄργυρον μηδὲ χαλκὸν εἰς τὰς ζώνας ὑμῶν,",μηδέ,Louw Nida 69.7,"δε, μη
","particle, conjunction",negative
NA28,Matthew 10:9,Μὴ κτήσησθε χρυσὸν μηδὲ ἄργυρον,μηδὲ,"χαλκὸν εἰς τὰς ζώνας ὑμῶν,",μηδέ,Louw Nida 69.8,"δε, μη
","particle, conjunction",negative
NA28,Matthew 10:10,μὴ πήραν εἰς ὁδὸν,μηδὲ,δύο χιτῶνας μηδὲ ὑποδήματα μηδὲ ῥάβδον· ἄξιος γὰρ ὁ ἐργάτης τῆς τροφῆς αὐτοῦ.,μηδέ,Louw Nida 69.7,"δε, μη
","particle, conjunction",negative
NA28,Matthew 10:10,μὴ πήραν εἰς ὁδὸν μηδὲ δύο χιτῶνας,μηδὲ,ὑποδήματα μηδὲ ῥάβδον· ἄξιος γὰρ ὁ ἐργάτης τῆς τροφῆς αὐτοῦ.,μηδέ,Louw Nida 69.7,"δε, μη
","particle, conjunction",negative
NA28,Matthew 10:10,μὴ πήραν εἰς ὁδὸν μηδὲ δύο χιτῶνας μηδὲ ὑποδήματα,μηδὲ,ῥάβδον· ἄξιος γὰρ ὁ ἐργάτης τῆς τροφῆς αὐτοῦ.,μηδέ,Louw Nida 69.7,"δε, μη
","particle, conjunction",negative
NA28,Matthew 10:14,καὶ ὃς ἂν μὴ δέξηται ὑμᾶς,μηδὲ,"ἀκούσῃ τοὺς λόγους ὑμῶν, ἐξερχόμενοι ἔξω τῆς οἰκίας ἢ τῆς πόλεως  ἐκείνης ἐκτινάξατε",μηδέ,Louw Nida 69.7,"δε, μη
","particle, conjunction",negative
NA28,Matthew 22:29,Ἀποκριθεὶς δὲ ὁ Ἰησοῦς εἶπεν αὐτοῖς· πλανᾶσθε μὴ εἰδότες τὰς γραφὰς,μηδὲ,τὴν δύναμιν τοῦ θεοῦ·,μηδέ,Louw Nida 69.7,"δε, μη
","particle, conjunction",negative
NA28,Matthew 23:10,—,μηδὲ,"κληθῆτε καθηγηταί, ὅτι καθηγητὴς ὑμῶν ἐστιν εἷς ὁ Χριστός.",μηδέ,Louw Nida 69.7,"δε, μη
","adverb, particle",negative
NA28,Matthew 24:20,προσεύχεσθε δὲ ἵνα μὴ γένηται ἡ φυγὴ ὑμῶν χειμῶνος,μηδὲ,σαββάτῳ.,μηδέ,Louw Nida 69.7,"δε, μη
","particle, conjunction",negative
NA28,Mark 2:2,καὶ  συνήχθησαν πολλοὶ ὥστε μηκέτι χωρεῖν,μηδὲ,"τὰ πρὸς τὴν θύραν, καὶ ἐλάλει αὐτοῖς τὸν λόγον.",μηδέ,Louw Nida 69.8,"δε, μη
","adverb, particle",negative
NA28,Mark 3:20,"Καὶ ἔρχεται εἰς οἶκον· καὶ συνέρχεται πάλιν [ὁ] ὄχλος, ὥστε μὴ δύνασθαι αὐτοὺς",μηδὲ,ἄρτον φαγεῖν.,μηδέ,Louw Nida 69.8,"δε, μη
","adverb, particle",negative
NA28,Mark 6:11,καὶ ὃς ἂν τόπος μὴ δέξηται ὑμᾶς,μηδὲ,"ἀκούσωσιν ὑμῶν, ἐκπορευόμενοι ἐκεῖθεν ἐκτινάξατε τὸν χοῦν τὸν ὑποκάτω τῶν ποδῶν ὑμῶν εἰς μαρτύριον αὐτοῖς.",μηδέ,Louw Nida 69.7,"δε, μη
","particle, conjunction",negative
NA28,Mark 8:26,καὶ ἀπέστειλεν αὐτὸν εἰς οἶκον αὐτοῦ λέγων·,μηδὲ,εἰς τὴν κώμην εἰσέλθῃς.,μηδέ,Louw Nida 69.7,"δε, μη
","adverb, particle",negative
