Resource,Reference,Previous Context,Result,Next Context,Lemma (Greek),Louw-Nida,Root,Part of Speech,Adverb/particle Type (Logos Greek)
NA28,Matthew 7:28,Καὶ ἐγένετο,ὅτε,"ἐτέλεσεν ὁ Ἰησοῦς τοὺς λόγους τούτους, ἐξεπλήσσοντο οἱ ὄχλοι ἐπὶ τῇ διδαχῇ αὐτοῦ·",ὅτε,Louw Nida 67.30,"ος, τε",conjunction,—
NA28,Matthew 9:25,—,ὅτε,"δὲ ἐξεβλήθη ὁ ὄχλος εἰσελθὼν ἐκράτησεν τῆς χειρὸς αὐτῆς, καὶ ἠγέρθη τὸ κοράσιον.",ὅτε,Louw Nida 67.30,"ος, τε",conjunction,—
NA28,Matthew 11:1,Καὶ ἐγένετο,ὅτε,"ἐτέλεσεν ὁ Ἰησοῦς διατάσσων τοῖς δώδεκα μαθηταῖς αὐτοῦ, μετέβη ἐκεῖθεν τοῦ διδάσκειν καὶ",ὅτε,Louw Nida 67.30,"ος, τε",conjunction,—
NA28,Matthew 12:3,ὁ δὲ εἶπεν αὐτοῖς· οὐκ ἀνέγνωτε τί ἐποίησεν Δαυὶδ,ὅτε,"ἐπείνασεν καὶ οἱ μετʼ αὐτοῦ,",ὅτε,Louw Nida 67.30,"ος, τε",conjunction,—
NA28,Matthew 13:26,—,ὅτε,"δὲ ἐβλάστησεν ὁ χόρτος καὶ καρπὸν ἐποίησεν, τότε ἐφάνη καὶ τὰ ζιζάνια.",ὅτε,Louw Nida 67.30,"ος, τε",conjunction,—
NA28,Matthew 13:48,ἣν,ὅτε,"ἐπληρώθη ἀναβιβάσαντες ἐπὶ τὸν αἰγιαλὸν καὶ καθίσαντες συνέλεξαν τὰ καλὰ εἰς ἄγγη, τὰ δὲ σαπρὰ ἔξω ἔβαλον.",ὅτε,Louw Nida 67.30,"ος, τε",conjunction,—
NA28,Matthew 13:53,Καὶ ἐγένετο,ὅτε,"ἐτέλεσεν ὁ Ἰησοῦς τὰς παραβολὰς ταύτας, μετῆρεν ἐκεῖθεν.",ὅτε,Louw Nida 67.30,"ος, τε",conjunction,—
NA28,Matthew 19:1,Καὶ ἐγένετο,ὅτε,"ἐτέλεσεν ὁ Ἰησοῦς τοὺς λόγους τούτους, μετῆρεν ἀπὸ τῆς Γαλιλαίας καὶ ἦλθεν εἰς",ὅτε,Louw Nida 67.30,"ος, τε",conjunction,—
NA28,Matthew 21:1,Καὶ,ὅτε,"ἤγγισαν εἰς Ἱεροσόλυμα καὶ ἦλθον εἰς Βηθφαγὴ εἰς τὸ ὄρος τῶν ἐλαιῶν, τότε Ἰησοῦς ἀπέστειλεν δύο μαθητὰς",ὅτε,Louw Nida 67.30,"ος, τε",conjunction,—
NA28,Matthew 21:34,—,ὅτε,"δὲ ἤγγισεν ὁ καιρὸς τῶν καρπῶν, ἀπέστειλεν τοὺς δούλους αὐτοῦ πρὸς τοὺς γεωργοὺς λαβεῖν τοὺς καρποὺς αὐτοῦ.",ὅτε,Louw Nida 67.30,"ος, τε",conjunction,—
NA28,Matthew 26:1,Καὶ ἐγένετο,ὅτε,"ἐτέλεσεν ὁ Ἰησοῦς πάντας τοὺς λόγους τούτους, εἶπεν τοῖς μαθηταῖς αὐτοῦ·",ὅτε,Louw Nida 67.30,"ος, τε",conjunction,—
NA28,Matthew 27:31,Καὶ,ὅτε,"ἐνέπαιξαν αὐτῷ, ἐξέδυσαν αὐτὸν τὴν χλαμύδα καὶ ἐνέδυσαν αὐτὸν τὰ ἱμάτια αὐτοῦ καὶ",ὅτε,Louw Nida 67.30,"ος, τε",conjunction,—
NA28,Mark 1:32,"Ὀψίας δὲ γενομένης,",ὅτε,"ἔδυ ὁ ἥλιος, ἔφερον πρὸς αὐτὸν πάντας τοὺς κακῶς ἔχοντας  καὶ τοὺς δαιμονιζομένους·",ὅτε,Louw Nida 67.30,"ος, τε","conjunction, adverb",—
