Resource,Reference,Previous Context,Result,Next Context,Lemma (Greek),Louw-Nida,Root,Part of Speech,Adverb/particle Type (Logos Greek)
NA28,Matthew 3:1,Ἐν δὲ ταῖς ἡμέραις,ἐκείναις,παραγίνεται Ἰωάννης ὁ βαπτιστὴς κηρύσσων ἐν τῇ ἐρήμῳ τῆς Ἰουδαίας,ἐκεῖνος,Louw Nida 92.30,εκει,pronoun,—
NA28,Matthew 7:22,πολλοὶ ἐροῦσίν μοι ἐν,ἐκείνῃ,"τῇ ἡμέρᾳ· κύριε κύριε, οὐ τῷ σῷ ὀνόματι ἐπροφητεύσαμεν, καὶ τῷ σῷ ὀνόματι",ἐκεῖνος,Louw Nida 92.30,εκει,pronoun,—
NA28,Matthew 7:25,καὶ κατέβη ἡ βροχὴ καὶ ἦλθον οἱ ποταμοὶ καὶ ἔπνευσαν οἱ ἄνεμοι καὶ προσέπεσαν τῇ οἰκίᾳ,ἐκείνῃ,"καὶ οὐκ ἔπεσεν, τεθεμελίωτο γὰρ ἐπὶ τὴν πέτραν.",ἐκεῖνος,Louw Nida 92.30,εκει,pronoun,—
NA28,Matthew 7:27,καὶ κατέβη ἡ βροχὴ καὶ ἦλθον οἱ ποταμοὶ καὶ ἔπνευσαν οἱ ἄνεμοι καὶ προσέκοψαν τῇ οἰκίᾳ,ἐκείνῃ,", καὶ ἔπεσεν καὶ ἦν ἡ πτῶσις αὐτῆς μεγάλη.",ἐκεῖνος,Louw Nida 92.30,εκει,pronoun,—
NA28,Matthew 8:13,ὡς ἐπίστευσας γενηθήτω σοι. καὶ ἰάθη ὁ παῖς [αὐτοῦ] ἐν τῇ ὥρᾳ,ἐκείνῃ,.,ἐκεῖνος,Louw Nida 92.30,εκει,pronoun,—
NA28,Matthew 8:28,"μνημείων ἐξερχόμενοι, χαλεποὶ λίαν, ὥστε μὴ ἰσχύειν τινὰ παρελθεῖν διὰ τῆς ὁδοῦ",ἐκείνης,.,ἐκεῖνος,Louw Nida 92.30,εκει,pronoun,—
NA28,Matthew 9:22,ἡ πίστις σου σέσωκέν σε. καὶ ἐσώθη ἡ γυνὴ ἀπὸ τῆς ὥρας,ἐκείνης,.,ἐκεῖνος,Louw Nida 92.30,εκει,pronoun,—
NA28,Matthew 9:26,καὶ ἐξῆλθεν ἡ φήμη αὕτη εἰς ὅλην τὴν γῆν,ἐκείνην,.,ἐκεῖνος,Louw Nida 92.30,εκει,pronoun,—
NA28,Matthew 9:31,οἱ δὲ ἐξελθόντες διεφήμισαν αὐτὸν ἐν ὅλῃ τῇ γῇ,ἐκείνῃ,.,ἐκεῖνος,Louw Nida 92.30,εκει,pronoun,—
NA28,Matthew 10:14,"καὶ ὃς ἂν μὴ δέξηται ὑμᾶς μηδὲ ἀκούσῃ τοὺς λόγους ὑμῶν, ἐξερχόμενοι ἔξω τῆς οἰκίας ἢ τῆς πόλεως",ἐκείνης,ἐκτινάξατε τὸν κονιορτὸν  τῶν ποδῶν ὑμῶν.,ἐκεῖνος,Louw Nida 92.30,εκει,pronoun,—
NA28,Matthew 10:15,"ἀμὴν λέγω ὑμῖν, ἀνεκτότερον ἔσται γῇ Σοδόμων καὶ Γομόρρων ἐν ἡμέρᾳ κρίσεως ἢ τῇ πόλει",ἐκείνῃ,.,ἐκεῖνος,Louw Nida 92.30,εκει,pronoun,—
NA28,Matthew 10:19,"ὅταν δὲ παραδῶσιν ὑμᾶς, μὴ μεριμνήσητε πῶς ἢ τί λαλήσητε· δοθήσεται γὰρ ὑμῖν ἐν",ἐκείνῃ,τῇ ὥρᾳ τί λαλήσητε·,ἐκεῖνος,Louw Nida 92.30,εκει,pronoun,—
NA28,Matthew 11:25,Ἐν,ἐκείνῳ,"τῷ καιρῷ ἀποκριθεὶς ὁ Ἰησοῦς εἶπεν· ἐξομολογοῦμαί σοι, πάτερ, κύριε τοῦ οὐρανοῦ καὶ",ἐκεῖνος,Louw Nida 92.30,εκει,pronoun,—
NA28,Matthew 12:1,Ἐν,ἐκείνῳ,τῷ καιρῷ ἐπορεύθη ὁ Ἰησοῦς  τοῖς σάββασιν διὰ τῶν σπορίμων· οἱ δὲ μαθηταὶ,ἐκεῖνος,Louw Nida 92.30,εκει,pronoun,—
NA28,Matthew 12:45,πονηρότερα ἑαυτοῦ καὶ εἰσελθόντα κατοικεῖ ἐκεῖ· καὶ γίνεται τὰ ἔσχατα τοῦ ἀνθρώπου,ἐκείνου,χείρονα τῶν πρώτων. οὕτως ἔσται καὶ τῇ γενεᾷ ταύτῃ τῇ πονηρᾷ.,ἐκεῖνος,Louw Nida 92.30,εκει,pronoun,—
NA28,Matthew 13:1,Ἐν  τῇ ἡμέρᾳ,ἐκείνῃ,ἐξελθὼν ὁ Ἰησοῦς τῆς οἰκίας ἐκάθητο παρὰ τὴν θάλασσαν·,ἐκεῖνος,Louw Nida 92.30,εκει,pronoun,—
NA28,Matthew 13:11,"ὁ δὲ ἀποκριθεὶς εἶπεν αὐτοῖς· ὅτι ὑμῖν δέδοται γνῶναι τὰ μυστήρια τῆς βασιλείας τῶν οὐρανῶν,",ἐκείνοις,δὲ οὐ δέδοται.,ἐκεῖνος,Louw Nida 92.30,εκει,pronoun,—
NA28,Matthew 13:44,χαρᾶς αὐτοῦ ὑπάγει καὶ πωλεῖ πάντα ὅσα ἔχει καὶ ἀγοράζει τὸν ἀγρὸν,ἐκεῖνον,.,ἐκεῖνος,Louw Nida 92.30,εκει,pronoun,—
NA28,Matthew 14:1,Ἐν,ἐκείνῳ,"τῷ καιρῷ ἤκουσεν Ἡρῴδης ὁ τετραάρχης τὴν ἀκοὴν Ἰησοῦ,",ἐκεῖνος,Louw Nida 92.30,εκει,pronoun,—
NA28,Matthew 14:35,καὶ ἐπιγνόντες αὐτὸν οἱ ἄνδρες τοῦ τόπου,ἐκείνου,ἀπέστειλαν εἰς ὅλην τὴν περίχωρον ἐκείνην καὶ προσήνεγκαν αὐτῷ πάντας τοὺς κακῶς ἔχοντας,ἐκεῖνος,Louw Nida 92.30,εκει,pronoun,—
