Result,Lemma (Greek),Tense (Logos Greek),Voice (Logos Greek),Mood (Logos Greek),Person (Logos Greek),Gender (Logos Greek),Case (Logos Greek),Number (Logos Greek),Reference,Previous Context,Next Context
καρδίας,καρδία,—,—,—,—,feminine,accusative,plural,Luke 1:17,"καὶ αὐτὸς προελεύσεται ἐνώπιον αὐτοῦ           ἐν πνεύματι καὶ δυνάμει Ἠλίου,        ἐπιστρέψαι","πατέρων ἐπὶ τέκνα        καὶ ἀπειθεῖς ἐν φρονήσει δικαίων,           ἑτοιμάσαι κυρίῳ λαὸν κατεσκευασμένον."
καρδίας,καρδία,—,—,—,—,feminine,genitive,singular,Luke 1:51,"Ἐποίησεν κράτος ἐν βραχίονι αὐτοῦ,        διεσκόρπισεν ὑπερηφάνους διανοίᾳ",αὐτῶν·
καρδίᾳ,καρδία,—,—,—,—,feminine,dative,singular,Luke 1:66,καὶ ἔθεντο πάντες οἱ ἀκούσαντες ἐν τῇ,αὐτῶν λέγοντες· τί ἄρα τὸ παιδίον τοῦτο ἔσται; καὶ γὰρ χεὶρ κυρίου ἦν μετʼ αὐτοῦ.
καρδίᾳ,καρδία,—,—,—,—,feminine,dative,singular,Luke 2:19,ἡ δὲ Μαριὰμ πάντα συνετήρει τὰ ῥήματα ταῦτα συμβάλλουσα ἐν τῇ,αὐτῆς.
καρδιῶν,καρδία,—,—,—,—,feminine,genitive,plural,Luke 2:35,καὶ σοῦ [δὲ] αὐτῆς τὴν ψυχὴν διελεύσεται ῥομφαία — ὅπως ἂν ἀποκαλυφθῶσιν ἐκ πολλῶν,διαλογισμοί.
καρδίᾳ,καρδία,—,—,—,—,feminine,dative,singular,Luke 2:51,ὑποτασσόμενος αὐτοῖς. καὶ ἡ μήτηρ αὐτοῦ διετήρει πάντα τὰ ῥήματα ἐν τῇ,αὐτῆς.
καρδίαις,καρδία,—,—,—,—,feminine,dative,plural,Luke 3:15,Προσδοκῶντος δὲ τοῦ λαοῦ καὶ διαλογιζομένων πάντων ἐν ταῖς,"αὐτῶν περὶ τοῦ Ἰωάννου, μήποτε αὐτὸς εἴη ὁ χριστός,"
καρδίαις,καρδία,—,—,—,—,feminine,dative,plural,Luke 5:22,ἐπιγνοὺς δὲ ὁ Ἰησοῦς τοὺς διαλογισμοὺς αὐτῶν ἀποκριθεὶς εἶπεν πρὸς αὐτούς· τί διαλογίζεσθε ἐν ταῖς,ὑμῶν;
καρδίας,καρδία,—,—,—,—,feminine,genitive,singular,Luke 6:45,ὁ ἀγαθὸς ἄνθρωπος ἐκ τοῦ ἀγαθοῦ θησαυροῦ τῆς,"προφέρει τὸ ἀγαθόν, καὶ ὁ πονηρὸς ἐκ τοῦ πονηροῦ  προφέρει τὸ πονηρόν· ἐκ"
καρδίας,καρδία,—,—,—,—,feminine,genitive,singular,Luke 6:45,καὶ ὁ πονηρὸς ἐκ τοῦ πονηροῦ  προφέρει τὸ πονηρόν· ἐκ γὰρ περισσεύματος,λαλεῖ τὸ στόμα αὐτοῦ.
καρδίας,καρδία,—,—,—,—,feminine,genitive,singular,Luke 8:12,"οἱ δὲ παρὰ τὴν ὁδόν εἰσιν οἱ ἀκούσαντες, εἶτα ἔρχεται ὁ διάβολος καὶ αἴρει τὸν λόγον ἀπὸ τῆς","αὐτῶν, ἵνα μὴ πιστεύσαντες σωθῶσιν."
καρδίᾳ,καρδία,—,—,—,—,feminine,dative,singular,Luke 8:15,"τὸ δὲ ἐν τῇ καλῇ γῇ, οὗτοί εἰσιν οἵτινες ἐν",καλῇ καὶ ἀγαθῇ ἀκούσαντες τὸν λόγον  κατέχουσιν καὶ καρποφοροῦσιν ἐν ὑπομονῇ.
καρδίας,καρδία,—,—,—,—,feminine,genitive,singular,Luke 9:47,ὁ δὲ Ἰησοῦς εἰδὼς τὸν διαλογισμὸν τῆς,αὐτῶν ἐπιλαβόμενος παιδίον ἔστησεν αὐτὸ παρʼ ἑαυτῷ
καρδίας,καρδία,—,—,—,—,feminine,genitive,singular,Luke 10:27,ὁ δὲ ἀποκριθεὶς εἶπεν· ἀγαπήσεις κύριον τὸν θεόν σου ἐξ ὅλης [τῆς],σου καὶ ἐν ὅλῃ τῇ ψυχῇ σου καὶ ἐν ὅλῃ τῇ ἰσχύϊ σου
καρδία,καρδία,—,—,—,—,feminine,nominative,singular,Luke 12:34,"ὅπου γάρ ἐστιν ὁ θησαυρὸς ὑμῶν, ἐκεῖ καὶ ἡ",ὑμῶν ἔσται.
καρδίᾳ,καρδία,—,—,—,—,feminine,dative,singular,Luke 12:45,ἐὰν δὲ εἴπῃ ὁ δοῦλος ἐκεῖνος ἐν τῇ,"αὐτοῦ· χρονίζει ὁ κύριός μου ἔρχεσθαι, καὶ ἄρξηται τύπτειν τοὺς παῖδας καὶ τὰς"
καρδίας,καρδία,—,—,—,—,feminine,accusative,plural,Luke 16:15,"καὶ εἶπεν αὐτοῖς· ὑμεῖς ἐστε οἱ δικαιοῦντες ἑαυτοὺς ἐνώπιον τῶν ἀνθρώπων, ὁ δὲ θεὸς γινώσκει τὰς",ὑμῶν· ὅτι τὸ ἐν ἀνθρώποις ὑψηλὸν βδέλυγμα ἐνώπιον τοῦ θεοῦ.
καρδίαις,καρδία,—,—,—,—,feminine,dative,plural,Luke 21:14,θέτε οὖν ἐν ταῖς,ὑμῶν μὴ προμελετᾶν ἀπολογηθῆναι·
καρδίαι,καρδία,—,—,—,—,feminine,nominative,plural,Luke 21:34,Προσέχετε δὲ ἑαυτοῖς μήποτε βαρηθῶσιν ὑμῶν αἱ,ἐν κραιπάλῃ καὶ μέθῃ καὶ μερίμναις βιωτικαῖς καὶ ἐπιστῇ ἐφʼ ὑμᾶς αἰφνίδιος ἡ ἡμέρα ἐκείνη
καρδίᾳ,καρδία,—,—,—,—,feminine,dative,singular,Luke 24:25,Καὶ αὐτὸς εἶπεν πρὸς αὐτούς· ὦ ἀνόητοι καὶ βραδεῖς τῇ,τοῦ πιστεύειν ἐπὶ πᾶσιν οἷς ἐλάλησαν οἱ προφῆται·
καρδία,καρδία,—,—,—,—,feminine,nominative,singular,Luke 24:32,καὶ εἶπαν πρὸς ἀλλήλους· οὐχὶ ἡ,"ἡμῶν καιομένη ἦν [ἐν ἡμῖν] ὡς ἐλάλει ἡμῖν ἐν τῇ ὁδῷ,  ὡς διήνοιγεν ἡμῖν τὰς γραφάς;"
καρδίᾳ,καρδία,—,—,—,—,feminine,dative,singular,Luke 24:38,καὶ εἶπεν αὐτοῖς· τί τεταραγμένοι ἐστὲ καὶ διὰ τί διαλογισμοὶ ἀναβαίνουσιν ἐν τῇ,ὑμῶν;
καρδίαν,καρδία,—,—,—,—,feminine,accusative,singular,John 12:40,τετύφλωκεν αὐτῶν τοὺς ὀφθαλμοὺς           καὶ ἐπώρωσεν αὐτῶν τὴν,",        ἵνα μὴ ἴδωσιν τοῖς ὀφθαλμοῖς           καὶ  νοήσωσιν τῇ καρδίᾳ        καὶ στραφῶσιν, καὶ ἰάσομαι αὐτούς."
καρδίᾳ,καρδία,—,—,—,—,feminine,dative,singular,John 12:40,"τετύφλωκεν αὐτῶν τοὺς ὀφθαλμοὺς           καὶ ἐπώρωσεν αὐτῶν τὴν καρδίαν,        ἵνα μὴ ἴδωσιν τοῖς ὀφθαλμοῖς           καὶ  νοήσωσιν τῇ","καὶ στραφῶσιν, καὶ ἰάσομαι αὐτούς."
καρδίαν,καρδία,—,—,—,—,feminine,accusative,singular,John 13:2,"Καὶ δείπνου γινομένου, τοῦ  διαβόλου ἤδη βεβληκότος εἰς τὴν","ἵνα παραδοῖ αὐτὸν Ἰούδας Σίμωνος Ἰσκαριώτου,"
καρδία,καρδία,—,—,—,—,feminine,nominative,singular,John 14:1,Μὴ ταρασσέσθω ὑμῶν ἡ,· πιστεύετε εἰς τὸν θεὸν καὶ εἰς ἐμὲ πιστεύετε.
καρδία,καρδία,—,—,—,—,feminine,nominative,singular,John 14:27,οὐ καθὼς ὁ κόσμος δίδωσιν ἐγὼ δίδωμι ὑμῖν. μὴ ταρασσέσθω ὑμῶν ἡ,μηδὲ δειλιάτω.
καρδίαν,καρδία,—,—,—,—,feminine,accusative,singular,John 16:6,ἀλλʼ ὅτι ταῦτα λελάληκα ὑμῖν ἡ λύπη πεπλήρωκεν ὑμῶν τὴν,.
καρδία,καρδία,—,—,—,—,feminine,nominative,singular,John 16:22,"καὶ ὑμεῖς οὖν νῦν μὲν λύπην ἔχετε· πάλιν δὲ ὄψομαι ὑμᾶς, καὶ χαρήσεται ὑμῶν ἡ",", καὶ τὴν χαρὰν ὑμῶν οὐδεὶς αἴρει ἀφʼ ὑμῶν."
καρδία,καρδία,—,—,—,—,feminine,nominative,singular,Acts 2:26,διὰ τοῦτο ηὐφράνθη ἡ,"μου        καὶ ἠγαλλιάσατο ἡ γλῶσσά μου,      ἔτι δὲ καὶ ἡ σάρξ μου κατασκηνώσει ἐπʼ ἐλπίδι,"
καρδίαν,καρδία,—,—,—,—,feminine,accusative,singular,Acts 2:37,Ἀκούσαντες δὲ κατενύγησαν τὴν,"εἶπόν τε πρὸς τὸν Πέτρον καὶ τοὺς λοιποὺς ἀποστόλους· τί  ποιήσωμεν, ἄνδρες ἀδελφοί ;"
καρδίας,καρδία,—,—,—,—,feminine,genitive,singular,Acts 2:46,"ἱερῷ, κλῶντές τε κατʼ οἶκον ἄρτον, μετελάμβανον τροφῆς ἐν ἀγαλλιάσει καὶ ἀφελότητι",""
καρδία,καρδία,—,—,—,—,feminine,nominative,singular,Acts 4:32,Τοῦ δὲ πλήθους τῶν πιστευσάντων ἦν,"καὶ  ψυχὴ μία , καὶ οὐδὲ εἷς τι τῶν ὑπαρχόντων αὐτῷ ἔλεγεν ἴδιον εἶναι"
καρδίαν,καρδία,—,—,—,—,feminine,accusative,singular,Acts 5:3,"εἶπεν δὲ ὁ Πέτρος· Ἁνανία, διὰ τί ἐπλήρωσεν ὁ σατανᾶς τὴν","σου, ψεύσασθαί σε τὸ πνεῦμα τὸ ἅγιον καὶ νοσφίσασθαι  ἀπὸ τῆς τιμῆς τοῦ χωρίου;"
καρδίᾳ,καρδία,—,—,—,—,feminine,dative,singular,Acts 5:4,οὐχὶ μένον σοὶ ἔμενεν καὶ πραθὲν ἐν τῇ σῇ ἐξουσίᾳ ὑπῆρχεν; τί ὅτι ἔθου ἐν τῇ,σου τὸ πρᾶγμα τοῦτο; οὐκ ἐψεύσω ἀνθρώποις ἀλλὰ τῷ θεῷ.
καρδίαν,καρδία,—,—,—,—,feminine,accusative,singular,Acts 7:23,"Ὡς δὲ ἐπληροῦτο αὐτῷ τεσσερακονταετὴς χρόνος, ἀνέβη ἐπὶ τὴν",αὐτοῦ ἐπισκέψασθαι τοὺς ἀδελφοὺς αὐτοῦ τοὺς υἱοὺς Ἰσραήλ.
καρδίαις,καρδία,—,—,—,—,feminine,dative,plural,Acts 7:39,"ᾧ οὐκ ἠθέλησαν ὑπήκοοι γενέσθαι οἱ πατέρες ἡμῶν, ἀλλʼ ἀπώσαντο καὶ ἐστράφησαν ἐν ταῖς",αὐτῶν εἰς Αἴγυπτον
καρδίαις,καρδία,—,—,—,—,feminine,dative,plural,Acts 7:51,Σκληροτράχηλοι καὶ ἀπερίτμητοι,"καὶ τοῖς ὠσίν, ὑμεῖς ἀεὶ τῷ πνεύματι τῷ ἁγίῳ ἀντιπίπτετε ὡς οἱ πατέρες ὑμῶν καὶ ὑμεῖς."
καρδίαις,καρδία,—,—,—,—,feminine,dative,plural,Acts 7:54,Ἀκούοντες δὲ ταῦτα διεπρίοντο ταῖς,αὐτῶν καὶ ἔβρυχον τοὺς ὀδόντας ἐπʼ αὐτόν.
καρδία,καρδία,—,—,—,—,feminine,nominative,singular,Acts 8:21,"οὐκ ἔστιν σοι μερὶς οὐδὲ κλῆρος ἐν τῷ λόγῳ τούτῳ, ἡ γὰρ",σου οὐκ ἔστιν εὐθεῖα ἔναντι τοῦ θεοῦ.
καρδίας,καρδία,—,—,—,—,feminine,genitive,singular,Acts 8:22,"μετανόησον οὖν ἀπὸ τῆς κακίας σου ταύτης καὶ δεήθητι τοῦ κυρίου, εἰ ἄρα ἀφεθήσεταί σοι ἡ ἐπίνοια τῆς","σου,"
καρδίας,καρδία,—,—,—,—,feminine,genitive,singular,Acts 11:23,"ὃς  παραγενόμενος καὶ ἰδὼν τὴν χάριν [τὴν] τοῦ θεοῦ, ἐχάρη καὶ παρεκάλει πάντας τῇ προθέσει τῆς","προσμένειν  τῷ κυρίῳ,"
καρδίαν,καρδία,—,—,—,—,feminine,accusative,singular,Acts 13:22,"ᾧ καὶ εἶπεν μαρτυρήσας· εὗρον Δαυὶδ τὸν τοῦ Ἰεσσαί, ἄνδρα κατὰ τὴν","μου, ὃς ποιήσει πάντα τὰ θελήματά μου."
καρδίας,καρδία,—,—,—,—,feminine,accusative,plural,Acts 14:17,"καίτοι οὐκ ἀμάρτυρον αὐτὸν ἀφῆκεν ἀγαθουργῶν, οὐρανόθεν ὑμῖν ὑετοὺς διδοὺς καὶ καιροὺς καρποφόρους, ἐμπιπλῶν τροφῆς καὶ εὐφροσύνης τὰς",ὑμῶν.
καρδίας,καρδία,—,—,—,—,feminine,accusative,plural,Acts 15:9,καὶ οὐθὲν διέκρινεν μεταξὺ ἡμῶν τε καὶ αὐτῶν τῇ πίστει καθαρίσας τὰς,αὐτῶν.
καρδίαν,καρδία,—,—,—,—,feminine,accusative,singular,Acts 16:14,"καί τις γυνὴ ὀνόματι Λυδία, πορφυρόπωλις πόλεως Θυατείρων σεβομένη τὸν θεόν, ἤκουεν, ἧς ὁ κύριος διήνοιξεν τὴν",προσέχειν τοῖς λαλουμένοις ὑπὸ τοῦ Παύλου.
καρδίαν,καρδία,—,—,—,—,feminine,accusative,singular,Acts 21:13,τότε ἀπεκρίθη ὁ Παῦλος· τί ποιεῖτε κλαίοντες καὶ συνθρύπτοντές μου τὴν,; ἐγὼ γὰρ οὐ μόνον δεθῆναι  ἀλλὰ καὶ ἀποθανεῖν εἰς Ἰερουσαλὴμ ἑτοίμως ἔχω ὑπὲρ
καρδία,καρδία,—,—,—,—,feminine,nominative,singular,Acts 28:27,ἐπαχύνθη γὰρ ἡ,τοῦ λαοῦ τούτου      καὶ τοῖς ὠσὶν βαρέως ἤκουσαν        καὶ τοὺς ὀφθαλμοὺς αὐτῶν ἐκάμμυσαν
καρδίᾳ,καρδία,—,—,—,—,feminine,dative,singular,Acts 28:27,αὐτῶν ἐκάμμυσαν      μήποτε ἴδωσιν τοῖς ὀφθαλμοῖς        καὶ τοῖς ὠσὶν ἀκούσωσιν        καὶ τῇ,"συνῶσιν      καὶ ἐπιστρέψωσιν, καὶ ἰάσομαι αὐτούς."
καρδία,καρδία,—,—,—,—,feminine,nominative,singular,Romans 1:21,"ηὐχαρίστησαν, ἀλλʼ ἐματαιώθησαν ἐν τοῖς διαλογισμοῖς αὐτῶν καὶ ἐσκοτίσθη ἡ ἀσύνετος αὐτῶν",.
καρδιῶν,καρδία,—,—,—,—,feminine,genitive,plural,Romans 1:24,Διὸ  παρέδωκεν αὐτοὺς ὁ θεὸς ἐν ταῖς ἐπιθυμίαις τῶν,αὐτῶν εἰς ἀκαθαρσίαν τοῦ ἀτιμάζεσθαι τὰ σώματα αὐτῶν ἐν αὐτοῖς·
καρδίαν,καρδία,—,—,—,—,feminine,accusative,singular,Romans 2:5,κατὰ δὲ τὴν σκληρότητά σου καὶ ἀμετανόητον,θησαυρίζεις σεαυτῷ ὀργὴν ἐν ἡμέρᾳ ὀργῆς καὶ ἀποκαλύψεως  δικαιοκρισίας τοῦ θεοῦ
καρδίαις,καρδία,—,—,—,—,feminine,dative,plural,Romans 2:15,οἵτινες ἐνδείκνυνται τὸ ἔργον τοῦ νόμου γραπτὸν ἐν ταῖς,"αὐτῶν, συμμαρτυρούσης αὐτῶν τῆς συνειδήσεως καὶ μεταξὺ ἀλλήλων τῶν λογισμῶν κατηγορούντων ἢ καὶ ἀπολογουμένων,"
καρδίας,καρδία,—,—,—,—,feminine,genitive,singular,Romans 2:29,"ἀλλʼ ὁ ἐν τῷ κρυπτῷ Ἰουδαῖος, καὶ περιτομὴ","ἐν πνεύματι οὐ γράμματι, οὗ ὁ ἔπαινος οὐκ ἐξ ἀνθρώπων ἀλλʼ ἐκ τοῦ θεοῦ."
καρδίαις,καρδία,—,—,—,—,feminine,dative,plural,Romans 5:5,"ἡ δὲ ἐλπὶς οὐ καταισχύνει, ὅτι ἡ ἀγάπη τοῦ θεοῦ ἐκκέχυται ἐν ταῖς",ἡμῶν διὰ πνεύματος ἁγίου τοῦ δοθέντος ἡμῖν.
καρδίας,καρδία,—,—,—,—,feminine,genitive,singular,Romans 6:17,χάρις δὲ τῷ θεῷ ὅτι ἦτε δοῦλοι τῆς ἁμαρτίας ὑπηκούσατε δὲ ἐκ,"εἰς ὃν παρεδόθητε τύπον διδαχῆς,"
καρδίας,καρδία,—,—,—,—,feminine,accusative,plural,Romans 8:27,ὁ δὲ ἐραυνῶν τὰς,"οἶδεν τί τὸ φρόνημα τοῦ πνεύματος, ὅτι κατὰ θεὸν ἐντυγχάνει ὑπὲρ ἁγίων."
καρδίᾳ,καρδία,—,—,—,—,feminine,dative,singular,Romans 9:2,ὅτι λύπη μοί ἐστιν μεγάλη καὶ ἀδιάλειπτος ὀδύνη τῇ,μου.
καρδίας,καρδία,—,—,—,—,feminine,genitive,singular,Romans 10:1,"Ἀδελφοί, ἡ μὲν εὐδοκία τῆς ἐμῆς",καὶ ἡ δέησις πρὸς τὸν θεὸν ὑπὲρ αὐτῶν εἰς σωτηρίαν.
καρδίᾳ,καρδία,—,—,—,—,feminine,dative,singular,Romans 10:6,ἡ δὲ ἐκ πίστεως δικαιοσύνη οὕτως λέγει· μὴ εἴπῃς ἐν τῇ,σου· τίς ἀναβήσεται εἰς τὸν οὐρανόν; τοῦτʼ ἔστιν Χριστὸν καταγαγεῖν·
καρδίᾳ,καρδία,—,—,—,—,feminine,dative,singular,Romans 10:8,ἀλλὰ τί λέγει; ἐγγύς σου τὸ ῥῆμά ἐστιν ἐν τῷ στόματί σου καὶ ἐν τῇ,"σου, τοῦτʼ ἔστιν τὸ ῥῆμα τῆς πίστεως ὃ κηρύσσομεν."
καρδίᾳ,καρδία,—,—,—,—,feminine,dative,singular,Romans 10:9,ὅτι ἐὰν ὁμολογήσῃς ἐν τῷ στόματί σου κύριον Ἰησοῦν καὶ πιστεύσῃς ἐν τῇ,"σου ὅτι ὁ θεὸς αὐτὸν ἤγειρεν ἐκ νεκρῶν, σωθήσῃ·"
καρδίᾳ,καρδία,—,—,—,—,feminine,dative,singular,Romans 10:10,—,"γὰρ πιστεύεται εἰς δικαιοσύνην, στόματι δὲ ὁμολογεῖται εἰς σωτηρίαν."
καρδίας,καρδία,—,—,—,—,feminine,accusative,plural,Romans 16:18,"ἀλλὰ τῇ ἑαυτῶν κοιλίᾳ, καὶ διὰ τῆς χρηστολογίας καὶ εὐλογίας ἐξαπατῶσιν τὰς",τῶν ἀκάκων.
καρδίαν,καρδία,—,—,—,—,feminine,accusative,singular,1 Corinthians 2:9,ἀλλὰ καθὼς γέγραπται·      ἃ ὀφθαλμὸς οὐκ εἶδεν καὶ οὖς οὐκ ἤκουσεν        καὶ ἐπὶ,"ἀνθρώπου οὐκ ἀνέβη,      ἃ ἡτοίμασεν ὁ θεὸς τοῖς ἀγαπῶσιν αὐτόν."
καρδιῶν,καρδία,—,—,—,—,feminine,genitive,plural,1 Corinthians 4:5,ὃς καὶ φωτίσει τὰ κρυπτὰ τοῦ σκότους καὶ φανερώσει τὰς βουλὰς τῶν,· καὶ τότε ὁ ἔπαινος γενήσεται ἑκάστῳ ἀπὸ τοῦ θεοῦ.
