Result,Lemma (Greek),Tense (Logos Greek),Voice (Logos Greek),Mood (Logos Greek),Person (Logos Greek),Gender (Logos Greek),Case (Logos Greek),Number (Logos Greek),Reference,Previous Context,Next Context
λέγω,λέγω,present,active,indicative,first person,—,—,singular,Matthew 6:16,"σκυθρωποί, ἀφανίζουσιν γὰρ τὰ πρόσωπα αὐτῶν ὅπως φανῶσιν τοῖς ἀνθρώποις νηστεύοντες· ἀμὴν","ὑμῖν,  ἀπέχουσιν τὸν μισθὸν αὐτῶν."
λέγω,λέγω,present,active,indicative,first person,—,—,singular,Matthew 6:25,Διὰ τοῦτο,"ὑμῖν· μὴ μεριμνᾶτε τῇ ψυχῇ ὑμῶν τί φάγητε [ἢ τί πίητε], μηδὲ τῷ"
λέγω,λέγω,present,active,indicative,first person,—,—,singular,Matthew 6:29,—,δὲ ὑμῖν ὅτι οὐδὲ Σολομὼν ἐν πάσῃ τῇ δόξῃ αὐτοῦ περιεβάλετο ὡς ἓν τούτων.
λέγοντες,λέγω,present,active,participle,—,masculine,nominative,plural,Matthew 6:31,Μὴ οὖν μεριμνήσητε,· τί φάγωμεν; ἤ· τί πίωμεν; ἤ· τί περιβαλώμεθα;
λέγων,λέγω,present,active,participle,—,masculine,nominative,singular,Matthew 7:21,Οὐ πᾶς ὁ,"μοι· κύριε κύριε, εἰσελεύσεται εἰς τὴν βασιλείαν τῶν οὐρανῶν, ἀλλʼ ὁ ποιῶν τὸ"
λέγων,λέγω,present,active,participle,—,masculine,nominative,singular,Matthew 8:2,καὶ ἰδοὺ λεπρὸς προσελθὼν προσεκύνει αὐτῷ,"· κύριε, ἐὰν θέλῃς δύνασαί με καθαρίσαι."
λέγων,λέγω,present,active,participle,—,masculine,nominative,singular,Matthew 8:3,καὶ ἐκτείνας τὴν χεῖρα ἥψατο αὐτοῦ,"· θέλω, καθαρίσθητι· καὶ εὐθέως ἐκαθαρίσθη αὐτοῦ ἡ λέπρα."
λέγει,λέγω,present,active,indicative,third person,—,—,singular,Matthew 8:4,καὶ,"αὐτῷ ὁ Ἰησοῦς· ὅρα μηδενὶ εἴπῃς, ἀλλʼ ὕπαγε σεαυτὸν δεῖξον τῷ ἱερεῖ καὶ"
λέγων,λέγω,present,active,participle,—,masculine,nominative,singular,Matthew 8:6,καὶ,"· κύριε, ὁ παῖς μου βέβληται ἐν τῇ οἰκίᾳ παραλυτικός, δεινῶς βασανιζόμενος."
λέγει,λέγω,present,active,indicative,third person,—,—,singular,Matthew 8:7,καὶ,αὐτῷ· ἐγὼ ἐλθὼν θεραπεύσω αὐτόν.
λέγω,λέγω,present,active,indicative,first person,—,—,singular,Matthew 8:9,"καὶ γὰρ ἐγὼ ἄνθρωπός εἰμι ὑπὸ ἐξουσίαν , ἔχων ὑπʼ ἐμαυτὸν στρατιώτας, καὶ","τούτῳ· πορεύθητι, καὶ πορεύεται, καὶ ἄλλῳ· ἔρχου, καὶ ἔρχεται, καὶ τῷ δούλῳ μου· ποίησον τοῦτο, καὶ ποιεῖ."
λέγω,λέγω,present,active,indicative,first person,—,—,singular,Matthew 8:10,ἀκούσας δὲ ὁ Ἰησοῦς ἐθαύμασεν καὶ εἶπεν τοῖς ἀκολουθοῦσιν· ἀμὴν,"ὑμῖν, παρʼ οὐδενὶ τοσαύτην πίστιν ἐν τῷ Ἰσραὴλ εὗρον."
Λέγω,λέγω,present,active,indicative,first person,—,—,singular,Matthew 8:11,—,δὲ ὑμῖν ὅτι πολλοὶ ἀπὸ ἀνατολῶν καὶ δυσμῶν ἥξουσιν καὶ ἀνακλιθήσονται μετὰ Ἀβραὰμ
λέγοντος,λέγω,present,active,participle,—,"masculine, neuter",genitive,singular,Matthew 8:17,ὅπως πληρωθῇ τὸ ῥηθὲν διὰ Ἠσαΐου τοῦ προφήτου,·        αὐτὸς τὰς ἀσθενείας ἡμῶν ἔλαβεν        καὶ τὰς νόσους ἐβάστασεν.
λέγει,λέγω,present,active,indicative,third person,—,—,singular,Matthew 8:20,καὶ,αὐτῷ ὁ Ἰησοῦς· αἱ ἀλώπεκες φωλεοὺς ἔχουσιν καὶ τὰ πετεινὰ τοῦ οὐρανοῦ κατασκηνώσεις
λέγει,λέγω,present,active,indicative,third person,—,—,singular,Matthew 8:22,ὁ δὲ Ἰησοῦς,αὐτῷ· ἀκολούθει μοι καὶ ἄφες τοὺς νεκροὺς θάψαι τοὺς ἑαυτῶν νεκρούς.
λέγοντες,λέγω,present,active,participle,—,masculine,nominative,plural,Matthew 8:25,καὶ προσελθόντες  ἤγειραν αὐτὸν,"· κύριε, σῶσον , ἀπολλύμεθα."
λέγει,λέγω,present,active,indicative,third person,—,—,singular,Matthew 8:26,καὶ,"αὐτοῖς· τί δειλοί ἐστε, ὀλιγόπιστοι; τότε ἐγερθεὶς ἐπετίμησεν τοῖς ἀνέμοις καὶ τῇ θαλάσσῃ, καὶ ἐγένετο γαλήνη μεγάλη."
λέγοντες,λέγω,present,active,participle,—,masculine,nominative,plural,Matthew 8:27,οἱ δὲ ἄνθρωποι ἐθαύμασαν,· ποταπός ἐστιν οὗτος  ὅτι καὶ οἱ ἄνεμοι καὶ ἡ θάλασσα αὐτῷ ὑπακούουσιν;
λέγοντες,λέγω,present,active,participle,—,masculine,nominative,plural,Matthew 8:29,καὶ ἰδοὺ ἔκραξαν,"· τί ἡμῖν καὶ σοί,  υἱὲ τοῦ θεοῦ; ἦλθες ὧδε πρὸ καιροῦ βασανίσαι ἡμᾶς;"
λέγοντες,λέγω,present,active,participle,—,masculine,nominative,plural,Matthew 8:31,οἱ δὲ δαίμονες παρεκάλουν αὐτὸν,"· εἰ ἐκβάλλεις ἡμᾶς, ἀπόστειλον ἡμᾶς εἰς τὴν ἀγέλην τῶν χοίρων."
λέγει,λέγω,present,active,indicative,third person,—,—,singular,Matthew 9:6,ἵνα δὲ εἰδῆτε ὅτι ἐξουσίαν ἔχει ὁ υἱὸς τοῦ ἀνθρώπου ἐπὶ τῆς γῆς ἀφιέναι ἁμαρτίας—τότε,τῷ παραλυτικῷ· ἐγερθεὶς ἆρόν σου τὴν κλίνην καὶ ὕπαγε εἰς τὸν οἶκόν σου.
λεγόμενον,λέγω,present,passive,participle,—,masculine,accusative,singular,Matthew 9:9,"Καὶ παράγων ὁ Ἰησοῦς ἐκεῖθεν εἶδεν ἄνθρωπον καθήμενον ἐπὶ τὸ τελώνιον, Μαθθαῖον",", καὶ λέγει αὐτῷ· ἀκολούθει μοι. καὶ ἀναστὰς ἠκολούθησεν αὐτῷ."
λέγει,λέγω,present,active,indicative,third person,—,—,singular,Matthew 9:9,"Καὶ παράγων ὁ Ἰησοῦς ἐκεῖθεν εἶδεν ἄνθρωπον καθήμενον ἐπὶ τὸ τελώνιον, Μαθθαῖον λεγόμενον, καὶ",αὐτῷ· ἀκολούθει μοι. καὶ ἀναστὰς ἠκολούθησεν αὐτῷ.
ἔλεγον,λέγω,imperfect,active,indicative,third person,—,—,plural,Matthew 9:11,καὶ ἰδόντες οἱ Φαρισαῖοι,τοῖς μαθηταῖς αὐτοῦ· διὰ τί μετὰ τῶν τελωνῶν καὶ ἁμαρτωλῶν ἐσθίει ὁ διδάσκαλος ὑμῶν;
λέγοντες,λέγω,present,active,participle,—,masculine,nominative,plural,Matthew 9:14,Τότε προσέρχονται αὐτῷ οἱ μαθηταὶ Ἰωάννου,"· διὰ τί ἡμεῖς καὶ οἱ Φαρισαῖοι νηστεύομεν [πολλά], οἱ δὲ μαθηταί σου οὐ νηστεύουσιν;"
λέγων,λέγω,present,active,participle,—,masculine,nominative,singular,Matthew 9:18,"Ταῦτα αὐτοῦ λαλοῦντος αὐτοῖς, ἰδοὺ ἄρχων εἷς ἐλθὼν προσεκύνει αὐτῷ","ὅτι ἡ θυγάτηρ μου ἄρτι ἐτελεύτησεν· ἀλλʼ ἐλθὼν ἐπίθες τὴν χεῖρά σου ἐπʼ αὐτήν, καὶ ζήσεται."
ἔλεγεν,λέγω,imperfect,active,indicative,third person,—,—,singular,Matthew 9:21,—,γὰρ ἐν ἑαυτῇ· ἐὰν μόνον ἅψωμαι τοῦ ἱματίου αὐτοῦ σωθήσομαι.
ἔλεγεν,λέγω,imperfect,active,indicative,third person,—,—,singular,Matthew 9:24,—,"· ἀναχωρεῖτε, οὐ γὰρ ἀπέθανεν τὸ κοράσιον ἀλλὰ καθεύδει. καὶ κατεγέλων αὐτοῦ."
λέγοντες,λέγω,present,active,participle,—,masculine,nominative,plural,Matthew 9:27,Καὶ παράγοντι ἐκεῖθεν τῷ Ἰησοῦ ἠκολούθησαν [αὐτῷ] δύο τυφλοὶ κράζοντες καὶ,"· ἐλέησον ἡμᾶς, υἱὸς Δαυίδ."
λέγει,λέγω,present,active,indicative,third person,—,—,singular,Matthew 9:28,"ἐλθόντι δὲ εἰς τὴν οἰκίαν προσῆλθον αὐτῷ οἱ  τυφλοί, καὶ",αὐτοῖς ὁ Ἰησοῦς· πιστεύετε ὅτι δύναμαι τοῦτο ποιῆσαι; λέγουσιν αὐτῷ· ναὶ κύριε.
λέγουσιν,λέγω,present,active,indicative,third person,—,—,plural,Matthew 9:28,"οἱ  τυφλοί, καὶ λέγει αὐτοῖς ὁ Ἰησοῦς· πιστεύετε ὅτι δύναμαι τοῦτο ποιῆσαι;",αὐτῷ· ναὶ κύριε.
λέγων,λέγω,present,active,participle,—,masculine,nominative,singular,Matthew 9:29,τότε ἥψατο τῶν ὀφθαλμῶν αὐτῶν,· κατὰ τὴν πίστιν ὑμῶν γενηθήτω ὑμῖν.
λέγων,λέγω,present,active,participle,—,masculine,nominative,singular,Matthew 9:30,καὶ ἠνεῴχθησαν αὐτῶν οἱ ὀφθαλμοί. καὶ ἐνεβριμήθη αὐτοῖς ὁ Ἰησοῦς,· ὁρᾶτε μηδεὶς γινωσκέτω.
λέγοντες,λέγω,present,active,participle,—,masculine,nominative,plural,Matthew 9:33,καὶ ἐκβληθέντος τοῦ δαιμονίου ἐλάλησεν ὁ κωφός. καὶ ἐθαύμασαν οἱ ὄχλοι,· οὐδέποτε ἐφάνη οὕτως ἐν τῷ Ἰσραήλ.
ἔλεγον,λέγω,imperfect,active,indicative,third person,—,—,plural,Matthew 9:34,οἱ δὲ Φαρισαῖοι,· ἐν τῷ ἄρχοντι τῶν δαιμονίων ἐκβάλλει τὰ δαιμόνια.
λέγει,λέγω,present,active,indicative,third person,—,—,singular,Matthew 9:37,τότε,"τοῖς μαθηταῖς αὐτοῦ· ὁ μὲν θερισμὸς πολύς, οἱ δὲ ἐργάται ὀλίγοι·"
λεγόμενος,λέγω,present,passive,participle,—,masculine,nominative,singular,Matthew 10:2,Τῶν δὲ δώδεκα ἀποστόλων τὰ ὀνόματά ἐστιν ταῦτα· πρῶτος Σίμων ὁ,"Πέτρος καὶ Ἀνδρέας ὁ ἀδελφὸς αὐτοῦ, καὶ Ἰάκωβος ὁ τοῦ Ζεβεδαίου καὶ Ἰωάννης ὁ ἀδελφὸς αὐτοῦ,"
λέγων,λέγω,present,active,participle,—,masculine,nominative,singular,Matthew 10:5,Τούτους τοὺς δώδεκα ἀπέστειλεν ὁ Ἰησοῦς παραγγείλας αὐτοῖς,· εἰς ὁδὸν ἐθνῶν μὴ ἀπέλθητε καὶ εἰς πόλιν Σαμαριτῶν μὴ εἰσέλθητε·
λέγοντες,λέγω,present,active,participle,—,masculine,nominative,plural,Matthew 10:7,πορευόμενοι δὲ κηρύσσετε,ὅτι ἤγγικεν ἡ βασιλεία τῶν οὐρανῶν.
λέγω,λέγω,present,active,indicative,first person,—,—,singular,Matthew 10:15,ἀμὴν,"ὑμῖν, ἀνεκτότερον ἔσται γῇ Σοδόμων καὶ Γομόρρων ἐν ἡμέρᾳ κρίσεως ἢ τῇ πόλει ἐκείνῃ."
λέγω,λέγω,present,active,indicative,first person,—,—,singular,Matthew 10:23,Ὅταν δὲ διώκωσιν ὑμᾶς ἐν τῇ πόλει ταύτῃ φεύγετε εἰς τὴν ἑτέραν·  ἀμὴν γὰρ,"ὑμῖν, οὐ μὴ τελέσητε τὰς πόλεις τοῦ Ἰσραὴλ ἕως ἂν ἔλθῃ ὁ υἱὸς τοῦ ἀνθρώπου."
λέγω,λέγω,present,active,indicative,first person,—,—,singular,Matthew 10:27,ὃ,"ὑμῖν ἐν τῇ σκοτίᾳ εἴπατε ἐν τῷ φωτί, καὶ ὃ εἰς τὸ οὖς"
λέγω,λέγω,present,active,indicative,first person,—,—,singular,Matthew 10:42,"καὶ ὃς ἂν ποτίσῃ ἕνα τῶν μικρῶν τούτων ποτήριον ψυχροῦ μόνον εἰς ὄνομα μαθητοῦ, ἀμὴν","ὑμῖν, οὐ μὴ ἀπολέσῃ τὸν μισθὸν αὐτοῦ."
λέγειν,λέγω,present,active,infinitive,—,—,—,—,Matthew 11:7,Τούτων δὲ πορευομένων ἤρξατο ὁ Ἰησοῦς,τοῖς ὄχλοις περὶ Ἰωάννου· τί ἐξήλθατε εἰς τὴν ἔρημον θεάσασθαι; κάλαμον ὑπὸ ἀνέμου σαλευόμενον;
λέγω,λέγω,present,active,indicative,first person,—,—,singular,Matthew 11:9,ἀλλὰ τί ἐξήλθατε ἰδεῖν; προφήτην; ναὶ,"ὑμῖν, καὶ περισσότερον προφήτου."
λέγω,λέγω,present,active,indicative,first person,—,—,singular,Matthew 11:11,Ἀμὴν,ὑμῖν· οὐκ ἐγήγερται ἐν γεννητοῖς γυναικῶν μείζων Ἰωάννου τοῦ βαπτιστοῦ· ὁ δὲ μικρότερος
λέγουσιν,λέγω,present,active,participle,—,masculine,dative,plural,Matthew 11:17,—,"·        ηὐλήσαμεν ὑμῖν καὶ οὐκ ὠρχήσασθε,        ἐθρηνήσαμεν  καὶ οὐκ ἐκόψασθε."
λέγουσιν,λέγω,present,active,indicative,third person,—,—,plural,Matthew 11:18,"ἦλθεν γὰρ  Ἰωάννης μήτε ἐσθίων μήτε πίνων, καὶ",· δαιμόνιον ἔχει.
λέγουσιν,λέγω,present,active,indicative,third person,—,—,plural,Matthew 11:19,"ἦλθεν ὁ υἱὸς τοῦ ἀνθρώπου ἐσθίων καὶ πίνων, καὶ","· ἰδοὺ ἄνθρωπος φάγος καὶ οἰνοπότης, τελωνῶν φίλος καὶ ἁμαρτωλῶν. καὶ ἐδικαιώθη ἡ σοφία ἀπὸ τῶν ἔργων αὐτῆς."
λέγω,λέγω,present,active,indicative,first person,—,—,singular,Matthew 11:22,πλὴν,"ὑμῖν, Τύρῳ καὶ Σιδῶνι ἀνεκτότερον ἔσται ἐν ἡμέρᾳ κρίσεως ἢ ὑμῖν."
λέγω,λέγω,present,active,indicative,first person,—,—,singular,Matthew 11:24,πλὴν,ὑμῖν ὅτι γῇ Σοδόμων ἀνεκτότερον ἔσται ἐν ἡμέρᾳ κρίσεως ἢ σοί.
λέγω,λέγω,present,active,indicative,first person,—,—,singular,Matthew 12:6,—,δὲ ὑμῖν ὅτι τοῦ ἱεροῦ μεῖζόν ἐστιν ὧδε.
λέγοντες,λέγω,present,active,participle,—,masculine,nominative,plural,Matthew 12:10,καὶ ἰδοὺ ἄνθρωπος  χεῖρα ἔχων ξηράν. καὶ ἐπηρώτησαν αὐτὸν,· εἰ ἔξεστιν τοῖς σάββασιν θεραπεῦσαι; ἵνα κατηγορήσωσιν αὐτοῦ.
λέγει,λέγω,present,active,indicative,third person,—,—,singular,Matthew 12:13,τότε,τῷ ἀνθρώπῳ· ἔκτεινόν σου τὴν χεῖρα. καὶ ἐξέτεινεν καὶ ἀπεκατεστάθη ὑγιὴς ὡς ἡ ἄλλη.
λέγοντος,λέγω,present,active,participle,—,"masculine, neuter",genitive,singular,Matthew 12:17,ἵνα πληρωθῇ τὸ ῥηθὲν διὰ Ἠσαΐου τοῦ προφήτου,·
ἔλεγον,λέγω,imperfect,active,indicative,third person,—,—,plural,Matthew 12:23,καὶ ἐξίσταντο πάντες οἱ ὄχλοι καὶ,· μήτι οὗτός ἐστιν ὁ υἱὸς Δαυίδ;
λέγω,λέγω,present,active,indicative,first person,—,—,singular,Matthew 12:31,Διὰ τοῦτο,"ὑμῖν, πᾶσα ἁμαρτία καὶ βλασφημία ἀφεθήσεται  τοῖς ἀνθρώποις, ἡ δὲ τοῦ πνεύματος βλασφημία οὐκ ἀφεθήσεται ."
λέγω,λέγω,present,active,indicative,first person,—,—,singular,Matthew 12:36,—,δὲ ὑμῖν ὅτι πᾶν ῥῆμα ἀργὸν ὃ λαλήσουσιν οἱ ἄνθρωποι ἀποδώσουσιν περὶ αὐτοῦ λόγον ἐν ἡμέρᾳ κρίσεως·
λέγοντες,λέγω,present,active,participle,—,masculine,nominative,plural,Matthew 12:38,Τότε ἀπεκρίθησαν αὐτῷ τινες τῶν γραμματέων καὶ Φαρισαίων,"· διδάσκαλε, θέλομεν ἀπὸ σοῦ σημεῖον ἰδεῖν."
λέγει,λέγω,present,active,indicative,third person,—,—,singular,Matthew 12:44,τότε,· εἰς τὸν οἶκόν μου ἐπιστρέψω ὅθεν ἐξῆλθον· καὶ ἐλθὸν εὑρίσκει  σχολάζοντα  σεσαρωμένον καὶ κεκοσμημένον.
λέγοντι,λέγω,present,active,participle,—,masculine,dative,singular,Matthew 12:48,ὁ δὲ ἀποκριθεὶς εἶπεν τῷ,αὐτῷ· τίς ἐστιν ἡ μήτηρ μου καὶ τίνες εἰσὶν οἱ ἀδελφοί μου;
λέγων,λέγω,present,active,participle,—,masculine,nominative,singular,Matthew 13:3,Καὶ ἐλάλησεν αὐτοῖς πολλὰ ἐν παραβολαῖς,· ἰδοὺ ἐξῆλθεν ὁ σπείρων τοῦ σπείρειν.
λέγουσα,λέγω,present,active,participle,—,feminine,nominative,singular,Matthew 13:14,καὶ ἀναπληροῦται αὐτοῖς ἡ προφητεία Ἠσαΐου ἡ,"·         ἀκοῇ ἀκούσετε καὶ οὐ μὴ συνῆτε,           καὶ βλέποντες βλέψετε καὶ οὐ μὴ ἴδητε."
λέγω,λέγω,present,active,indicative,first person,—,—,singular,Matthew 13:17,ἀμὴν γὰρ,ὑμῖν ὅτι πολλοὶ προφῆται καὶ δίκαιοι ἐπεθύμησαν ἰδεῖν ἃ βλέπετε καὶ οὐκ εἶδαν
λέγων,λέγω,present,active,participle,—,masculine,nominative,singular,Matthew 13:24,Ἄλλην παραβολὴν παρέθηκεν αὐτοῖς,· ὡμοιώθη ἡ βασιλεία τῶν οὐρανῶν ἀνθρώπῳ σπείραντι καλὸν σπέρμα ἐν τῷ ἀγρῷ αὐτοῦ.
