Result,Lemma (Greek),Tense (Logos Greek),Voice (Logos Greek),Mood (Logos Greek),Person (Logos Greek),Gender (Logos Greek),Case (Logos Greek),Number (Logos Greek),Reference,Previous Context,Next Context
σωθῇ,σῴζω,aorist,passive,subjunctive,third person,—,—,singular,Mark 5:23,"καὶ παρακαλεῖ αὐτὸν πολλὰ λέγων ὅτι τὸ θυγάτριόν μου ἐσχάτως ἔχει, ἵνα ἐλθὼν ἐπιθῇς τὰς χεῖρας αὐτῇ ἵνα",καὶ ζήσῃ.
σωθήσομαι,σῴζω,future,passive,indicative,first person,—,—,singular,Mark 5:28,ἔλεγεν γὰρ ὅτι ἐὰν ἅψωμαι κἂν τῶν ἱματίων αὐτοῦ,.
σέσωκέν,σῴζω,perfect,active,indicative,third person,—,—,singular,Mark 5:34,"ὁ δὲ εἶπεν αὐτῇ· θυγάτηρ, ἡ πίστις σου",σε· ὕπαγε εἰς εἰρήνην καὶ ἴσθι ὑγιὴς ἀπὸ τῆς μάστιγός σου.
ἐσῴζοντο,σῴζω,imperfect,passive,indicative,third person,—,—,plural,Mark 6:56,κἂν τοῦ κρασπέδου τοῦ ἱματίου αὐτοῦ ἅψωνται· καὶ ὅσοι ἂν ἥψαντο αὐτοῦ,.
σῶσαι,σῴζω,aorist,active,infinitive,—,—,—,—,Mark 8:35,ὃς γὰρ ἐὰν θέλῃ τὴν ψυχὴν αὐτοῦ,ἀπολέσει αὐτήν· ὃς δʼ ἂν ἀπολέσει τὴν ψυχὴν αὐτοῦ ἕνεκεν ἐμοῦ καὶ τοῦ εὐαγγελίου σώσει αὐτήν.
σώσει,σῴζω,future,active,indicative,third person,—,—,singular,Mark 8:35,ὃς δʼ ἂν ἀπολέσει τὴν ψυχὴν αὐτοῦ ἕνεκεν ἐμοῦ καὶ τοῦ εὐαγγελίου,αὐτήν.
σωθῆναι,σῴζω,aorist,passive,infinitive,—,—,—,—,Mark 10:26,οἱ δὲ περισσῶς ἐξεπλήσσοντο λέγοντες πρὸς ἑαυτούς·  καὶ τίς δύναται,;
σέσωκέν,σῴζω,perfect,active,indicative,third person,—,—,singular,Mark 10:52,"καὶ ὁ Ἰησοῦς εἶπεν αὐτῷ· ὕπαγε, ἡ πίστις σου",σε. καὶ εὐθὺς ἀνέβλεψεν καὶ ἠκολούθει αὐτῷ ἐν τῇ ὁδῷ.
σωθήσεται,σῴζω,future,passive,indicative,third person,—,—,singular,Mark 13:13,καὶ ἔσεσθε μισούμενοι ὑπὸ πάντων διὰ τὸ ὄνομά μου. ὁ δὲ ὑπομείνας εἰς τέλος οὗτος,.
ἐσώθη,σῴζω,aorist,passive,indicative,third person,—,—,singular,Mark 13:20,"καὶ εἰ μὴ ἐκολόβωσεν κύριος τὰς ἡμέρας, οὐκ ἂν",πᾶσα σάρξ· ἀλλὰ διὰ τοὺς ἐκλεκτοὺς οὓς ἐξελέξατο ἐκολόβωσεν τὰς ἡμέρας.
σῶσον,σῴζω,aorist,active,imperative,second person,—,—,singular,Mark 15:30,—,σεαυτὸν καταβὰς ἀπὸ τοῦ σταυροῦ.
ἔσωσεν,σῴζω,aorist,active,indicative,third person,—,—,singular,Mark 15:31,ὁμοίως καὶ οἱ ἀρχιερεῖς ἐμπαίζοντες πρὸς ἀλλήλους μετὰ τῶν γραμματέων ἔλεγον· ἄλλους,", ἑαυτὸν οὐ δύναται σῶσαι·"
σῶσαι,σῴζω,aorist,active,infinitive,—,—,—,—,Mark 15:31,"ὁμοίως καὶ οἱ ἀρχιερεῖς ἐμπαίζοντες πρὸς ἀλλήλους μετὰ τῶν γραμματέων ἔλεγον· ἄλλους ἔσωσεν, ἑαυτὸν οὐ δύναται",·
σωθήσεται,σῴζω,future,passive,indicative,third person,—,—,singular,Mark 16:16,ὁ πιστεύσας καὶ βαπτισθεὶς,", ὁ δὲ ἀπιστήσας κατακριθήσεται."
σῶσαι,σῴζω,aorist,active,infinitive,—,—,—,—,Luke 6:9,"εἶπεν δὲ ὁ Ἰησοῦς πρὸς αὐτούς· ἐπερωτῶ ὑμᾶς εἰ ἔξεστιν τῷ σαββάτῳ ἀγαθοποιῆσαι ἢ κακοποιῆσαι, ψυχὴν",ἢ ἀπολέσαι;
σέσωκέν,σῴζω,perfect,active,indicative,third person,—,—,singular,Luke 7:50,εἶπεν δὲ πρὸς τὴν γυναῖκα·  ἡ πίστις σου,σε· πορεύου εἰς εἰρήνην.
σωθῶσιν,σῴζω,aorist,passive,subjunctive,third person,—,—,plural,Luke 8:12,"διάβολος καὶ αἴρει τὸν λόγον ἀπὸ τῆς καρδίας αὐτῶν, ἵνα μὴ πιστεύσαντες",.
ἐσώθη,σῴζω,aorist,passive,indicative,third person,—,—,singular,Luke 8:36,ἀπήγγειλαν δὲ αὐτοῖς οἱ ἰδόντες πῶς,ὁ δαιμονισθείς.
σέσωκέν,σῴζω,perfect,active,indicative,third person,—,—,singular,Luke 8:48,"ὁ δὲ εἶπεν αὐτῇ·  θυγάτηρ, ἡ πίστις σου",σε· πορεύου εἰς εἰρήνην.
σωθήσεται,σῴζω,future,passive,indicative,third person,—,—,singular,Luke 8:50,"ὁ δὲ Ἰησοῦς ἀκούσας ἀπεκρίθη αὐτῷ· μὴ φοβοῦ, μόνον πίστευσον, καὶ",.
σῶσαι,σῴζω,aorist,active,infinitive,—,—,—,—,Luke 9:24,ὃς γὰρ ἂν θέλῃ τὴν ψυχὴν αὐτοῦ,ἀπολέσει αὐτήν· ὃς δʼ ἂν ἀπολέσῃ τὴν ψυχὴν αὐτοῦ ἕνεκεν ἐμοῦ οὗτος σώσει αὐτήν.
σώσει,σῴζω,future,active,indicative,third person,—,—,singular,Luke 9:24,ἀπολέσει αὐτήν· ὃς δʼ ἂν ἀπολέσῃ τὴν ψυχὴν αὐτοῦ ἕνεκεν ἐμοῦ οὗτος,αὐτήν.
σῳζόμενοι,σῴζω,present,passive,participle,—,masculine,nominative,plural,Luke 13:23,"Εἶπεν δέ τις αὐτῷ· κύριε, εἰ ὀλίγοι οἱ",; ὁ δὲ εἶπεν πρὸς αὐτούς·
σέσωκέν,σῴζω,perfect,active,indicative,third person,—,—,singular,Luke 17:19,καὶ εἶπεν αὐτῷ· ἀναστὰς πορεύου· ἡ πίστις σου,σε.
σωθῆναι,σῴζω,aorist,passive,infinitive,—,—,—,—,Luke 18:26,εἶπαν δὲ οἱ ἀκούσαντες· καὶ τίς δύναται,;
σέσωκέν,σῴζω,perfect,active,indicative,third person,—,—,singular,Luke 18:42,καὶ ὁ Ἰησοῦς εἶπεν αὐτῷ· ἀνάβλεψον· ἡ πίστις σου,σε.
σῶσαι,σῴζω,aorist,active,infinitive,—,—,—,—,Luke 19:10,ἦλθεν γὰρ ὁ υἱὸς τοῦ ἀνθρώπου ζητῆσαι καὶ,τὸ ἀπολωλός.
ἔσωσεν,σῴζω,aorist,active,indicative,third person,—,—,singular,Luke 23:35,Καὶ εἱστήκει ὁ λαὸς θεωρῶν.  ἐξεμυκτήριζον δὲ καὶ οἱ ἄρχοντες λέγοντες· ἄλλους,", σωσάτω ἑαυτόν, εἰ οὗτός ἐστιν ὁ χριστὸς τοῦ θεοῦ ὁ ἐκλεκτός."
σωσάτω,σῴζω,aorist,active,imperative,third person,—,—,singular,Luke 23:35,"Καὶ εἱστήκει ὁ λαὸς θεωρῶν.  ἐξεμυκτήριζον δὲ καὶ οἱ ἄρχοντες λέγοντες· ἄλλους ἔσωσεν,","ἑαυτόν, εἰ οὗτός ἐστιν ὁ χριστὸς τοῦ θεοῦ ὁ ἐκλεκτός."
σῶσον,σῴζω,aorist,active,imperative,second person,—,—,singular,Luke 23:37,"καὶ λέγοντες· εἰ σὺ εἶ ὁ βασιλεὺς τῶν Ἰουδαίων,",σεαυτόν.
σῶσον,σῴζω,aorist,active,imperative,second person,—,—,singular,Luke 23:39,Εἷς δὲ τῶν κρεμασθέντων κακούργων ἐβλασφήμει αὐτὸν λέγων· οὐχὶ σὺ εἶ ὁ χριστός;,σεαυτὸν καὶ ἡμᾶς.
σωθῇ,σῴζω,aorist,passive,subjunctive,third person,—,—,singular,John 3:17,"οὐ γὰρ ἀπέστειλεν ὁ θεὸς τὸν υἱὸν  εἰς τὸν κόσμον ἵνα κρίνῃ τὸν κόσμον, ἀλλʼ ἵνα",ὁ κόσμος διʼ αὐτοῦ.
σωθῆτε,σῴζω,aorist,passive,subjunctive,second person,—,—,plural,John 5:34,"ἐγὼ δὲ οὐ παρὰ ἀνθρώπου τὴν μαρτυρίαν λαμβάνω, ἀλλὰ ταῦτα λέγω ἵνα ὑμεῖς",.
σωθήσεται,σῴζω,future,passive,indicative,third person,—,—,singular,John 10:9,ἐγώ εἰμι ἡ θύρα· διʼ ἐμοῦ ἐάν τις εἰσέλθῃ,καὶ εἰσελεύσεται καὶ ἐξελεύσεται καὶ νομὴν εὑρήσει.
σωθήσεται,σῴζω,future,passive,indicative,third person,—,—,singular,John 11:12,"εἶπαν οὖν οἱ μαθηταὶ αὐτῷ· κύριε, εἰ κεκοίμηται",.
σῶσόν,σῴζω,aorist,active,imperative,second person,—,—,singular,John 12:27,"Νῦν ἡ ψυχή μου τετάρακται, καὶ τί εἴπω; πάτερ,",με ἐκ τῆς ὥρας ταύτης; ἀλλὰ διὰ τοῦτο ἦλθον εἰς τὴν ὥραν ταύτην.
σώσω,σῴζω,aorist,active,subjunctive,first person,—,—,singular,John 12:47,"οὐ κρίνω αὐτόν· οὐ γὰρ ἦλθον ἵνα κρίνω τὸν κόσμον, ἀλλʼ ἵνα",τὸν κόσμον.
σωθήσεται,σῴζω,future,passive,indicative,third person,—,—,singular,Acts 2:21,καὶ ἔσται πᾶς ὃς ἂν ἐπικαλέσηται τὸ ὄνομα κυρίου,.
σώθητε,σῴζω,aorist,passive,imperative,second person,—,—,plural,Acts 2:40,ἑτέροις τε λόγοις πλείοσιν διεμαρτύρατο καὶ παρεκάλει αὐτοὺς λέγων·,ἀπὸ τῆς γενεᾶς τῆς σκολιᾶς ταύτης.
σῳζομένους,σῴζω,present,passive,participle,—,masculine,accusative,plural,Acts 2:47,αἰνοῦντες τὸν θεὸν καὶ ἔχοντες χάριν πρὸς ὅλον τὸν λαόν. ὁ δὲ κύριος προσετίθει τοὺς,καθʼ ἡμέραν ἐπὶ τὸ αὐτό.
σέσωται,σῴζω,perfect,passive,indicative,third person,—,—,singular,Acts 4:9,εἰ ἡμεῖς σήμερον ἀνακρινόμεθα  ἐπὶ εὐεργεσίᾳ ἀνθρώπου ἀσθενοῦς ἐν τίνι οὗτος,","
σωθῆναι,σῴζω,aorist,passive,infinitive,—,—,—,—,Acts 4:12,ἐστιν ἕτερον ὑπὸ τὸν οὐρανὸν τὸ δεδομένον ἐν ἀνθρώποις ἐν ᾧ δεῖ,ἡμᾶς.
σωθήσῃ,σῴζω,future,passive,indicative,second person,—,—,singular,Acts 11:14,ὃς λαλήσει ῥήματα πρὸς σὲ ἐν οἷς,σὺ καὶ πᾶς ὁ οἶκός σου.
σωθῆναι,σῴζω,aorist,passive,infinitive,—,—,—,—,Acts 14:9,οὗτος ἤκουσεν τοῦ Παύλου λαλοῦντος · ὃς ἀτενίσας αὐτῷ καὶ ἰδὼν ὅτι ἔχει πίστιν τοῦ,","
σωθῆναι,σῴζω,aorist,passive,infinitive,—,—,—,—,Acts 15:1,"τοὺς ἀδελφοὺς ὅτι, ἐὰν μὴ περιτμηθῆτε τῷ ἔθει τῷ Μωϋσέως, οὐ δύνασθε",.
σωθῆναι,σῴζω,aorist,passive,infinitive,—,—,—,—,Acts 15:11,ἀλλὰ διὰ τῆς χάριτος τοῦ κυρίου Ἰησοῦ  πιστεύομεν,καθʼ ὃν τρόπον κἀκεῖνοι.
σωθῶ,σῴζω,aorist,passive,subjunctive,first person,—,—,singular,Acts 16:30,"καὶ προαγαγὼν αὐτοὺς ἔξω ἔφη· κύριοι, τί με δεῖ ποιεῖν ἵνα",;
σωθήσῃ,σῴζω,future,passive,indicative,second person,—,—,singular,Acts 16:31,οἱ δὲ εἶπαν· πίστευσον ἐπὶ τὸν κύριον Ἰησοῦν  καὶ,σὺ καὶ ὁ οἶκός σου.
σῴζεσθαι,σῴζω,present,passive,infinitive,—,—,—,—,Acts 27:20,"πλείονας ἡμέρας, χειμῶνός τε οὐκ ὀλίγου ἐπικειμένου, λοιπὸν περιῃρεῖτο ἐλπὶς πᾶσα τοῦ",ἡμᾶς.
σωθῆναι,σῴζω,aorist,passive,infinitive,—,—,—,—,Acts 27:31,"εἶπεν ὁ Παῦλος τῷ ἑκατοντάρχῃ καὶ τοῖς στρατιώταις· ἐὰν μὴ οὗτοι μείνωσιν ἐν τῷ πλοίῳ, ὑμεῖς",οὐ δύνασθε.
σωθησόμεθα,σῴζω,future,passive,indicative,first person,—,—,plural,Romans 5:9,πολλῷ οὖν μᾶλλον δικαιωθέντες νῦν ἐν τῷ αἵματι αὐτοῦ,διʼ αὐτοῦ ἀπὸ τῆς ὀργῆς.
σωθησόμεθα,σῴζω,future,passive,indicative,first person,—,—,plural,Romans 5:10,"εἰ γὰρ ἐχθροὶ ὄντες κατηλλάγημεν τῷ θεῷ διὰ τοῦ θανάτου τοῦ υἱοῦ αὐτοῦ, πολλῷ μᾶλλον καταλλαγέντες",ἐν τῇ ζωῇ αὐτοῦ·
ἐσώθημεν,σῴζω,aorist,passive,indicative,first person,—,—,plural,Romans 8:24,τῇ γὰρ ἐλπίδι,· ἐλπὶς δὲ βλεπομένη οὐκ ἔστιν ἐλπίς· ὃ γὰρ βλέπει τίς ἐλπίζει;
σωθήσεται,σῴζω,future,passive,indicative,third person,—,—,singular,Romans 9:27,"ὁ ἀριθμὸς τῶν υἱῶν Ἰσραὴλ ὡς ἡ ἄμμος τῆς θαλάσσης,        τὸ ὑπόλειμμα",·
σωθήσῃ,σῴζω,future,passive,indicative,second person,—,—,singular,Romans 10:9,"πιστεύσῃς ἐν τῇ καρδίᾳ σου ὅτι ὁ θεὸς αὐτὸν ἤγειρεν ἐκ νεκρῶν,",·
σωθήσεται,σῴζω,future,passive,indicative,third person,—,—,singular,Romans 10:13,πᾶς γὰρ ὃς ἂν ἐπικαλέσηται τὸ ὄνομα κυρίου,.
σώσω,σῴζω,aorist,active,subjunctive,first person,—,—,singular,Romans 11:14,εἴ πως παραζηλώσω μου τὴν σάρκα καὶ,τινὰς ἐξ αὐτῶν.
σωθήσεται,σῴζω,future,passive,indicative,third person,—,—,singular,Romans 11:26,καὶ οὕτως πᾶς Ἰσραὴλ,", καθὼς γέγραπται·        ἥξει ἐκ Σιὼν ὁ ῥυόμενος,           ἀποστρέψει ἀσεβείας ἀπὸ Ἰακώβ."
σῳζομένοις,σῴζω,present,passive,participle,—,masculine,dative,plural,1 Corinthians 1:18,"Ὁ λόγος γὰρ ὁ τοῦ σταυροῦ τοῖς μὲν ἀπολλυμένοις μωρία ἐστίν, τοῖς δὲ",ἡμῖν δύναμις θεοῦ ἐστιν.
σῶσαι,σῴζω,aorist,active,infinitive,—,—,—,—,1 Corinthians 1:21,"τῆς σοφίας τὸν θεόν, εὐδόκησεν ὁ θεὸς διὰ τῆς μωρίας τοῦ κηρύγματος",τοὺς πιστεύοντας·
σωθήσεται,σῴζω,future,passive,indicative,third person,—,—,singular,1 Corinthians 3:15,"εἴ τινος τὸ ἔργον κατακαήσεται, ζημιωθήσεται, αὐτὸς δὲ",", οὕτως δὲ ὡς διὰ πυρός."
σωθῇ,σῴζω,aorist,passive,subjunctive,third person,—,—,singular,1 Corinthians 5:5,"παραδοῦναι τὸν τοιοῦτον τῷ σατανᾷ εἰς ὄλεθρον τῆς σαρκός, ἵνα τὸ πνεῦμα",ἐν τῇ ἡμέρᾳ τοῦ κυρίου.
σώσεις,σῴζω,future,active,indicative,second person,—,—,singular,1 Corinthians 7:16,"τί γὰρ οἶδας, γύναι, εἰ τὸν ἄνδρα","; ἢ τί οἶδας, ἄνερ, εἰ τὴν γυναῖκα σώσεις;"
σώσεις,σῴζω,future,active,indicative,second person,—,—,singular,1 Corinthians 7:16,"τί γὰρ οἶδας, γύναι, εἰ τὸν ἄνδρα σώσεις; ἢ τί οἶδας, ἄνερ, εἰ τὴν γυναῖκα",;
σώσω,σῴζω,aorist,active,subjunctive,first person,—,—,singular,1 Corinthians 9:22,"ἐγενόμην τοῖς ἀσθενέσιν  ἀσθενής, ἵνα τοὺς ἀσθενεῖς κερδήσω· τοῖς πᾶσιν γέγονα πάντα, ἵνα πάντως τινὰς",.
σωθῶσιν,σῴζω,aorist,passive,subjunctive,third person,—,—,plural,1 Corinthians 10:33,"καθὼς κἀγὼ πάντα πᾶσιν ἀρέσκω μὴ ζητῶν τὸ ἐμαυτοῦ σύμφορον ἀλλὰ τὸ τῶν πολλῶν, ἵνα",.
σῴζεσθε,σῴζω,present,passive,indicative,second person,—,—,plural,1 Corinthians 15:2,διʼ οὗ καὶ,", τίνι λόγῳ εὐηγγελισάμην ὑμῖν εἰ κατέχετε, ἐκτὸς εἰ μὴ εἰκῇ ἐπιστεύσατε."
σῳζομένοις,σῴζω,present,passive,participle,—,masculine,dative,plural,2 Corinthians 2:15,ὅτι Χριστοῦ εὐωδία ἐσμὲν τῷ θεῷ ἐν τοῖς,"καὶ ἐν τοῖς ἀπολλυμένοις,"
σεσῳσμένοι,σῴζω,perfect,passive,participle,—,masculine,nominative,plural,Ephesians 2:5,"καὶ ὄντας ἡμᾶς νεκροὺς τοῖς παραπτώμασιν συνεζωοποίησεν  τῷ Χριστῷ, — χάριτί ἐστε",—
σεσῳσμένοι,σῴζω,perfect,passive,participle,—,masculine,nominative,plural,Ephesians 2:8,Τῇ γὰρ χάριτί ἐστε,"διὰ  πίστεως· καὶ τοῦτο οὐκ ἐξ ὑμῶν, θεοῦ τὸ δῶρον·"
σωθῶσιν,σῴζω,aorist,passive,subjunctive,third person,—,—,plural,1 Thessalonians 2:16,κωλυόντων ἡμᾶς τοῖς ἔθνεσιν λαλῆσαι ἵνα,", εἰς τὸ ἀναπληρῶσαι αὐτῶν τὰς ἁμαρτίας πάντοτε. ἔφθασεν δὲ ἐπʼ αὐτοὺς ἡ ὀργὴ  εἰς τέλος."
σωθῆναι,σῴζω,aorist,passive,infinitive,—,—,—,—,2 Thessalonians 2:10,"καὶ ἐν πάσῃ ἀπάτῃ  ἀδικίας  τοῖς ἀπολλυμένοις, ἀνθʼ ὧν τὴν ἀγάπην τῆς ἀληθείας οὐκ ἐδέξαντο εἰς τὸ",αὐτούς.
σῶσαι,σῴζω,aorist,active,infinitive,—,—,—,—,1 Timothy 1:15,"πιστὸς ὁ λόγος καὶ πάσης ἀποδοχῆς ἄξιος, ὅτι Χριστὸς Ἰησοῦς ἦλθεν εἰς τὸν κόσμον ἁμαρτωλοὺς",", ὧν πρῶτός εἰμι ἐγώ."
σωθῆναι,σῴζω,aorist,passive,infinitive,—,—,—,—,1 Timothy 2:4,ὃς πάντας ἀνθρώπους θέλει,καὶ εἰς ἐπίγνωσιν ἀληθείας ἐλθεῖν.
σωθήσεται,σῴζω,future,passive,indicative,third person,—,—,singular,1 Timothy 2:15,—,"δὲ διὰ τῆς τεκνογονίας, ἐὰν μείνωσιν ἐν πίστει καὶ ἀγάπῃ καὶ ἁγιασμῷ μετὰ σωφροσύνης·"
σώσεις,σῴζω,future,active,indicative,second person,—,—,singular,1 Timothy 4:16,"ἔπεχε σεαυτῷ καὶ τῇ διδασκαλίᾳ, ἐπίμενε αὐτοῖς· τοῦτο γὰρ ποιῶν καὶ σεαυτὸν",καὶ τοὺς ἀκούοντάς σου.
σώσαντος,σῴζω,aorist,active,participle,—,masculine,genitive,singular,2 Timothy 1:9,τοῦ,"ἡμᾶς           καὶ καλέσαντος κλήσει ἁγίᾳ,        οὐ κατὰ τὰ ἔργα ἡμῶν           ἀλλὰ κατὰ ἰδίαν"
σώσει,σῴζω,future,active,indicative,third person,—,—,singular,2 Timothy 4:18,ῥύσεταί με ὁ κύριος ἀπὸ παντὸς ἔργου πονηροῦ καὶ,"εἰς τὴν βασιλείαν αὐτοῦ τὴν ἐπουράνιον· ᾧ ἡ δόξα εἰς τοὺς αἰῶνας τῶν αἰώνων, ἀμήν."
ἔσωσεν,σῴζω,aorist,active,indicative,third person,—,—,singular,Titus 3:5,οὐκ ἐξ ἔργων τῶν ἐν δικαιοσύνῃ        ἃ ἐποιήσαμεν ἡμεῖς      ἀλλὰ κατὰ τὸ αὐτοῦ ἔλεος,"ἡμᾶς διὰ λουτροῦ παλιγγενεσίας      καὶ ἀνακαινώσεως  πνεύματος ἁγίου,"
σῴζειν,σῴζω,present,active,infinitive,—,—,—,—,Hebrews 5:7,ὃς ἐν ταῖς ἡμέραις τῆς σαρκὸς αὐτοῦ δεήσεις τε καὶ ἱκετηρίας πρὸς τὸν δυνάμενον,"αὐτὸν ἐκ θανάτου μετὰ κραυγῆς ἰσχυρᾶς καὶ δακρύων προσενέγκας καὶ εἰσακουσθεὶς ἀπὸ τῆς εὐλαβείας,"
σῴζειν,σῴζω,present,active,infinitive,—,—,—,—,Hebrews 7:25,ὅθεν καὶ,"εἰς τὸ παντελὲς δύναται τοὺς προσερχομένους διʼ αὐτοῦ τῷ θεῷ, πάντοτε ζῶν εἰς τὸ ἐντυγχάνειν ὑπὲρ αὐτῶν."
σῶσαι,σῴζω,aorist,active,infinitive,—,—,—,—,James 1:21,διὸ ἀποθέμενοι πᾶσαν ῥυπαρίαν καὶ περισσείαν κακίας ἐν πραΰτητι  δέξασθε τὸν ἔμφυτον λόγον τὸν δυνάμενον,τὰς ψυχὰς ὑμῶν.
σῶσαι,σῴζω,aorist,active,infinitive,—,—,—,—,James 2:14,"Τί τὸ ὄφελος, ἀδελφοί μου, ἐὰν πίστιν λέγῃ τις ἔχειν, ἔργα δὲ μὴ ἔχῃ; μὴ δύναται ἡ πίστις",αὐτόν;
σῶσαι,σῴζω,aorist,active,infinitive,—,—,—,—,James 4:12,εἷς ἐστιν ὁ νομοθέτης καὶ κριτὴς ὁ δυνάμενος,καὶ ἀπολέσαι· σὺ δὲ τίς εἶ ὁ κρίνων τὸν πλησίον;
σώσει,σῴζω,future,active,indicative,third person,—,—,singular,James 5:15,καὶ ἡ εὐχὴ τῆς πίστεως,"τὸν κάμνοντα καὶ ἐγερεῖ αὐτὸν ὁ κύριος· κἂν ἁμαρτίας ᾖ πεποιηκώς, ἀφεθήσεται αὐτῷ."
σώσει,σῴζω,future,active,indicative,third person,—,—,singular,James 5:20,γινωσκέτω ὅτι ὁ ἐπιστρέψας ἁμαρτωλὸν ἐκ πλάνης ὁδοῦ αὐτοῦ,ψυχὴν αὐτοῦ ἐκ θανάτου καὶ καλύψει πλῆθος ἁμαρτιῶν.
σῴζει,σῴζω,present,active,indicative,third person,—,—,singular,1 Peter 3:21,ὃ καὶ ὑμᾶς ἀντίτυπον νῦν,"βάπτισμα, οὐ σαρκὸς ἀπόθεσις ῥύπου ἀλλὰ συνειδήσεως ἀγαθῆς ἐπερώτημα εἰς θεόν, διʼ ἀναστάσεως Ἰησοῦ Χριστοῦ"
